"","orig_GS","old_entrez_id","en2gs_GS","ens_id"
"gene_symbol19712","PKP4-AS1",100129029,"PKP4-AS1","ENSG00000204380"
"gene_symbol19713","FAM133A",286499,"FAM133A","ENSG00000179083"
"gene_symbol19714","MIR8073",102465872,"MIR8073","ENSG00000276765"
"gene_symbol19715","MIR550B1",100500883,"MIR550B1","ENSG00000283237"
"gene_symbol19716","GAS7",8522,"GAS7","ENSG00000007237"
"gene_symbol19717","LYPD1",116372,"LYPD1","ENSG00000150551"
"gene_symbol19718","OR2H2",7932,"OR2H2","ENSG00000204657"
"gene_symbol19719","STRAP",11171,"STRAP","ENSG00000023734"
"gene_symbol19720","SPTBN1",6711,"SPTBN1","ENSG00000115306"
"gene_symbol19721","LINC01904",388456,"LINC01904","ENSG00000259837"
"gene_symbol19722","KCNC1",3746,"KCNC1","ENSG00000129159"
"gene_symbol19723","MIR4740",100616294,"MIR4740","ENSG00000266392"
"gene_symbol19724","SNHG17",388796,"SNHG17","ENSG00000196756"
"gene_symbol19725","POLG",5428,"POLG","ENSG00000140521"
"gene_symbol19726","AC244502.1",105370401,"TRD-AS1","ENSG00000251002"
"gene_symbol19727","PNMA1",9240,"PNMA1","ENSG00000176903"
"gene_symbol19728","ADORA2A-AS1",646023,"ADORA2A-AS1","ENSG00000178803"
"gene_symbol19729","LINC02186",101927348,"LINC02186","ENSG00000261856"
"gene_symbol19730","DNAAF4-CCPG1",100533483,"DNAAF4-CCPG1","ENSG00000261771"
"gene_symbol19731","EIF1AX",1964,"EIF1AX","ENSG00000173674"
"gene_symbol19732","PPME1",51400,"PPME1","ENSG00000214517"
"gene_symbol19733","LINC01162",104355138,"LINC01162","ENSG00000232790"
"gene_symbol19734","MIR370",442915,"MIR370","ENSG00000199005"
"gene_symbol19735","GBP5",115362,"GBP5","ENSG00000154451"
"gene_symbol19736","AMY1C",278,"AMY1C","ENSG00000187733"
"gene_symbol19737","NFIB",4781,"NFIB","ENSG00000147862"
"gene_symbol19738","PROX1",5629,"PROX1","ENSG00000117707"
"gene_symbol19739","ZNF845",91664,"ZNF845","ENSG00000213799"
"gene_symbol19740","AP003119.2",101928837,"TSKU-AS1","ENSG00000255100"
"gene_symbol19741","ETV5",2119,"ETV5","ENSG00000244405"
"gene_symbol19742","PFN4",375189,"PFN4","ENSG00000176732"
"gene_symbol19743","LAMTOR4",389541,"LAMTOR4","ENSG00000188186"
"gene_symbol19744","FILIP1L",11259,"FILIP1L","ENSG00000168386"
"gene_symbol19745","PDHX",8050,"PDHX","ENSG00000110435"
"gene_symbol19746","MIR4259",100422852,"MIR4259","ENSG00000266458"
"gene_symbol19747","VPS41",27072,"VPS41","ENSG00000006715"
"gene_symbol19748","DSG1-AS1",101927718,"DSG1-AS1","ENSG00000266729"
"gene_symbol19749","PHLPP1",23239,"PHLPP1","ENSG00000081913"
"gene_symbol19750","FAT2",2196,"FAT2","ENSG00000086570"
"gene_symbol19751","LINC02647",101929646,"LINC02647","ENSG00000223993"
"gene_symbol19752","ABCC13",150000,"ABCC13","ENSG00000243064"
"gene_symbol19753","NEXMIF",340533,"NEXMIF","ENSG00000050030"
"gene_symbol19754","PSIP1",11168,"PSIP1","ENSG00000164985"
"gene_symbol19755","MSH3",4437,"MSH3","ENSG00000113318"
"gene_symbol19756","LOXL2",4017,"LOXL2","ENSG00000134013"
"gene_symbol19757","FLG-AS1",339400,"FLG-AS1","ENSG00000237975"
"gene_symbol19758","RBBP8NL",140893,"RBBP8NL","ENSG00000130701"
"gene_symbol19759","SNORA36C",100124535,"SNORA36C","ENSG00000207016"
"gene_symbol19760","MECR",51102,"MECR","ENSG00000116353"
"gene_symbol19761","RHOJ",57381,"RHOJ","ENSG00000126785"
"gene_symbol19762","KDM4C",23081,"KDM4C","ENSG00000107077"
"gene_symbol19763","AC141586.1",652276,"LOC652276","ENSG00000215154"
"gene_symbol19764","EVX2",344191,"EVX2","ENSG00000174279"
"gene_symbol19765","AP001830.2",102723838,"LOC102723838","ENSG00000255482"
"gene_symbol19766","SLC43A2",124935,"SLC43A2","ENSG00000167703"
"gene_symbol19767","PARP11",57097,"PARP11","ENSG00000111224"
"gene_symbol19768","PCDHB12",56124,"PCDHB12","ENSG00000120328"
"gene_symbol19769","PPIP5K1",9677,"PPIP5K1","ENSG00000168781"
"gene_symbol19770","MIR1827",100302217,"MIR1827","ENSG00000221476"
"gene_symbol19771","RAB1B",81876,"RAB1B","ENSG00000174903"
"gene_symbol19772","AC074387.1",105373553,"LOC105373553","ENSG00000282033"
"gene_symbol19773","TAPBP",6892,"TAPBP","ENSG00000231925"
"gene_symbol19774","HMCN1",83872,"HMCN1","ENSG00000143341"
"gene_symbol19775","FXN",2395,"FXN","ENSG00000165060"
"gene_symbol19776","SNORD114-9",767585,"SNORD114-9","ENSG00000201240"
"gene_symbol19777","AC021074.3",100507389,"LOC100507389","ENSG00000243818"
"gene_symbol19778","PHF19",26147,"PHF19","ENSG00000119403"
"gene_symbol19779","AMOTL2",51421,"AMOTL2","ENSG00000114019"
"gene_symbol19780","NCOA2",10499,"NCOA2","ENSG00000140396"
"gene_symbol19781","TMEM214",54867,"TMEM214","ENSG00000119777"
"gene_symbol19782","SPANXB1",728695,"SPANXB1","ENSG00000227234"
"gene_symbol19783","FAM186B",84070,"FAM186B","ENSG00000135436"
"gene_symbol19784","SIGLECL1",284369,"SIGLECL1","ENSG00000179213"
"gene_symbol19785","KHDC3L",154288,"KHDC3L","ENSG00000203908"
"gene_symbol19786","C17orf64",124773,"C17orf64","ENSG00000141371"
"gene_symbol19787","BLACE",338436,"BLACE","ENSG00000204960"
"gene_symbol19788","UBE2D3-AS1",105377348,"UBE2D3-AS1",""
"gene_symbol19789","INCA1",388324,"INCA1","ENSG00000196388"
"gene_symbol19790","KRTAP5-4",387267,"KRTAP5-4","ENSG00000241598"
"gene_symbol19791","RAB27A",5873,"RAB27A","ENSG00000069974"
"gene_symbol19792","MIR3646",100500813,"MIR3646","ENSG00000266151"
"gene_symbol19793","RELA-DT",105369347,"RELA-DT","ENSG00000285533"
"gene_symbol19794","SNORD114-14",767592,"SNORD114-14","ENSG00000199593"
"gene_symbol19795","ZKSCAN4",387032,"ZKSCAN4","ENSG00000187626"
"gene_symbol19796","AC004941.1",101928733,"LOC101928733","ENSG00000228151"
"gene_symbol19797","PTENP1-AS",101243555,"PTENP1-AS","ENSG00000281128"
"gene_symbol19798","HSPB9",94086,"HSPB9","ENSG00000260325"
"gene_symbol19799","GPX4",2879,"GPX4","ENSG00000167468"
"gene_symbol19800","LARP7",51574,"LARP7","ENSG00000174720"
"gene_symbol19801","TRANK1",9881,"TRANK1","ENSG00000168016"
"gene_symbol19802","ZNF710",374655,"ZNF710","ENSG00000140548"
"gene_symbol19803","NAA38",84316,"NAA38","ENSG00000183011"
"gene_symbol19804","MIR646",693231,"MIR646","ENSG00000207802"
"gene_symbol19805","LRRTM1",347730,"LRRTM1","ENSG00000162951"
"gene_symbol19806","ELOA3C",107983955,"ELOA3CP",""
"gene_symbol19807","CASC17",101928165,"CASC17","ENSG00000260785"
"gene_symbol19808","LINC00616",641365,"LINC00616","ENSG00000248307"
"gene_symbol19809","POLR2G",5436,"POLR2G","ENSG00000168002"
"gene_symbol19810","PSMB5",5693,"PSMB5","ENSG00000100804"
"gene_symbol19811","SPINDOC",144097,"SPINDOC","ENSG00000168005"
"gene_symbol19812","HPN-AS1",100128675,"HPN-AS1","ENSG00000227392"
"gene_symbol19813","ATP2B2",491,"ATP2B2","ENSG00000157087"
"gene_symbol19814","PWP1",11137,"PWP1","ENSG00000136045"
"gene_symbol19815","RETREG1",54463,"RETREG1","ENSG00000154153"
"gene_symbol19816","SRSF10",10772,"SRSF10","ENSG00000188529"
"gene_symbol19817","EBF3",253738,"EBF3","ENSG00000108001"
"gene_symbol19818","OXER1",165140,"OXER1","ENSG00000162881"
"gene_symbol19819","MRPL35",51318,"MRPL35","ENSG00000132313"
"gene_symbol19820","TAFA2",338811,"TAFA2","ENSG00000198673"
"gene_symbol19821","LINC02331",105370503,"LINC02331","ENSG00000235269"
"gene_symbol19822","MIR6751",102465449,"MIR6751","ENSG00000284489"
"gene_symbol19823","FGF4",2249,"FGF4","ENSG00000075388"
"gene_symbol19824","CCDC14",64770,"CCDC14","ENSG00000175455"
"gene_symbol19825","CYP2E1",1571,"CYP2E1","ENSG00000130649"
"gene_symbol19826","AC009078.2",100506281,"LOC100506281","ENSG00000240338"
"gene_symbol19827","MBL2",4153,"MBL2","ENSG00000165471"
"gene_symbol19828","IFNK",56832,"IFNK","ENSG00000147896"
"gene_symbol19829","MIR548AP",100847084,"MIR548AP","ENSG00000264406"
"gene_symbol19830","PREPL",9581,"PREPL","ENSG00000138078"
"gene_symbol19831","GSDMC",56169,"GSDMC","ENSG00000147697"
"gene_symbol19832","SAMSN1",64092,"SAMSN1","ENSG00000155307"
"gene_symbol19833","MTTP",4547,"MTTP","ENSG00000138823"
"gene_symbol19834","P2RX1",5023,"P2RX1","ENSG00000108405"
"gene_symbol19835","RNF141",50862,"RNF141","ENSG00000110315"
"gene_symbol19836","GAS6-DT",100506394,"GAS6-DT","ENSG00000272695"
"gene_symbol19837","TMCO6",55374,"TMCO6","ENSG00000113119"
"gene_symbol19838","SMOC2",64094,"SMOC2","ENSG00000112562"
"gene_symbol19839","MIR514A1",574516,"MIR514A1","ENSG00000207868"
"gene_symbol19840","MIR4513",100616183,"MIR4513","ENSG00000264386"
"gene_symbol19841","ACP4",93650,"ACP4","ENSG00000142513"
"gene_symbol19842","PKHD1L1",93035,"PKHD1L1","ENSG00000205038"
"gene_symbol19843","OR1J1",347168,"OR1J1","ENSG00000136834"
"gene_symbol19844","PHOSPHO1",162466,"PHOSPHO1","ENSG00000173868"
"gene_symbol19845","ATP1A1",476,"ATP1A1","ENSG00000163399"
"gene_symbol19846","CCT8L2",150160,"CCT8L2","ENSG00000198445"
"gene_symbol19847","MIR3942",100500904,"MIR3942","ENSG00000265102"
"gene_symbol19848","CBLN3",643866,"CBLN3","ENSG00000139899"
"gene_symbol19849","CAMK1G",57172,"CAMK1G","ENSG00000008118"
"gene_symbol19850","SIRT7",51547,"SIRT7","ENSG00000187531"
"gene_symbol19851","ARC",23237,"ARC","ENSG00000198576"
"gene_symbol19852","ZNF317",57693,"ZNF317","ENSG00000130803"
"gene_symbol19853","ECHDC1",55862,"ECHDC1","ENSG00000093144"
"gene_symbol19854","GSG1",83445,"GSG1","ENSG00000111305"
"gene_symbol19855","TMEM54",113452,"TMEM54","ENSG00000121900"
"gene_symbol19856","LINC02882",100507377,"LINC02882","ENSG00000251138"
"gene_symbol19857","FCER1G",2207,"FCER1G","ENSG00000158869"
"gene_symbol19858","OR2AG2",338755,"OR2AG2","ENSG00000188124"
"gene_symbol19859","OR56B4",196335,"OR56B4","ENSG00000180919"
"gene_symbol19860","ZBED4",9889,"ZBED4","ENSG00000100426"
"gene_symbol19861","RPA2",6118,"RPA2","ENSG00000117748"
"gene_symbol19862","TTPA",7274,"TTPA","ENSG00000137561"
"gene_symbol19863","CCDC60",160777,"CCDC60","ENSG00000183273"
"gene_symbol19864","PVALB",5816,"PVALB","ENSG00000100362"
"gene_symbol19865","EPB41L3",23136,"EPB41L3","ENSG00000082397"
"gene_symbol19866","CCNL1",57018,"CCNL1","ENSG00000163660"
"gene_symbol19867","HSPBP1",23640,"HSPBP1","ENSG00000133265"
"gene_symbol19868","SPATA2L",124044,"SPATA2L","ENSG00000158792"
"gene_symbol19869","LINC02822",102724834,"LINC02822","ENSG00000286021"
"gene_symbol19870","KANSL2",54934,"KANSL2","ENSG00000139620"
"gene_symbol19871","TOP2A",7153,"TOP2A","ENSG00000131747"
"gene_symbol19872","LINC01922",101927606,"LINC01922","ENSG00000259779"
"gene_symbol19873","TRAPPC8",22878,"TRAPPC8","ENSG00000153339"
"gene_symbol19874","RABL2A",11159,"RABL2A","ENSG00000144134"
"gene_symbol19875","MIR124-3",406909,"MIR124-3","ENSG00000207598"
"gene_symbol19876","LINC02104",101926940,"LINC02104","ENSG00000271334"
"gene_symbol19877","HNRNPA1P30",101930748,"LINC00367","ENSG00000233780"
"gene_symbol19878","MIR4321",100423031,"MIR4321","ENSG00000284272"
"gene_symbol19879","COMMD1",150684,"COMMD1","ENSG00000173163"
"gene_symbol19880","OR52B4",143496,"OR52B4","ENSG00000221996"
"gene_symbol19881","RPIA",22934,"RPIA","ENSG00000153574"
"gene_symbol19882","FCN2",2220,"FCN2","ENSG00000160339"
"gene_symbol19883","UBA1",7317,"UBA1","ENSG00000130985"
"gene_symbol19884","RGSL1",353299,"RGSL1","ENSG00000121446"
"gene_symbol19885","AGBL3",340351,"AGBL3","ENSG00000146856"
"gene_symbol19886","SEPTIN7",989,"SEPTIN7","ENSG00000122545"
"gene_symbol19887","NAGA",4668,"NAGA","ENSG00000198951"
"gene_symbol19888","BZW2",28969,"BZW2","ENSG00000136261"
"gene_symbol19889","FRMD1",79981,"FRMD1","ENSG00000153303"
"gene_symbol19890","FER1L6-AS1",439941,"FER1L6-AS1","ENSG00000181171"
"gene_symbol19891","MIR3671",100500854,"MIR3671","ENSG00000265996"
"gene_symbol19892","CPT2",1376,"CPT2","ENSG00000157184"
"gene_symbol19893","LHX6",26468,"LHX6","ENSG00000106852"
"gene_symbol19894","RCOR3",55758,"RCOR3","ENSG00000117625"
"gene_symbol19895","MIR153-1",406944,"MIR153-1","ENSG00000207647"
"gene_symbol19896","TEX101",83639,"TEX101","ENSG00000131126"
"gene_symbol19897","FBXO27",126433,"FBXO27","ENSG00000161243"
"gene_symbol19898","LNX2",222484,"LNX2","ENSG00000139517"
"gene_symbol19899","YPEL3",83719,"YPEL3","ENSG00000090238"
"gene_symbol19900","PLAAT4",5920,"PLAAT4","ENSG00000133321"
"gene_symbol19901","DCAF4L1",285429,"DCAF4L1","ENSG00000182308"
"gene_symbol19902","RRBP1",6238,"RRBP1","ENSG00000125844"
"gene_symbol19903","SERTAD1",29950,"SERTAD1","ENSG00000197019"
"gene_symbol19904","ABCB7",22,"ABCB7","ENSG00000131269"
"gene_symbol19905","HORMAD2",150280,"HORMAD2","ENSG00000176635"
"gene_symbol19906","ZNF366",167465,"ZNF366","ENSG00000178175"
"gene_symbol19907","LINC02116",101929034,"LINC02116","ENSG00000250417"
"gene_symbol19908","PRKAR2B",5577,"PRKAR2B","ENSG00000005249"
"gene_symbol19909","LINC01982",105371830,"LINC01982","ENSG00000263317"
"gene_symbol19910","HBP1",26959,"HBP1","ENSG00000105856"
"gene_symbol19911","TAMM41",132001,"TAMM41","ENSG00000144559"
"gene_symbol19912","TRIM43",129868,"TRIM43","ENSG00000144015"
"gene_symbol19913","GPR149",344758,"GPR149","ENSG00000174948"
"gene_symbol19914","NPEPPS",9520,"NPEPPS","ENSG00000141279"
"gene_symbol19915","SORCS1",114815,"SORCS1","ENSG00000108018"
"gene_symbol19916","RMST",196475,"RMST","ENSG00000255794"
"gene_symbol19917","TERT",7015,"TERT","ENSG00000164362"
"gene_symbol19918","VCX3B",425054,"VCX3B","ENSG00000205642"
"gene_symbol19919","TTR",7276,"TTR","ENSG00000118271"
"gene_symbol19920","LINC01541",100505776,"LINC01541","ENSG00000260676"
"gene_symbol19921","LINC02451",105369738,"LINC02451","ENSG00000257164"
"gene_symbol19922","ZNF821",55565,"ZNF821","ENSG00000102984"
"gene_symbol19923","GPR155",151556,"GPR155","ENSG00000163328"
"gene_symbol19924","LINC00607",646324,"LINC00607","ENSG00000235770"
"gene_symbol19925","RPL30",6156,"RPL30","ENSG00000156482"
"gene_symbol19926","AC016687.3",101928622,"LOC101928622","ENSG00000250954"
"gene_symbol19927","MUC20",200958,"MUC20","ENSG00000176945"
"gene_symbol19928","VGLL4",9686,"VGLL4","ENSG00000144560"
"gene_symbol19929","POU4F1",5457,"POU4F1","ENSG00000152192"
"gene_symbol19930","MIR6736",102466191,"MIR6736","ENSG00000278549"
"gene_symbol19931","USP11",8237,"USP11","ENSG00000102226"
"gene_symbol19932","SNAPC3",6619,"SNAPC3","ENSG00000164975"
"gene_symbol19933","ATP5F1A",498,"ATP5F1A","ENSG00000152234"
"gene_symbol19934","CASP14",23581,"CASP14","ENSG00000105141"
"gene_symbol19935","FCHSD2",9873,"FCHSD2","ENSG00000137478"
"gene_symbol19936","INTS8",55656,"INTS8","ENSG00000164941"
"gene_symbol19937","CYREN",78996,"CYREN","ENSG00000122783"
"gene_symbol19938","PPP2R2C",5522,"PPP2R2C","ENSG00000074211"
"gene_symbol19939","SMARCAL1",50485,"SMARCAL1","ENSG00000138375"
"gene_symbol19940","SPHKAP",80309,"SPHKAP","ENSG00000153820"
"gene_symbol19941","STUB1",10273,"STUB1","ENSG00000103266"
"gene_symbol19942","GRIN2B",2904,"GRIN2B","ENSG00000273079"
"gene_symbol19943","FOLR2",2350,"FOLR2","ENSG00000165457"
"gene_symbol19944","RBM17",84991,"RBM17","ENSG00000134453"
"gene_symbol19945","LINC01843",101927934,"LINC01843","ENSG00000251169"
"gene_symbol19946","CENPN",55839,"CENPN","ENSG00000166451"
"gene_symbol19947","TREH",11181,"TREH","ENSG00000118094"
"gene_symbol19948","SRXN1",140809,"SRXN1","ENSG00000271303"
"gene_symbol19949","AC021491.2",105371824,"LOC105371824","ENSG00000250286"
"gene_symbol19950","C14orf28",122525,"C14orf28","ENSG00000179476"
"gene_symbol19951","H2BE1",114483833,"H2BK1","ENSG00000285480"
"gene_symbol19952","TRPM7",54822,"TRPM7","ENSG00000092439"
"gene_symbol19953","POFUT2",23275,"POFUT2","ENSG00000186866"
"gene_symbol19954","NELL1",4745,"NELL1","ENSG00000165973"
"gene_symbol19955","LNCAROD",101928687,"LNCAROD","ENSG00000231131"
"gene_symbol19956","EMP2",2013,"EMP2","ENSG00000213853"
"gene_symbol19957","MIR3683",100500886,"MIR3683","ENSG00000266287"
"gene_symbol19958","MTAP",4507,"MTAP","ENSG00000099810"
"gene_symbol19959","RASA3",22821,"RASA3","ENSG00000185989"
"gene_symbol19960","RNU2-1",6066,"RNU2-1","ENSG00000274585"
"gene_symbol19961","PIP4P2",55529,"PIP4P2","ENSG00000155099"
"gene_symbol19962","PGP",283871,"PGP","ENSG00000184207"
"gene_symbol19963","NOTCH4",4855,"NOTCH4","ENSG00000204301"
"gene_symbol19964","KRTAP19-3",337970,"KRTAP19-3","ENSG00000244025"
"gene_symbol19965","C3orf70",285382,"C3orf70","ENSG00000187068"
"gene_symbol19966","C7orf66",154907,"LINC02903","ENSG00000205174"
"gene_symbol19967","MYADM",91663,"MYADM","ENSG00000179820"
"gene_symbol19968","AL356020.1",101927620,"DDHD1-DT","ENSG00000258731"
"gene_symbol19969","AC246817.2",101927815,"LINC03021","ENSG00000254319"
"gene_symbol19970","FAM41C",284593,"FAM41C","ENSG00000230368"
"gene_symbol19971","SERPINB11",89778,"SERPINB11","ENSG00000206072"
"gene_symbol19972","CDK5RAP1",51654,"CDK5RAP1","ENSG00000101391"
"gene_symbol19973","KIF14",9928,"KIF14","ENSG00000118193"
"gene_symbol19974","TLCD5",219902,"TLCD5","ENSG00000181264"
"gene_symbol19975","TET1",80312,"TET1","ENSG00000138336"
"gene_symbol19976","TNFRSF10B",8795,"TNFRSF10B","ENSG00000120889"
"gene_symbol19977","PAXIP1-AS1",202781,"PAXIP1-DT","ENSG00000273344"
"gene_symbol19978","ZNF420",147923,"ZNF420","ENSG00000197050"
"gene_symbol19979","MIR30B",407030,"MIR30B","ENSG00000207582"
"gene_symbol19980","MEPCE",56257,"MEPCE","ENSG00000146834"
"gene_symbol19981","ERMARD",55780,"ERMARD","ENSG00000130023"
"gene_symbol19982","FRG2B",441581,"FRG2B","ENSG00000225899"
"gene_symbol19983","SRP9",6726,"SRP9","ENSG00000143742"
"gene_symbol19984","RBMY1A1",5940,"RBMY1A1","ENSG00000234414"
"gene_symbol19985","C11orf21",29125,"C11orf21","ENSG00000110665"
"gene_symbol19986","APOL6",80830,"APOL6","ENSG00000221963"
"gene_symbol19987","GPATCH1",55094,"GPATCH1","ENSG00000076650"
"gene_symbol19988","FAM83E",54854,"FAM83E","ENSG00000105523"
"gene_symbol19989","TRIM39-RPP21",202658,"TRIM39-RPP21","ENSG00000248167"
"gene_symbol19990","ITIH4",3700,"ITIH4","ENSG00000055955"
"gene_symbol19991","AMPD1",270,"AMPD1","ENSG00000116748"
"gene_symbol19992","CCNE2",9134,"CCNE2","ENSG00000175305"
"gene_symbol19993","CDH19",28513,"CDH19","ENSG00000071991"
"gene_symbol19994","MIR3135A",100422901,"MIR3135A","ENSG00000266745"
"gene_symbol19995","TNRC18",84629,"TNRC18","ENSG00000182095"
"gene_symbol19996","RHOXF1P1",101928941,"RHOXF1P1","ENSG00000234493"
"gene_symbol19997","TOX2",84969,"TOX2","ENSG00000124191"
"gene_symbol19998","TTC6",319089,"TTC6","ENSG00000139865"
"gene_symbol19999","LINC00871",100506412,"LINC00871","ENSG00000258700"
"gene_symbol20000","C19orf33",64073,"C19orf33","ENSG00000167644"
"gene_symbol20001","LSM1",27257,"LSM1","ENSG00000175324"
"gene_symbol20002","SNX24",28966,"SNX24","ENSG00000064652"
"gene_symbol20003","DAPK2",23604,"DAPK2","ENSG00000035664"
"gene_symbol20004","ENOPH1",58478,"ENOPH1","ENSG00000145293"
"gene_symbol20005","NFATC2",4773,"NFATC2","ENSG00000101096"
"gene_symbol20006","DAZ4",57135,"DAZ4","ENSG00000205916"
"gene_symbol20007","LRRC45",201255,"LRRC45","ENSG00000169683"
"gene_symbol20008","C2CD4B",388125,"C2CD4B","ENSG00000205502"
"gene_symbol20009","HPR",3250,"HPR","ENSG00000261701"
"gene_symbol20010","TBC1D23",55773,"TBC1D23","ENSG00000036054"
"gene_symbol20011","ETS1-AS1",101929517,"ETS1-AS1","ENSG00000254588"
"gene_symbol20012","GTSF1",121355,"GTSF1","ENSG00000170627"
"gene_symbol20013","CCDC122",160857,"CCDC122","ENSG00000151773"
"gene_symbol20014","EXTL1",2134,"EXTL1","ENSG00000158008"
"gene_symbol20015","RND2",8153,"RND2","ENSG00000108830"
"gene_symbol20016","RAB11FIP3",9727,"RAB11FIP3","ENSG00000090565"
"gene_symbol20017","PATL1",219988,"PATL1","ENSG00000166889"
"gene_symbol20018","CES3",23491,"CES3","ENSG00000172828"
"gene_symbol20019","KIAA0232",9778,"KIAA0232","ENSG00000170871"
"gene_symbol20020","FLYWCH2",114984,"FLYWCH2","ENSG00000162076"
"gene_symbol20021","ZP2",7783,"ZP2","ENSG00000103310"
"gene_symbol20022","ALDH5A1",7915,"ALDH5A1","ENSG00000112294"
"gene_symbol20023","FAM122C",159091,"PABIR3","ENSG00000156500"
"gene_symbol20024","CERK",64781,"CERK","ENSG00000100422"
"gene_symbol20025","PON2",5445,"PON2","ENSG00000105854"
"gene_symbol20026","NAA25",80018,"NAA25","ENSG00000111300"
"gene_symbol20027","FCGR3B",2215,"FCGR3B","ENSG00000162747"
"gene_symbol20028","AC026391.1",105378318,"LOC105378318","ENSG00000235140"
"gene_symbol20029","FLNB",2317,"FLNB","ENSG00000136068"
"gene_symbol20030","ZNF385A",25946,"ZNF385A","ENSG00000161642"
"gene_symbol20031","ASH2L",9070,"ASH2L","ENSG00000129691"
"gene_symbol20032","CXCL17",284340,"CXCL17","ENSG00000189377"
"gene_symbol20033","CALHM1",255022,"CALHM1","ENSG00000185933"
"gene_symbol20034","C5orf51",285636,"RIMOC1","ENSG00000205765"
"gene_symbol20035","COX6C",1345,"COX6C","ENSG00000164919"
"gene_symbol20036","ANKRD52",283373,"ANKRD52","ENSG00000139645"
"gene_symbol20037","GPC6-AS1",100873972,"GPC6-AS1","ENSG00000236520"
"gene_symbol20038","AKAP8",10270,"AKAP8","ENSG00000105127"
"gene_symbol20039","LINC02202",101927740,"LINC02202","ENSG00000245812"
"gene_symbol20040","LMO7DN-IT1",104326189,"LMO7DN-IT1","ENSG00000223458"
"gene_symbol20041","DKC1",1736,"DKC1","ENSG00000130826"
"gene_symbol20042","TIGD5",84948,"TIGD5","ENSG00000179886"
"gene_symbol20043","GPR17",2840,"GPR17","ENSG00000144230"
"gene_symbol20044","ZNF780A",284323,"ZNF780A","ENSG00000197782"
"gene_symbol20045","KRTAP1-3",81850,"KRTAP1-3","ENSG00000221880"
"gene_symbol20046","TMEM30A",55754,"TMEM30A","ENSG00000112697"
"gene_symbol20047","LINC01669",102724354,"LOC102724354","ENSG00000280191"
"gene_symbol20048","CYP4Z2P",163720,"CYP4Z2P","ENSG00000154198"
"gene_symbol20049","MIR452",574412,"MIR452","ENSG00000283751"
"gene_symbol20050","SLC36A2",153201,"SLC36A2","ENSG00000186335"
"gene_symbol20051","CSKMT",751071,"CSKMT","ENSG00000214756"
"gene_symbol20052","PRSS54",221191,"PRSS54","ENSG00000103023"
"gene_symbol20053","NLE1",54475,"NLE1","ENSG00000073536"
"gene_symbol20054","PCSK5",5125,"PCSK5","ENSG00000099139"
"gene_symbol20055","SH3PXD2B",285590,"SH3PXD2B","ENSG00000174705"
