"","orig_GS","old_entrez_id","en2gs_GS","ens_id"
"gene_symbol390","GULP1",51454,"GULP1","ENSG00000144366"
"gene_symbol391","FCRL1",115350,"FCRL1","ENSG00000163534"
"gene_symbol392","CLEC19A",728276,"CLEC19A","ENSG00000261210"
"gene_symbol393","LINC01845",285627,"LINC01845","ENSG00000253298"
"gene_symbol394","TCIM",56892,"TCIM","ENSG00000176907"
"gene_symbol395","MBD3",53615,"MBD3","ENSG00000071655"
"gene_symbol396","AC013470.2",102725191,"LOC102725191","ENSG00000226690"
"gene_symbol397","NOL6",65083,"NOL6","ENSG00000165271"
"gene_symbol398","AC046168.1",101929457,"LOC101929457","ENSG00000259362"
"gene_symbol399","MGAT2",4247,"MGAT2","ENSG00000168282"
"gene_symbol400","PFAS",5198,"PFAS","ENSG00000178921"
"gene_symbol401","FAM30A",9834,"FAM30A","ENSG00000226777"
"gene_symbol402","TULP1",7287,"TULP1","ENSG00000112041"
"gene_symbol403","FOXS1",2307,"FOXS1","ENSG00000179772"
"gene_symbol404","LINC00375",104355140,"LINC00375","ENSG00000226370"
"gene_symbol405","OR13D1",286365,"OR13D1","ENSG00000179055"
"gene_symbol406","DYNAP",284254,"DYNAP","ENSG00000178690"
"gene_symbol407","SCPEP1",59342,"SCPEP1","ENSG00000121064"
"gene_symbol408","IFI30",10437,"IFI30","ENSG00000216490"
"gene_symbol409","HNF4A",3172,"HNF4A","ENSG00000101076"
"gene_symbol410","DEFB106A",245909,"DEFB106A","ENSG00000186579"
"gene_symbol411","ANKK1",255239,"ANKK1","ENSG00000170209"
"gene_symbol412","NRIP3",56675,"NRIP3","ENSG00000175352"
"gene_symbol413","LINC01391",103344930,"LINC01391","ENSG00000244578"
"gene_symbol414","IFIT5",24138,"IFIT5","ENSG00000152778"
"gene_symbol415","GYPA",2993,"GYPA","ENSG00000170180"
"gene_symbol416","OST4",100128731,"OST4","ENSG00000228474"
"gene_symbol417","TERB1",283847,"TERB1","ENSG00000249961"
"gene_symbol418","SP2",6668,"SP2","ENSG00000167182"
"gene_symbol419","B3GNTL1",146712,"B3GNTL1","ENSG00000175711"
"gene_symbol420","DIPK1C",125704,"DIPK1C","ENSG00000187773"
"gene_symbol421","POLR2J4",84820,"POLR2J4","ENSG00000214783"
"gene_symbol422","PNRC2",55629,"PNRC2","ENSG00000189266"
"gene_symbol423","SPRING1",79794,"SPRING1","ENSG00000111412"
"gene_symbol424","PLGLB2",5342,"PLGLB2","ENSG00000125551"
"gene_symbol425","MTRNR2L3",100462983,"MTRNR2L3","ENSG00000256222"
"gene_symbol426","FAM189A2",9413,"FAM189A2","ENSG00000135063"
"gene_symbol427","LDHB",3945,"LDHB","ENSG00000111716"
"gene_symbol428","RPL7L1",285855,"RPL7L1","ENSG00000146223"
"gene_symbol429","TRAPPC5",126003,"TRAPPC5","ENSG00000181029"
"gene_symbol430","LAMC1-AS1",110841583,"LAMC1-AS1","ENSG00000224468"
"gene_symbol431","RCBTB1",55213,"RCBTB1","ENSG00000136144"
"gene_symbol432","NPIPB4",440345,"NPIPB4","ENSG00000185864"
"gene_symbol433","LTA4H",4048,"LTA4H","ENSG00000111144"
"gene_symbol434","TXNIP",10628,"TXNIP","ENSG00000265972"
"gene_symbol435","RFPL4B",442247,"RFPL4B","ENSG00000251258"
"gene_symbol436","MIR1281",100302237,"MIR1281","ENSG00000284015"
"gene_symbol437","TRPM6",140803,"TRPM6","ENSG00000119121"
"gene_symbol438","LINC02251",105371008,"LINC02251","ENSG00000258483"
"gene_symbol439","EFNA1",1942,"EFNA1","ENSG00000169242"
"gene_symbol440","SLC7A6OS",84138,"SLC7A6OS","ENSG00000103061"
"gene_symbol441","PCDHAC1",56135,"PCDHAC1","ENSG00000248383"
"gene_symbol442","SMIM3",85027,"SMIM3","ENSG00000256235"
"gene_symbol443","EHD1",10938,"EHD1","ENSG00000110047"
"gene_symbol444","LINC00485",283432,"LINC00485","ENSG00000258169"
"gene_symbol445","APCDD1L-DT",149773,"APCDD1L-DT","ENSG00000231290"
"gene_symbol446","AC022217.2",101928093,"LOC101928093","ENSG00000253295"
"gene_symbol447","GIPC2",54810,"GIPC2","ENSG00000137960"
"gene_symbol448","ERICH3-AS1",101927320,"ERICH3-AS1","ENSG00000234497"
"gene_symbol449","MIR4507",100616135,"MIR4507","ENSG00000264024"
"gene_symbol450","CPNE8",144402,"CPNE8","ENSG00000139117"
"gene_symbol451","MIR6506",102465252,"MIR6506","ENSG00000284184"
"gene_symbol452","KCNIP1",30820,"KCNIP1","ENSG00000182132"
"gene_symbol453","SERPINC1",462,"SERPINC1","ENSG00000117601"
"gene_symbol454","SNHG28",284677,"SNHG28","ENSG00000188004"
"gene_symbol455","CCR10",2826,"CCR10","ENSG00000184451"
"gene_symbol456","MIR3191",100422832,"MIR3191","ENSG00000284411"
"gene_symbol457","DYNLT3",6990,"DYNLT3","ENSG00000165169"
"gene_symbol458","C15orf65",145788,"PIERCE2","ENSG00000261652"
"gene_symbol459","OSGEP",55644,"OSGEP","ENSG00000092094"
"gene_symbol460","ZNF334",55713,"ZNF334","ENSG00000198185"
"gene_symbol461","SHFL",55337,"SHFL","ENSG00000130813"
"gene_symbol462","MMP23B",8510,"MMP23B","ENSG00000189409"
"gene_symbol463","KIAA0825",285600,"KIAA0825","ENSG00000185261"
"gene_symbol464","LINC01304",100505964,"LINC01304","ENSG00000237401"
"gene_symbol465","SNORD65C",109616981,"SNORD65C","ENSG00000212264"
"gene_symbol466","OR4F13P",390651,"OR4F13P","ENSG00000214344"
"gene_symbol467","TMEM254",80195,"TMEM254","ENSG00000133678"
"gene_symbol468","SART3",9733,"SART3","ENSG00000075856"
"gene_symbol469","ZNF787",126208,"ZNF787","ENSG00000142409"
"gene_symbol470","KLB",152831,"KLB","ENSG00000134962"
"gene_symbol471","CDC42EP4",23580,"CDC42EP4","ENSG00000179604"
"gene_symbol472","RRAS",6237,"RRAS","ENSG00000126458"
"gene_symbol473","MIR6510",102466658,"MIR6510","ENSG00000283796"
"gene_symbol474","MPND",84954,"MPND","ENSG00000008382"
"gene_symbol475","TMEM72",643236,"TMEM72","ENSG00000187783"
"gene_symbol476","PPM1K",152926,"PPM1K","ENSG00000163644"
"gene_symbol477","ERFL",390937,"ERFL","ENSG00000268041"
"gene_symbol478","TDP2",51567,"TDP2","ENSG00000111802"
"gene_symbol479","AC090001.1",105369921,"SNRPF-DT","ENSG00000258343"
"gene_symbol480","IYD",389434,"IYD","ENSG00000009765"
"gene_symbol481","RIMS2",9699,"RIMS2","ENSG00000176406"
"gene_symbol482","EIF1B-AS1",440952,"EIF1B-AS1","ENSG00000280739"
"gene_symbol483","TXLNGY",246126,"TXLNGY","ENSG00000131002"
"gene_symbol484","SPG21",51324,"SPG21","ENSG00000090487"
"gene_symbol485","MIR8089",102465882,"MIR8089","ENSG00000277912"
"gene_symbol486","HTR1B",3351,"HTR1B","ENSG00000135312"
"gene_symbol487","MIR6068",102464823,"MIR6068","ENSG00000275836"
"gene_symbol488","CARF",79800,"CARF","ENSG00000138380"
"gene_symbol489","SLC2A12",154091,"SLC2A12","ENSG00000146411"
"gene_symbol490","TP53TG5",27296,"TP53TG5","ENSG00000124251"
"gene_symbol491","LINC02828",105374978,"LINC02828","ENSG00000224164"
"gene_symbol492","TRIM11",81559,"TRIM11","ENSG00000154370"
"gene_symbol493","MIR1182",100302132,"MIR1182","ENSG00000283799"
"gene_symbol494","CTDP1",9150,"CTDP1","ENSG00000060069"
"gene_symbol495","ANKRD16",54522,"ANKRD16","ENSG00000134461"
"gene_symbol496","ZNF112",7771,"ZNF112","ENSG00000062370"
"gene_symbol497","MMP20",9313,"MMP20","ENSG00000137674"
"gene_symbol498","MSX1",4487,"MSX1","ENSG00000163132"
"gene_symbol499","WDTC1",23038,"WDTC1","ENSG00000142784"
"gene_symbol500","CASC18",101929110,"CASC18","ENSG00000257859"
"gene_symbol501","ENDOU",8909,"ENDOU","ENSG00000111405"
"gene_symbol502","BPIFA1",51297,"BPIFA1","ENSG00000198183"
"gene_symbol503","PCDHB3",56132,"PCDHB3","ENSG00000113205"
"gene_symbol504","CD58",965,"CD58","ENSG00000116815"
"gene_symbol505","ZNF559-ZNF177",100529215,"ZNF559-ZNF177","ENSG00000270011"
"gene_symbol506","PLAC9P1",389033,"PLAC9P1","ENSG00000214100"
"gene_symbol507","PPP2R2D",55844,"PPP2R2D","ENSG00000175470"
"gene_symbol508","HID1",283987,"HID1","ENSG00000167861"
"gene_symbol509","SNORA7A",619563,"SNORA7A","ENSG00000207496"
"gene_symbol510","YKT6",10652,"YKT6","ENSG00000106636"
"gene_symbol511","FRAS1",80144,"FRAS1","ENSG00000138759"
"gene_symbol512","CES1",1066,"CES1","ENSG00000198848"
"gene_symbol513","PPP1R17",10842,"PPP1R17","ENSG00000106341"
"gene_symbol514","PURG",29942,"PURG","ENSG00000172733"
"gene_symbol515","ZNF250",58500,"ZNF250","ENSG00000196150"
"gene_symbol516","TMEM208",29100,"TMEM208","ENSG00000168701"
"gene_symbol517","ARHGAP1",392,"ARHGAP1","ENSG00000175220"
"gene_symbol518","DGAT2",84649,"DGAT2","ENSG00000062282"
"gene_symbol519","KEL",3792,"KEL","ENSG00000197993"
"gene_symbol520","MED15P9",285103,"MED15P9","ENSG00000223760"
"gene_symbol521","RCN1",5954,"RCN1","ENSG00000049449"
"gene_symbol522","SHANK2",22941,"SHANK2","ENSG00000162105"
"gene_symbol523","GNRHR",2798,"GNRHR","ENSG00000109163"
"gene_symbol524","SIRPD",128646,"SIRPD","ENSG00000125900"
"gene_symbol525","DNAJC2",27000,"DNAJC2","ENSG00000105821"
"gene_symbol526","PNN",5411,"PNN","ENSG00000100941"
"gene_symbol527","IL9",3578,"IL9","ENSG00000145839"
"gene_symbol528","LINC01416",101927273,"LINC01416","ENSG00000260930"
"gene_symbol529","MIR6859-4",103504738,"MIR6859-4","ENSG00000278739"
"gene_symbol530","DEFB114",245928,"DEFB114","ENSG00000177684"
"gene_symbol531","FMNL1",752,"FMNL1","ENSG00000184922"
"gene_symbol532","H2AC14",8331,"H2AC14","ENSG00000276368"
"gene_symbol533","CD300LF",146722,"CD300LF","ENSG00000186074"
"gene_symbol534","WNT9B",7484,"WNT9B","ENSG00000158955"
"gene_symbol535","AQP5",362,"AQP5","ENSG00000161798"
"gene_symbol536","HAMP",57817,"HAMP","ENSG00000105697"
"gene_symbol537","AGTR1",185,"AGTR1","ENSG00000144891"
"gene_symbol538","DANCR",57291,"DANCR","ENSG00000226950"
"gene_symbol539","MIR3929",100500864,"MIR3929","ENSG00000265641"
"gene_symbol540","PACC1",55248,"PACC1","ENSG00000065600"
"gene_symbol541","ADGRF3",165082,"ADGRF3","ENSG00000173567"
"gene_symbol542","NRP2",8828,"NRP2","ENSG00000118257"
"gene_symbol543","CENPP",401541,"CENPP","ENSG00000188312"
"gene_symbol544","PAGE1",8712,"PAGE1","ENSG00000068985"
"gene_symbol545","RGL3",57139,"RGL3","ENSG00000205517"
"gene_symbol546","JMJD6",23210,"JMJD6","ENSG00000070495"
"gene_symbol547","SIK1B",102724428,"LOC102724428","ENSG00000275993"
"gene_symbol548","AL022069.3",100289495,"LOC100289495","ENSG00000286760"
"gene_symbol549","TBC1D14",57533,"TBC1D14","ENSG00000132405"
"gene_symbol550","MORN2",729967,"MORN2","ENSG00000188010"
"gene_symbol551","CEP164",22897,"CEP164","ENSG00000110274"
"gene_symbol552","MAP3K11",4296,"MAP3K11","ENSG00000173327"
"gene_symbol553","SPPL2B",56928,"SPPL2B","ENSG00000005206"
"gene_symbol554","MIR139",406931,"MIR139","ENSG00000272036"
"gene_symbol555","LINC01568",100506172,"LINC01568","ENSG00000258779"
"gene_symbol556","AL031656.1",101927159,"LOC101927159","ENSG00000229042"
"gene_symbol557","ZNF560",147741,"ZNF560","ENSG00000198028"
"gene_symbol558","ZSCAN22",342945,"ZSCAN22","ENSG00000182318"
"gene_symbol559","PLP1",5354,"PLP1","ENSG00000123560"
"gene_symbol560","CRYBB1",1414,"CRYBB1","ENSG00000100122"
"gene_symbol561","ZFP90",146198,"ZFP90","ENSG00000184939"
"gene_symbol562","BDNF-AS",497258,"BDNF-AS","ENSG00000245573"
"gene_symbol563","ZBTB32",27033,"ZBTB32","ENSG00000011590"
"gene_symbol564","FRRS1",391059,"FRRS1","ENSG00000156869"
"gene_symbol565","CYB561",1534,"CYB561","ENSG00000008283"
"gene_symbol566","SZRD1",26099,"SZRD1","ENSG00000055070"
"gene_symbol567","PHGDH",26227,"PHGDH","ENSG00000092621"
"gene_symbol568","MIR2114",100313839,"MIR2114","ENSG00000252454"
"gene_symbol569","TINAGL1",64129,"TINAGL1","ENSG00000142910"
"gene_symbol570","MAP2K2",5605,"MAP2K2","ENSG00000126934"
"gene_symbol571","GALNT10",55568,"GALNT10","ENSG00000164574"
"gene_symbol572","TJP3",27134,"TJP3","ENSG00000105289"
"gene_symbol573","FLOT1",10211,"FLOT1","ENSG00000137312"
"gene_symbol574","FAM174C",55009,"FAM174C","ENSG00000228300"
"gene_symbol575","CASP9",842,"CASP9","ENSG00000132906"
"gene_symbol576","SNORD112",692215,"SNORD112","ENSG00000275662"
"gene_symbol577","ZNF749",388567,"ZNF749","ENSG00000186230"
"gene_symbol578","KCMF1",56888,"KCMF1","ENSG00000176407"
"gene_symbol579","SCGN",10590,"SCGN","ENSG00000079689"
"gene_symbol580","MIR2053",100302225,"MIR2053","ENSG00000238399"
"gene_symbol581","MIR631",693216,"MIR631","ENSG00000284343"
"gene_symbol582","UGP2",7360,"UGP2","ENSG00000169764"
"gene_symbol583","LINC00523",283601,"LINC00523","ENSG00000196273"
"gene_symbol584","SASH1",23328,"SASH1","ENSG00000111961"
"gene_symbol585","ZBTB45",84878,"ZBTB45","ENSG00000119574"
"gene_symbol586","AC016868.1",105379391,"LOC105379391","ENSG00000253396"
"gene_symbol587","SDCCAG8",10806,"SDCCAG8","ENSG00000054282"
"gene_symbol588","TCF12",6938,"TCF12","ENSG00000140262"
"gene_symbol589","MMP2",4313,"MMP2","ENSG00000087245"
"gene_symbol590","ATP10D",57205,"ATP10D","ENSG00000145246"
"gene_symbol591","GPANK1",7918,"GPANK1","ENSG00000204438"
"gene_symbol592","MIR939",100126351,"MIR939","ENSG00000284310"
"gene_symbol593","TMEM200B",399474,"TMEM200B","ENSG00000253304"
"gene_symbol594","FRMD4B",23150,"FRMD4B","ENSG00000114541"
"gene_symbol595","SPRED2",200734,"SPRED2","ENSG00000198369"
"gene_symbol596","KRTAP10-1",386677,"KRTAP10-1","ENSG00000215455"
"gene_symbol597","MED20",9477,"MED20","ENSG00000124641"
"gene_symbol598","LINC01968",100507391,"LINC01968","ENSG00000237222"
"gene_symbol599","METAP1",23173,"METAP1","ENSG00000164024"
"gene_symbol600","CYP4F30P",100132708,"CYP4F30P","ENSG00000214081"
"gene_symbol601","S100A16",140576,"S100A16","ENSG00000188643"
"gene_symbol602","AC022469.1",105370586,"LOC105370586","ENSG00000258419"
"gene_symbol603","USP17L18",100287364,"USP17L18","ENSG00000250844"
"gene_symbol604","HSF5",124535,"HSF5","ENSG00000176160"
"gene_symbol605","VPS37A",137492,"VPS37A","ENSG00000155975"
"gene_symbol606","MIR7161",102465694,"MIR7161","ENSG00000278571"
"gene_symbol607","MIR1208",100302281,"MIR1208","ENSG00000221261"
"gene_symbol608","FAM3A",60343,"FAM3A","ENSG00000071889"
"gene_symbol609","ZW10",9183,"ZW10","ENSG00000086827"
"gene_symbol610","OXA1L",5018,"OXA1L","ENSG00000155463"
"gene_symbol611","MAGIX",79917,"MAGIX","ENSG00000269313"
"gene_symbol612","SNORA66",26782,"SNORA66","ENSG00000207523"
"gene_symbol613","SEZ6L2",26470,"SEZ6L2","ENSG00000174938"
"gene_symbol614","PDZD2",23037,"PDZD2","ENSG00000133401"
"gene_symbol615","TRIR",79002,"TRIR","ENSG00000123144"
"gene_symbol616","PPIAL4H",105371242,"PPIAL4H","ENSG00000270339"
"gene_symbol617","TIGD1",200765,"TIGD1","ENSG00000221944"
"gene_symbol618","RNF113A",7737,"RNF113A","ENSG00000125352"
"gene_symbol619","MIR4521",100616406,"MIR4521","ENSG00000283160"
"gene_symbol620","IRF3",3661,"IRF3","ENSG00000126456"
"gene_symbol621","ATP6V0D2",245972,"ATP6V0D2","ENSG00000147614"
"gene_symbol622","DUXB",100033411,"DUXB","ENSG00000282757"
"gene_symbol623","MEI4",101928601,"MEI4","ENSG00000269964"
"gene_symbol624","ZNF683",257101,"ZNF683","ENSG00000176083"
"gene_symbol625","PAPSS2",9060,"PAPSS2","ENSG00000198682"
"gene_symbol626","PTPRF",5792,"PTPRF","ENSG00000142949"
"gene_symbol627","NEURL1B",54492,"NEURL1B","ENSG00000214357"
"gene_symbol628","KLHL23",151230,"KLHL23","ENSG00000213160"
"gene_symbol629","IL1RL2",8808,"IL1RL2","ENSG00000115598"
"gene_symbol630","OR1J4",26219,"OR1J4","ENSG00000239590"
"gene_symbol631","DCAF13",25879,"DCAF13","ENSG00000164934"
"gene_symbol632","SCARNA15",677778,"SCARNA15","ENSG00000277864"
"gene_symbol633","PPA2",27068,"PPA2","ENSG00000138777"
"gene_symbol634","GSN-AS1",57000,"GSN-AS1","ENSG00000235865"
"gene_symbol635","TMEM271",112441426,"TMEM271","ENSG00000273238"
"gene_symbol636","BTBD8",284697,"BTBD8","ENSG00000189195"
"gene_symbol637","SNORA14B",677802,"SNORA14B","ENSG00000207181"
"gene_symbol638","C1orf43",25912,"C1orf43","ENSG00000143612"
"gene_symbol639","AC026746.1",101928651,"LOC101928651","ENSG00000248529"
"gene_symbol640","MRGPRX1",259249,"MRGPRX1","ENSG00000170255"
"gene_symbol641","RASGRF1",5923,"RASGRF1","ENSG00000058335"
"gene_symbol642","L2HGDH",79944,"L2HGDH","ENSG00000087299"
"gene_symbol643","SLC3A2",6520,"SLC3A2","ENSG00000168003"
"gene_symbol644","KCNIP1-OT1",101928033,"KCNIP1-OT1","ENSG00000253647"
"gene_symbol645","AC005622.1",105372412,"LOC105372412","ENSG00000283525"
"gene_symbol646","MIR4500HG",642345,"MIR4500HG","ENSG00000228824"
"gene_symbol647","N4BP2",55728,"N4BP2","ENSG00000078177"
"gene_symbol648","MIR6130",102466967,"MIR6130","ENSG00000275469"
"gene_symbol649","GALNT17",64409,"GALNT17","ENSG00000185274"
"gene_symbol650","LINC01460",100129995,"LINC01460","ENSG00000205334"
"gene_symbol651","AP000866.1",100507283,"MSANTD2-AS1","ENSG00000245498"
"gene_symbol652","USP18",11274,"USP18","ENSG00000184979"
"gene_symbol653","KANK1",23189,"KANK1","ENSG00000107104"
"gene_symbol654","FYN",2534,"FYN","ENSG00000010810"
"gene_symbol655","MADCAM1",8174,"MADCAM1","ENSG00000099866"
"gene_symbol656","RNGTT",8732,"RNGTT","ENSG00000111880"
"gene_symbol657","TOM1L2",146691,"TOM1L2","ENSG00000175662"
"gene_symbol658","PDCL",5082,"PDCL","ENSG00000136940"
"gene_symbol659","MIR7844",102465834,"MIR7844","ENSG00000283818"
"gene_symbol660","HPS1",3257,"HPS1","ENSG00000107521"
"gene_symbol661","DHX30",22907,"DHX30","ENSG00000132153"
"gene_symbol662","TIMM23",100287932,"TIMM23","ENSG00000265354"
"gene_symbol663","MMP19",4327,"MMP19","ENSG00000123342"
"gene_symbol664","OR12D2",26529,"OR12D2","ENSG00000280236"
"gene_symbol665","ACADM",34,"ACADM","ENSG00000117054"
"gene_symbol666","EDRF1-DT",399821,"EDRF1-DT","ENSG00000224023"
"gene_symbol667","RNF220",55182,"RNF220","ENSG00000187147"
"gene_symbol668","LINC01572",101927957,"LINC01572","ENSG00000261008"
"gene_symbol669","MAN1A2",10905,"MAN1A2","ENSG00000198162"
"gene_symbol670","ACTG1P25",148709,"ACTG1P25","ENSG00000234996"
"gene_symbol671","SMCR5",140771,"SMCR5","ENSG00000226746"
"gene_symbol672","UBE2F",140739,"UBE2F","ENSG00000184182"
"gene_symbol673","RAB20",55647,"RAB20","ENSG00000139832"
"gene_symbol674","ARL13B",200894,"ARL13B","ENSG00000169379"
"gene_symbol675","MMP9",4318,"MMP9","ENSG00000100985"
"gene_symbol676","ZNF879",345462,"ZNF879","ENSG00000234284"
"gene_symbol677","KCNMB2",10242,"KCNMB2","ENSG00000197584"
"gene_symbol678","PHRF1",57661,"PHRF1","ENSG00000070047"
"gene_symbol679","ADCK1",57143,"ADCK1","ENSG00000063761"
"gene_symbol680","GPD2",2820,"GPD2","ENSG00000115159"
"gene_symbol681","MIR1276",100302121,"MIR1276","ENSG00000221634"
"gene_symbol682","CCDC69",26112,"CCDC69","ENSG00000198624"
"gene_symbol683","CAPN9",10753,"CAPN9","ENSG00000135773"
"gene_symbol684","ICE1",23379,"ICE1","ENSG00000164151"
"gene_symbol685","OAS1",4938,"OAS1","ENSG00000089127"
"gene_symbol686","RNPC3",55599,"RNPC3","ENSG00000185946"
"gene_symbol687","MIR3200",100422912,"MIR3200","ENSG00000264661"
"gene_symbol688","HMHB1",57824,"HMHB1","ENSG00000158497"
"gene_symbol689","FAM131A",131408,"FAM131A","ENSG00000175182"
"gene_symbol690","HIPK1",204851,"HIPK1","ENSG00000163349"
"gene_symbol691","TMCO3",55002,"TMCO3","ENSG00000150403"
"gene_symbol692","CLDN14",23562,"CLDN14","ENSG00000159261"
"gene_symbol693","NKX3-2",579,"NKX3-2","ENSG00000109705"
"gene_symbol694","DIPK2B",79742,"DIPK2B","ENSG00000147113"
"gene_symbol695","SLC16A3",9123,"SLC16A3","ENSG00000141526"
"gene_symbol696","AL807761.4",340512,"LOC340512","ENSG00000230782"
"gene_symbol697","BX322639.1",441666,"LOC441666","ENSG00000215146"
"gene_symbol698","GTF2IRD2",84163,"GTF2IRD2","ENSG00000196275"
"gene_symbol699","RRH",10692,"RRH","ENSG00000180245"
"gene_symbol700","MIR3201",100422916,"MIR3201","ENSG00000266508"
"gene_symbol701","LINC02217",101929544,"LINC02217","ENSG00000248455"
"gene_symbol702","API5",8539,"API5","ENSG00000166181"
"gene_symbol703","TPH2",121278,"TPH2","ENSG00000139287"
"gene_symbol704","WAC",51322,"WAC","ENSG00000095787"
"gene_symbol705","KIF24",347240,"KIF24","ENSG00000186638"
"gene_symbol706","KLHL18",23276,"KLHL18","ENSG00000114648"
"gene_symbol707","ADM5",199800,"ADM5","ENSG00000224420"
"gene_symbol708","ZNF696",79943,"ZNF696","ENSG00000185730"
"gene_symbol709","DSG4",147409,"DSG4","ENSG00000175065"
"gene_symbol710","LONP1",9361,"LONP1","ENSG00000196365"
"gene_symbol711","CNTN3",5067,"CNTN3","ENSG00000113805"
"gene_symbol712","OR1S2",219958,"OR1S2","ENSG00000197887"
"gene_symbol713","RNA5S14",100169765,"RNA5S14","ENSG00000201355"
"gene_symbol714","OR2M2",391194,"OR2M2","ENSG00000198601"
"gene_symbol715","FAAP20",199990,"FAAP20","ENSG00000162585"
"gene_symbol716","CILP2",148113,"CILP2","ENSG00000160161"
"gene_symbol717","MS4A3",932,"MS4A3","ENSG00000149516"
"gene_symbol718","ZNF140",7699,"ZNF140","ENSG00000196387"
"gene_symbol719","SLX1B-SULT1A4",100526831,"SLX1B-SULT1A4","ENSG00000260280"
"gene_symbol720","PGAM4",441531,"PGAM4","ENSG00000226784"
"gene_symbol721","ZFP69",339559,"ZFP69","ENSG00000187815"
"gene_symbol722","SRM",6723,"SRM","ENSG00000116649"
"gene_symbol723","MIR6782",102465469,"MIR6782","ENSG00000275107"
"gene_symbol724","PTP4A3",11156,"PTP4A3","ENSG00000184489"
"gene_symbol725","INSM2",84684,"INSM2","ENSG00000168348"
"gene_symbol726","RAD21L1",642636,"RAD21L1","ENSG00000244588"
"gene_symbol727","BTNL2",56244,"BTNL2","ENSG00000204290"
"gene_symbol728","ZNF675",171392,"ZNF675","ENSG00000197372"
"gene_symbol729","SAP30-DT",105377540,"SAP30-DT","ENSG00000272870"
"gene_symbol730","FCGR3A",2214,"FCGR3A","ENSG00000203747"
"gene_symbol731","SPANXC",64663,"SPANXC","ENSG00000198573"
"gene_symbol732","MFSD10",10227,"MFSD10","ENSG00000109736"
"gene_symbol733","AP1M2",10053,"AP1M2","ENSG00000129354"
"gene_symbol734","MAFB",9935,"MAFB","ENSG00000204103"
"gene_symbol735","AL161630.1",101928797,"LOC101928797","ENSG00000233569"
"gene_symbol736","LINC01197",400456,"LETR1","ENSG00000248441"
"gene_symbol737","AC008969.1",100128398,"LOC100128398","ENSG00000176593"
"gene_symbol738","LINC01634",100192420,"LINC01634","ENSG00000235295"
"gene_symbol739","MFSD14C",84278,"MFSD14C","ENSG00000196312"
"gene_symbol740","RXYLT1",10329,"RXYLT1","ENSG00000118600"
"gene_symbol741","SLC22A25",387601,"SLC22A25","ENSG00000196600"
"gene_symbol742","MIR210",406992,"MIR210","ENSG00000199038"
"gene_symbol743","DTD1",92675,"DTD1","ENSG00000125821"
"gene_symbol744","PRTN3",5657,"PRTN3","ENSG00000196415"
"gene_symbol745","MIA",8190,"MIA","ENSG00000261857"
"gene_symbol746","SUMO1",7341,"SUMO1","ENSG00000116030"
"gene_symbol747","AC009060.1",400541,"LOC400541","ENSG00000247228"
"gene_symbol748","LINC01535",101927667,"LINC01535","ENSG00000226686"
"gene_symbol749","FKBPL",63943,"FKBPL","ENSG00000204315"
"gene_symbol750","SDC2",6383,"SDC2","ENSG00000169439"
"gene_symbol751","CACNA1S",779,"CACNA1S","ENSG00000081248"
"gene_symbol752","TUBB3",10381,"TUBB3","ENSG00000258947"
"gene_symbol753","RCVRN",5957,"RCVRN","ENSG00000109047"
"gene_symbol754","LRSAM1",90678,"LRSAM1","ENSG00000148356"
"gene_symbol755","MS4A2",2206,"MS4A2","ENSG00000149534"
