"","orig_GS","new_entrenz_id","new_GS","ens_id"
"gene474","PTPRU","10076","PTPRU","ENSG00000060656"
"gene475","LOC101928460","","",""
"gene476","MATN1-AS1","100129196","MATN1-AS1","ENSG00000186056"
"gene477","MIR4420","100616164","MIR4420","ENSG00000264773"
"gene478","SDC3","9672","SDC3","ENSG00000162512"
"gene479","PUM1","9698","PUM1","ENSG00000134644"
"gene480","NKAIN1","79570","NKAIN1","ENSG00000084628"
"gene481","ZCCHC17","51538","ZCCHC17","ENSG00000121766"
"gene482","SNRNP40","9410","SNRNP40","ENSG00000060688"
"gene483","FABP3","2170","FABP3","ENSG00000121769"
"gene484","SERINC2","347735","SERINC2","ENSG00000168528"
"gene485","SERINC2","347735","SERINC2","ENSG00000168528"
"gene486","TINAGL1","64129","TINAGL1","ENSG00000142910"
"gene487","HCRTR1","3061","HCRTR1","ENSG00000121764"
"gene488","PEF1","553115","PEF1","ENSG00000162517"
"gene489","PEF1","553115","PEF1","ENSG00000162517"
"gene490","COL16A1","1307","COL16A1","ENSG00000084636"
"gene491","ADGRB2","576","ADGRB2","ENSG00000121753"
"gene492","SPOCD1","90853","SPOCD1","ENSG00000134668"
"gene493","PTP4A2","8073","PTP4A2","ENSG00000184007"
"gene494","TMEM39B","55116","TMEM39B","ENSG00000121775"
"gene495","KPNA6","23633","KPNA6","ENSG00000025800"
"gene496","TXLNA","200081","TXLNA","ENSG00000084652"
"gene497","CCDC28B","79140","CCDC28B","ENSG00000160050"
"gene498","IQCC","55721","IQCC","ENSG00000160051"
"gene499","TMEM234","56063","TMEM234","ENSG00000160055"
"gene500","LCK","3932","LCK","ENSG00000182866"
"gene501","HDAC1","3065","HDAC1","ENSG00000116478"
"gene502","MARCKSL1","65108","MARCKSL1","ENSG00000175130"
"gene503","TSSK3","81629","TSSK3","ENSG00000162526"
"gene504","FAM229A","100128071","FAM229A","ENSG00000225828"
"gene505","BSDC1","55108","BSDC1","ENSG00000160058"
"gene506","ZBTB8B","728116","ZBTB8B","ENSG00000273274"
"gene507","RBBP4","5928","RBBP4","ENSG00000162521"
"gene508","RBBP4","5928","RBBP4","ENSG00000162521"
"gene509","ZBTB8OS","339487","ZBTB8OS","ENSG00000176261"
"gene510","SYNC","81493","SYNC","ENSG00000162520"
"gene511","KIAA1522","57648","KIAA1522","ENSG00000162522"
"gene512","S100PBP","64766","S100PBP","ENSG00000116497"
"gene513","S100PBP","64766","S100PBP","ENSG00000116497"
"gene514","YARS","8565","YARS1","ENSG00000134684"
"gene515","FNDC5","252995","FNDC5","ENSG00000160097"
"gene516","FNDC5","252995","FNDC5","ENSG00000160097"
"gene517","HPCA","3208","HPCA","ENSG00000121905"
"gene518","TMEM54","113452","TMEM54","ENSG00000121900"
"gene519","RNF19B","127544","RNF19B","ENSG00000116514"
"gene520","AZIN2","113451","AZIN2","ENSG00000142920"
"gene521","AZIN2","113451","AZIN2","ENSG00000142920"
"gene522","AZIN2","113451","AZIN2","ENSG00000142920"
"gene523","TRIM62","55223","TRIM62","ENSG00000116525"
"gene524","ZNF362","149076","ZNF362","ENSG00000160094"
"gene525","LOC101929464","","",""
"gene526","PHC2","1912","PHC2","ENSG00000134686"
"gene527","ZSCAN20","7579","ZSCAN20","ENSG00000121903"
"gene528","CSMD2","114784","CSMD2","ENSG00000121904"
"gene529","CSMD2","114784","CSMD2","ENSG00000121904"
"gene530","C1orf94","84970","C1orf94","ENSG00000142698"
"gene531","C1orf94","84970","C1orf94","ENSG00000142698"
"gene532","GJB4","127534","GJB4","ENSG00000189433"
"gene533","GJB3","2707","GJB3","ENSG00000188910"
"gene534","GJB3","2707","GJB3","ENSG00000188910"
"gene535","GJA4","2701","GJA4","ENSG00000187513"
"gene536","SMIM12","113444","SMIM12","ENSG00000163866"
"gene537","SMIM12","113444","SMIM12","ENSG00000163866"
"gene538","SMIM12","113444","SMIM12","ENSG00000163866"
"gene539","DLGAP3","58512","DLGAP3","ENSG00000116544"
"gene540","TMEM35B","100506144","TMEM35B","ENSG00000243749"
"gene541","ZMYM6","9204","ZMYM6","ENSG00000163867"
"gene542","ZMYM4","9202","ZMYM4","ENSG00000146463"
"gene543","NCDN","23154","NCDN","ENSG00000020129"
"gene544","KIAA0319L","79932","KIAA0319L","ENSG00000142687"
"gene545","TFAP2E","339488","TFAP2E","ENSG00000116819"
"gene546","PSMB2","5690","PSMB2","ENSG00000126067"
"gene547","PSMB2","5690","PSMB2","ENSG00000126067"
"gene548","C1orf216","127703","C1orf216","ENSG00000142686"
"gene549","CLSPN","63967","CLSPN","ENSG00000092853"
"gene550","AGO4","192670","AGO4","ENSG00000134698"
"gene551","AGO1","26523","AGO1","ENSG00000092847"
"gene552","AGO1","26523","AGO1","ENSG00000092847"
"gene553","AGO3","192669","AGO3","ENSG00000126070"
"gene554","TEKT2","27285","TEKT2","ENSG00000092850"
"gene555","ADPRHL2","54936","ADPRS","ENSG00000116863"
"gene556","COL8A2","1296","COL8A2","ENSG00000171812"
"gene557","TRAPPC3","27095","TRAPPC3","ENSG00000054116"
"gene558","MAP7D1","55700","MAP7D1","ENSG00000116871"
"gene559","TRAPPC3","27095","TRAPPC3","ENSG00000054116"
"gene560","THRAP3","9967","THRAP3","ENSG00000054118"
"gene561","THRAP3","9967","THRAP3","ENSG00000054118"
"gene562","SH3D21","79729","SH3D21","ENSG00000214193"
"gene563","SH3D21","79729","SH3D21","ENSG00000214193"
"gene564","STK40","83931","STK40","ENSG00000196182"
"gene565","LSM10","84967","LSM10","ENSG00000181817"
"gene566","OSCP1","127700","OSCP1","ENSG00000116885"
"gene567","MRPS15","64960","MRPS15","ENSG00000116898"
"gene568","GRIK3","2899","GRIK3","ENSG00000163873"
"gene569","ZC3H12A","80149","ZC3H12A","ENSG00000163874"
"gene570","LINC01137","728431","ZC3H12A-DT","ENSG00000233621"
"gene571","MIR6732","102465438","MIR6732","ENSG00000283724"
"gene572","MEAF6","64769","MEAF6","ENSG00000163875"
"gene573","SNIP1","79753","SNIP1","ENSG00000163877"
"gene574","DNALI1","7802","DNALI1","ENSG00000163879"
"gene575","RSPO1","284654","RSPO1","ENSG00000169218"
"gene576","CDCA8","55143","CDCA8","ENSG00000134690"
"gene577","EPHA10","284656","EPHA10","ENSG00000183317"
"gene578","MANEAL","149175","MANEAL","ENSG00000185090"
"gene579","MANEAL","149175","MANEAL","ENSG00000185090"
"gene580","C1orf122","127687","C1orf122","ENSG00000197982"
"gene581","YRDC","79693","YRDC","ENSG00000196449"
"gene582","MTF1","4520","MTF1","ENSG00000188786"
"gene583","INPP5B","3633","INPP5B","ENSG00000204084"
"gene584","INPP5B","3633","INPP5B","ENSG00000204084"
"gene585","SF3A3","10946","SF3A3","ENSG00000183431"
"gene586","FHL3","2275","FHL3","ENSG00000183386"
"gene587","POU3F1","5453","POU3F1","ENSG00000185668"
"gene588","RRAGC","64121","RRAGC","ENSG00000116954"
"gene589","LOC105378663","105378663","LOC105378663","ENSG00000228436"
"gene590","MYCBP","26292","MYCBP","ENSG00000214114"
"gene591","RHBDL2","54933","RHBDL2","ENSG00000158315"
"gene592","AKIRIN1","79647","AKIRIN1","ENSG00000174574"
"gene593","NDUFS5","4725","NDUFS5","ENSG00000168653"
"gene594","KIAA0754","23499","MACF1","ENSG00000127603"
"gene595","BMP8A","353500","BMP8A","ENSG00000183682"
"gene596","OXCT2P1","192217","OXCT2P1","ENSG00000237624"
"gene597","PPIEL","728448","PPIEL","ENSG00000243970"
"gene598","PABPC4","8761","PABPC4","ENSG00000090621"
"gene599","HEYL","26508","HEYL","ENSG00000163909"
"gene600","NT5C1A","84618","NT5C1A","ENSG00000116981"
"gene601","HPCAL4","51440","HPCAL4","ENSG00000116983"
"gene602","HPCAL4","51440","HPCAL4","ENSG00000116983"
"gene603","PPIE","10450","PPIE","ENSG00000084072"
"gene604","OXCT2","64064","OXCT2","ENSG00000198754"
"gene605","LOC101929536","101929536","LOC101929536","ENSG00000261798"
"gene606","BMP8B","656","BMP8B","ENSG00000116985"
"gene607","TRIT1","54802","TRIT1","ENSG00000043514"
"gene608","MYCL","4610","MYCL","ENSG00000116990"
"gene609","MFSD2A","84879","MFSD2A","ENSG00000168389"
"gene610","CAP1","10487","CAP1","ENSG00000131236"
"gene611","RLF","6018","RLF","ENSG00000117000"
"gene612","ZMPSTE24","10269","ZMPSTE24","ENSG00000084073"
"gene613","COL9A2","1298","COL9A2","ENSG00000049089"
"gene614","SMAP2","64744","SMAP2","ENSG00000084070"
"gene615","ZFP69B","65243","ZFP69B","ENSG00000187801"
"gene616","ZFP69","339559","ZFP69","ENSG00000187815"
"gene617","EXO5","64789","EXO5","ENSG00000164002"
"gene618","ZNF684","127396","ZNF684","ENSG00000117010"
"gene619","RIMS3","9783","RIMS3","ENSG00000117016"
"gene620","KCNQ4","9132","KCNQ4","ENSG00000117013"
"gene621","CITED4","163732","CITED4","ENSG00000179862"
"gene622","CTPS1","1503","CTPS1","ENSG00000171793"
"gene623","SLFNL1","200172","SLFNL1","ENSG00000171790"
"gene624","SCMH1","22955","SCMH1","ENSG00000010803"
"gene625","FOXO6","100132074","FOXO6","ENSG00000281518"
"gene626","LOC101929901","","",""
"gene627","EDN2","1907","EDN2","ENSG00000127129"
"gene628","HIVEP3","59269","HIVEP3","ENSG00000127124"
"gene629","HIVEP3","59269","HIVEP3","ENSG00000127124"
"gene630","GUCA2B","2981","GUCA2B","ENSG00000044012"
"gene631","GUCA2A","2980","GUCA2A","ENSG00000197273"
"gene632","FOXJ3","22887","FOXJ3","ENSG00000198815"
"gene633","FOXJ3","22887","FOXJ3","ENSG00000198815"
"gene634","FOXJ3","22887","FOXJ3","ENSG00000198815"
"gene635","RIMKLA","284716","RIMKLA","ENSG00000177181"
"gene636","PPCS","79717","PPCS","ENSG00000127125"
"gene637","PPCS","79717","PPCS","ENSG00000127125"
"gene638","ZMYND12","84217","ZMYND12","ENSG00000066185"
"gene639","YBX1","4904","YBX1","ENSG00000065978"
"gene640","YBX1","4904","YBX1","ENSG00000065978"
"gene641","CLDN19","149461","CLDN19","ENSG00000164007"
"gene642","C1orf50","79078","C1orf50","ENSG00000164008"
"gene643","P3H1","64175","P3H1","ENSG00000117385"
"gene644","LOC105378683","","",""
"gene645","ERMAP","114625","ERMAP","ENSG00000164010"
"gene646","SVBP","374969","SVBP","ENSG00000177868"
"gene647","ERMAP","114625","ERMAP","ENSG00000164010"
"gene648","SLC2A1-AS1","440584","SLC2A1-DT","ENSG00000227533"
"gene649","SLC2A1","6513","SLC2A1","ENSG00000117394"
"gene650","FAM183A","440585","FAM183A","ENSG00000186973"
"gene651","MIR6733","102465439","MIR6733","ENSG00000284410"
"gene652","EBNA1BP2","10969","EBNA1BP2","ENSG00000117395"
"gene653","TMEM125","128218","TMEM125","ENSG00000179178"
"gene654","C1orf210","149466","C1orf210","ENSG00000253313"
"gene655","C1orf210","149466","C1orf210","ENSG00000253313"
"gene656","TIE1","7075","TIE1","ENSG00000066056"
"gene657","CDC20","991","CDC20","ENSG00000117399"
"gene658","MIR6734","102466723","MIR6734","ENSG00000283836"
"gene659","ELOVL1","64834","ELOVL1","ENSG00000066322"
"gene660","ELOVL1","64834","ELOVL1","ENSG00000066322"
"gene661","SZT2","23334","SZT2","ENSG00000198198"
"gene662","MED8","112950","MED8","ENSG00000159479"
"gene663","MIR6735","102465440","MIR6735","ENSG00000274975"
"gene664","HYI","81888","HYI","ENSG00000178922"
"gene665","PTPRF","5792","PTPRF","ENSG00000142949"
"gene666","KDM4A","9682","KDM4A","ENSG00000066135"
"gene667","ST3GAL3","6487","ST3GAL3","ENSG00000126091"
"gene668","KDM4A-AS1","100132774","KDM4A-AS1",""
"gene669","MIR6079","102464830","MIR6079","ENSG00000283477"
"gene670","ARTN","9048","ARTN","ENSG00000117407"
"gene671","IPO13","9670","IPO13","ENSG00000117408"
"gene672","DPH2","1802","DPH2","ENSG00000132768"
"gene673","ATP6V0B","533","ATP6V0B","ENSG00000117410"
"gene674","B4GALT2","8704","B4GALT2","ENSG00000117411"
"gene675","B4GALT2","8704","B4GALT2","ENSG00000117411"
"gene676","B4GALT2","8704","B4GALT2","ENSG00000117411"
"gene677","CCDC24","149473","CCDC24","ENSG00000159214"
"gene678","SLC6A9","6536","SLC6A9","ENSG00000196517"
"gene679","SNORA110","106635545","SNORA110",""
"gene680","ERI3","79033","ERI3","ENSG00000117419"
"gene681","RNF220","55182","RNF220","ENSG00000187147"
"gene682","C1orf228","339541","ARMH1","ENSG00000198520"
"gene683","TMEM53","79639","TMEM53","ENSG00000126106"
"gene684","RPS8","6202","RPS8","ENSG00000142937"
"gene685","SNORD55","26811","SNORD55","ENSG00000264294"
"gene686","SNORD46","94161","SNORD46","ENSG00000200913"
"gene687","PLK3","1263","PLK3","ENSG00000173846"
"gene688","TCTEX1D4","343521","DYNLT4","ENSG00000188396"
"gene689","BTBD19","149478","BTBD19","ENSG00000222009"
"gene690","PTCH2","8643","PTCH2","ENSG00000117425"
"gene691","EIF2B3","8891","EIF2B3","ENSG00000070785"
"gene692","UROD","7389","UROD","ENSG00000126088"
"gene693","HECTD3","79654","HECTD3","ENSG00000126107"
"gene694","ZSWIM5","57643","ZSWIM5","ENSG00000162415"
"gene695","LINC01144","400752","LINC01144","ENSG00000281912"
"gene696","HPDL","84842","HPDL","ENSG00000186603"
"gene697","MUTYH","4595","MUTYH","ENSG00000132781"
"gene698","MUTYH","4595","MUTYH","ENSG00000132781"
"gene699","MUTYH","4595","MUTYH","ENSG00000132781"
"gene700","TESK2","10420","TESK2","ENSG00000070759"
"gene701","MMACHC","25974","MMACHC","ENSG00000132763"
"gene702","CCDC163","126661","CCDC163","ENSG00000280670"
"gene703","PRDX1","5052","PRDX1","ENSG00000117450"
"gene704","AKR1A1","10327","AKR1A1","ENSG00000117448"
"gene705","NASP","4678","NASP","ENSG00000132780"
"gene706","GPBP1L1","60313","GPBP1L1","ENSG00000159592"
"gene707","TMEM69","51249","TMEM69","ENSG00000159596"
"gene708","IPP","3652","IPP","ENSG00000197429"
"gene709","MAST2","23139","MAST2","ENSG00000086015"
"gene710","MAST2","23139","MAST2","ENSG00000086015"
"gene711","PIK3R3","8503","PIK3R3","ENSG00000117461"
"gene712","PIK3R3","8503","PIK3R3","ENSG00000117461"
"gene713","LOC101929626","101929626","LOC101929626","ENSG00000227857"
"gene714","PIK3R3","8503","PIK3R3","ENSG00000117461"
"gene715","PIK3R3","8503","PIK3R3","ENSG00000117461"
"gene716","PIK3R3","8503","PIK3R3","ENSG00000117461"
"gene717","TSPAN1","10103","TSPAN1","ENSG00000117472"
"gene718","PIK3R3","8503","PIK3R3","ENSG00000117461"
"gene719","POMGNT1","55624","POMGNT1","ENSG00000085998"
"gene720","POMGNT1","55624","POMGNT1","ENSG00000085998"
"gene721","RAD54L","8438","RAD54L","ENSG00000085999"
"gene722","UQCRH","7388","UQCRH","ENSG00000173660"
"gene723","LRRC41","10489","LRRC41","ENSG00000132128"
"gene724","NSUN4","387338","NSUN4","ENSG00000117481"
"gene725","NSUN4","387338","NSUN4","ENSG00000117481"
"gene726","FAAH","2166","FAAH","ENSG00000117480"
"gene727","KNCN","148930","KNCN","ENSG00000162456"
"gene728","MKNK1","8569","MKNK1","ENSG00000079277"
"gene729","MOB3C","148932","MOB3C","ENSG00000142961"
"gene730","ATPAF1","64756","ATPAF1","ENSG00000123472"
"gene731","EFCAB14","9813","EFCAB14","ENSG00000159658"
"gene732","CYP4X1","260293","CYP4X1","ENSG00000186377"
"gene733","LINC00853","100874253","LINC00853","ENSG00000224805"
"gene734","TAL1","6886","TAL1","ENSG00000162367"
"gene735","TAL1","6886","TAL1","ENSG00000162367"
"gene736","TAL1","6886","TAL1","ENSG00000162367"
"gene737","STIL","6491","STIL","ENSG00000123473"
"gene738","FOXD2-AS1","84793","FOXD2-AS1","ENSG00000237424"
"gene739","LINC01389","102724077","LINC01389",""
"gene740","TRABD2B","388630","TRABD2B","ENSG00000269113"
"gene741","SPATA6","54558","SPATA6","ENSG00000132122"
"gene742","AGBL4","84871","AGBL4","ENSG00000186094"
"gene743","ELAVL4","1996","ELAVL4","ENSG00000162374"
"gene744","ELAVL4","1996","ELAVL4","ENSG00000162374"
"gene745","DMRTA2","63950","DMRTA2","ENSG00000142700"
"gene746","FAF1","11124","FAF1","ENSG00000185104"
"gene747","CDKN2C","1031","CDKN2C","ENSG00000123080"
"gene748","CDKN2C","1031","CDKN2C","ENSG00000123080"
"gene749","MIR4421","100616189","MIR4421","ENSG00000265538"
"gene750","MIR6500","102466656","MIR6500","ENSG00000275816"
"gene751","TTC39A","22996","TTC39A","ENSG00000085831"
"gene752","TTC39A","22996","TTC39A","ENSG00000085831"
"gene753","TTC39A","22996","TTC39A","ENSG00000085831"
"gene754","EPS15","2060","EPS15","ENSG00000085832"
"gene755","OSBPL9","114883","OSBPL9","ENSG00000117859"
"gene756","NRDC","4898","NRDC","ENSG00000078618"
"gene757","NRDC","4898","NRDC","ENSG00000078618"
"gene758","RAB3B","5865","RAB3B","ENSG00000169213"
"gene759","KTI12","112970","KTI12","ENSG00000198841"
"gene760","BTF3L4","91408","BTF3L4","ENSG00000134717"
"gene761","TXNDC12","51060","TXNDC12","ENSG00000117862"
"gene762","ZFYVE9","9372","ZFYVE9","ENSG00000157077"
"gene763","CC2D1B","200014","CC2D1B","ENSG00000154222"
"gene764","PRPF38A","84950","PRPF38A","ENSG00000134748"
"gene765","ORC1","4998","ORC1","ENSG00000085840"
"gene766","ZCCHC11","23318","TUT4","ENSG00000134744"
"gene767","GPX7","2882","GPX7","ENSG00000116157"
"gene768","FAM159A","348378","SHISAL2A","ENSG00000182183"
"gene769","COA7","65260","COA7","ENSG00000162377"
"gene770","ZYG11B","79699","ZYG11B","ENSG00000162378"
"gene771","ZYG11A","440590","ZYG11A","ENSG00000203995"
"gene772","ECHDC2","55268","ECHDC2","ENSG00000121310"
"gene773","ECHDC2","55268","ECHDC2","ENSG00000121310"
"gene774","SCP2","6342","SCP2","ENSG00000116171"
"gene775","MIR1273F","","",""
"gene776","SCP2","6342","SCP2","ENSG00000116171"
"gene777","PODN","127435","PODN","ENSG00000174348"
"gene778","LOC100507564","","",""
"gene779","MAGOH","4116","MAGOH","ENSG00000162385"
"gene780","LOC105378732","","",""
"gene781","LRP8","7804","LRP8","ENSG00000157193"
"gene782","SLC25A3P1","163742","SLC25A3P1","ENSG00000236253"
"gene783","LRRC42","115353","LRRC42","ENSG00000116212"
"gene784","HSPB11","51668","HSPB11","ENSG00000081870"
"gene785","HSPB11","51668","HSPB11","ENSG00000081870"
"gene786","LDLRAD1","388633","LDLRAD1","ENSG00000203985"
"gene787","TCEANC2","127428","TCEANC2","ENSG00000116205"
"gene788","MIR4781","100616315","MIR4781","ENSG00000283749"
"gene789","TMEM59","9528","TMEM59","ENSG00000116209"
"gene790","TMEM59","9528","TMEM59","ENSG00000116209"
"gene791","CDCP2","200008","CDCP2","ENSG00000157211"
"gene792","MRPL37","51253","MRPL37","ENSG00000116221"
"gene793","CYB5RL","606495","CYB5RL","ENSG00000215883"
"gene794","SSBP3","23648","SSBP3","ENSG00000157216"
"gene795","FAM151A","338094","FAM151A","ENSG00000162391"
"gene796","MROH7-TTC4","100527960","MROH7-TTC4","ENSG00000271723"
"gene797","MROH7","374977","MROH7","ENSG00000184313"
"gene798","TTC4","7268","TTC4","ENSG00000243725"
"gene799","PARS2","25973","PARS2","ENSG00000162396"
"gene800","TTC22","55001","TTC22","ENSG00000006555"
"gene801","DHCR24","1718","DHCR24","ENSG00000116133"
"gene802","TMEM61","199964","TMEM61","ENSG00000143001"
"gene803","BSND","7809","BSND","ENSG00000162399"
"gene804","PCSK9","255738","PCSK9","ENSG00000169174"
"gene805","PCSK9","255738","PCSK9","ENSG00000169174"
"gene806","LOC100507634","100507634","LOC100507634",""
"gene807","USP24","23358","USP24","ENSG00000162402"
"gene808","PLPP3","8613","PLPP3","ENSG00000162407"
"gene809","PRKAA2","5563","PRKAA2","ENSG00000162409"
"gene810","LOC101929935","101929935","LOC101929935",""
"gene811","C1orf168","199920","FYB2","ENSG00000187889"
"gene812","OMA1","115209","OMA1","ENSG00000162600"
"gene813","TACSTD2","4070","TACSTD2","ENSG00000184292"
"gene814","MYSM1","114803","MYSM1","ENSG00000162601"
"gene815","JUN","3725","JUN","ENSG00000177606"
"gene816","LINC01135","100131060","LINC01135",""
"gene817","FGGY","55277","FGGY","ENSG00000172456"
"gene818","FGGY","55277","FGGY","ENSG00000172456"
"gene819","HOOK1","51361","HOOK1","ENSG00000134709"
"gene820","CYP2J2","1573","CYP2J2","ENSG00000134716"
"gene821","C1orf87","127795","C1orf87","ENSG00000162598"
"gene822","NFIA","4774","NFIA","ENSG00000162599"
"gene823","NFIA","4774","NFIA","ENSG00000162599"
"gene824","NFIA","4774","NFIA","ENSG00000162599"
"gene825","MGC34796","414927","MGC34796",""
"gene826","PATJ","10207","PATJ","ENSG00000132849"
"gene827","L1TD1","54596","L1TD1","ENSG00000240563"
"gene828","KANK4","163782","KANK4","ENSG00000132854"
"gene829","KANK4","163782","KANK4","ENSG00000132854"
"gene830","USP1","7398","USP1","ENSG00000162607"
"gene831","USP1","7398","USP1","ENSG00000162607"
"gene832","DOCK7","85440","DOCK7","ENSG00000116641"
"gene833","ATG4C","84938","ATG4C","ENSG00000125703"
"gene834","LINC00466","199899","LINC00466","ENSG00000224209"
"gene835","FOXD3","27022","FOXD3","ENSG00000187140"
"gene836","FOXD3-AS1","100996301","FOXD3-AS1","ENSG00000230798"
"gene837","FOXD3-AS1","100996301","FOXD3-AS1","ENSG00000230798"
"gene838","FOXD3-AS1","100996301","FOXD3-AS1","ENSG00000230798"
"gene839","MIR6068","102464823","MIR6068","ENSG00000275836"
"gene840","ALG6","29929","ALG6","ENSG00000088035"
"gene841","EFCAB7","84455","EFCAB7","ENSG00000203965"
"gene842","ITGB3BP","23421","ITGB3BP","ENSG00000142856"
"gene843","PGM1","5236","PGM1","ENSG00000079739"
"gene844","PGM1","5236","PGM1","ENSG00000079739"
"gene845","ROR1","4919","ROR1","ENSG00000185483"
"gene846","ROR1-AS1","101927034","ROR1-AS1","ENSG00000223949"
"gene847","UBE2U","148581","UBE2U","ENSG00000177414"
"gene848","CACHD1","57685","CACHD1","ENSG00000158966"
"gene849","CACHD1","57685","CACHD1","ENSG00000158966"
"gene850","RAVER2","55225","RAVER2","ENSG00000162437"
"gene851","JAK1","3716","JAK1","ENSG00000162434"
"gene852","LINC01359","101927084","LINC01359","ENSG00000226891"
"gene853","JAK1","3716","JAK1","ENSG00000162434"
