"","orig_GS","new_entrenz_id","new_GS","ens_id"
"gene17313","BLVRA","644","BLVRA","ENSG00000106605"
"gene17314","MRPS24","64951","MRPS24","ENSG00000062582"
"gene17315","URGCP-MRPS24","100534592","URGCP-MRPS24","ENSG00000270617"
"gene17316","UBE2D4","51619","UBE2D4","ENSG00000078967"
"gene17317","URGCP","55665","URGCP","ENSG00000106608"
"gene17318","POLR2J4","84820","POLR2J4","ENSG00000214783"
"gene17319","LINC00957","255031","LINC00957",""
"gene17320","RASA4CP","401331","RASA4CP",""
"gene17321","DBNL","28988","DBNL","ENSG00000136279"
"gene17322","PGAM2","5224","PGAM2","ENSG00000164708"
"gene17323","MIR6838","102465504","MIR6838","ENSG00000283969"
"gene17324","POLM","27434","POLM","ENSG00000122678"
"gene17325","AEBP1","165","AEBP1","ENSG00000106624"
"gene17326","MIR4649","100616346","MIR4649","ENSG00000284412"
"gene17327","POLD2","5425","POLD2","ENSG00000106628"
"gene17328","POLD2","5425","POLD2","ENSG00000106628"
"gene17329","CAMK2B","816","CAMK2B","ENSG00000058404"
"gene17330","TMED4","222068","TMED4","ENSG00000158604"
"gene17331","OGDH","4967","OGDH","ENSG00000105953"
"gene17332","ZMIZ2","83637","ZMIZ2","ENSG00000122515"
"gene17333","ZMIZ2","83637","ZMIZ2","ENSG00000122515"
"gene17334","ZMIZ2","83637","ZMIZ2","ENSG00000122515"
"gene17335","PPIA","5478","PPIA","ENSG00000196262"
"gene17336","H2AFV","94239","H2AZ2","ENSG00000105968"
"gene17337","PURB","5814","PURB","ENSG00000146676"
"gene17338","SNORA9","677798","SNORA9","ENSG00000277184"
"gene17339","SNHG15","285958","SNHG15","ENSG00000232956"
"gene17340","CCM2","83605","CCM2","ENSG00000136280"
"gene17341","CCM2","83605","CCM2","ENSG00000136280"
"gene17342","NACAD","23148","NACAD","ENSG00000136274"
"gene17343","SNORA5B","677795","SNORA5B","ENSG00000200656"
"gene17344","RAMP3","10268","RAMP3","ENSG00000122679"
"gene17345","ADCY1","107","ADCY1","ENSG00000164742"
"gene17346","ADCY1","107","ADCY1","ENSG00000164742"
"gene17347","IGFBP3","3486","IGFBP3","ENSG00000146674"
"gene17348","TNS3","64759","TNS3","ENSG00000136205"
"gene17349","HUS1","3364","HUS1","ENSG00000136273"
"gene17350","C7orf57","136288","C7orf57","ENSG00000164746"
"gene17351","UPP1","7378","UPP1","ENSG00000183696"
"gene17352","UPP1","7378","UPP1","ENSG00000183696"
"gene17353","UPP1","7378","UPP1","ENSG00000183696"
"gene17354","UPP1","7378","UPP1","ENSG00000183696"
"gene17355","CDC14C","168448","CDC14C","ENSG00000218305"
"gene17356","VWC2","375567","VWC2","ENSG00000188730"
"gene17357","VWC2","375567","VWC2","ENSG00000188730"
"gene17358","ZPBP","11055","ZPBP","ENSG00000042813"
"gene17359","IKZF1","10320","IKZF1","ENSG00000185811"
"gene17360","IKZF1","10320","IKZF1","ENSG00000185811"
"gene17361","FIGNL1","63979","FIGNL1","ENSG00000132436"
"gene17362","DDC","1644","DDC","ENSG00000132437"
"gene17363","GRB10","2887","GRB10","ENSG00000106070"
"gene17364","COBL","23242","COBL","ENSG00000106078"
"gene17365","POM121L12","285877","POM121L12","ENSG00000221900"
"gene17366","LINC01446","401337","LINC01446","ENSG00000205628"
"gene17367","VSTM2A","222008","VSTM2A","ENSG00000170419"
"gene17368","LOC100996654","","",""
"gene17369","SEC61G","23480","SEC61G","ENSG00000132432"
"gene17370","EGFR","1956","EGFR","ENSG00000146648"
"gene17371","ELDR","102725541","ELDR",""
"gene17372","VOPP1","81552","VOPP1","ENSG00000154978"
"gene17373","VOPP1","81552","VOPP1","ENSG00000154978"
"gene17374","VOPP1","81552","VOPP1","ENSG00000154978"
"gene17375","ZNF713","349075","ZNF713","ENSG00000178665"
"gene17376","MRPS17","51373","MRPS17","ENSG00000239789"
"gene17377","GBAS","2631","NIPSNAP2","ENSG00000146729"
"gene17378","CCT6A","908","CCT6A","ENSG00000146731"
"gene17379","PSPH","5723","PSPH","ENSG00000146733"
"gene17380","SUMF2","25870","SUMF2","ENSG00000129103"
"gene17381","PHKG1","5260","PHKG1","ENSG00000164776"
"gene17382","CHCHD2","51142","CHCHD2","ENSG00000106153"
"gene17383","NUPR2","389493","NUPR2","ENSG00000185290"
"gene17384","LOC650226","650226","LOC650226",""
"gene17385","LOC101928401","101928401","LOC101928401","ENSG00000233288"
"gene17386","LOC401357","401357","LOC401357",""
"gene17387","MIR3147","100422939","MIR3147","ENSG00000266168"
"gene17388","YWHAEP1","649395","YWHAEP1",""
"gene17389","ZNF138","7697","ZNF138","ENSG00000197008"
"gene17390","ZNF273","10793","ZNF273","ENSG00000198039"
"gene17391","CCT6P3","643180","CCT6P3","ENSG00000234585"
"gene17392","CCT6P1","643253","CCT6P1","ENSG00000228409"
"gene17393","LOC441242","","",""
"gene17394","LOC441242","","",""
"gene17395","VKORC1L1","154807","VKORC1L1","ENSG00000196715"
"gene17396","GUSB","2990","GUSB","ENSG00000169919"
"gene17397","ASL","435","ASL","ENSG00000126522"
"gene17398","ASL","435","ASL","ENSG00000126522"
"gene17399","CRCP","27297","CRCP","ENSG00000241258"
"gene17400","TPST1","8460","TPST1","ENSG00000169902"
"gene17401","GS1-124K5.4","100289098","LINC03011","ENSG00000237310"
"gene17402","GS1-124K5.4","100289098","LINC03011","ENSG00000237310"
"gene17403","KCTD7","154881","KCTD7","ENSG00000243335"
"gene17404","LOC100996437","100996437","LOC100996437","ENSG00000226824"
"gene17405","RABGEF1","27342","RABGEF1","ENSG00000154710"
"gene17406","RABGEF1","27342","RABGEF1","ENSG00000154710"
"gene17407","GTF2IRD1P1","729156","GTF2IRD1P1","ENSG00000230583"
"gene17408","LOC644794","","",""
"gene17409","TMEM248","55069","TMEM248","ENSG00000106609"
"gene17410","SBDS","51119","SBDS","ENSG00000126524"
"gene17411","STAG3L4","64940","STAG3L4","ENSG00000106610"
"gene17412","PMS2P4","5382","PMS2P4","ENSG00000067601"
"gene17413","LOC100507468","","",""
"gene17414","AUTS2","26053","AUTS2","ENSG00000158321"
"gene17415","WBSCR17","64409","GALNT17","ENSG00000185274"
"gene17416","CALN1","83698","CALN1","ENSG00000183166"
"gene17417","TYW1B","441250","TYW1B","ENSG00000277149"
"gene17418","NSUN5","55695","NSUN5","ENSG00000130305"
"gene17419","TRIM50","135892","TRIM50","ENSG00000146755"
"gene17420","FZD9","8326","FZD9","ENSG00000188763"
"gene17421","BAZ1B","9031","BAZ1B","ENSG00000009954"
"gene17422","BCL7B","9275","BCL7B","ENSG00000106635"
"gene17423","BCL7B","9275","BCL7B","ENSG00000106635"
"gene17424","TBL2","26608","TBL2","ENSG00000106638"
"gene17425","MLXIPL","51085","MLXIPL","ENSG00000009950"
"gene17426","MLXIPL","51085","MLXIPL","ENSG00000009950"
"gene17427","VPS37D","155382","VPS37D","ENSG00000176428"
"gene17428","WBSCR22","114049","BUD23","ENSG00000071462"
"gene17429","DNAJC30","84277","DNAJC30","ENSG00000176410"
"gene17430","MIR4284","100422948","MIR4284","ENSG00000265724"
"gene17431","STX1A","6804","STX1A","ENSG00000106089"
"gene17432","ABHD11","83451","ABHD11","ENSG00000106077"
"gene17433","CLDN3","1365","CLDN3","ENSG00000165215"
"gene17434","CLDN4","1364","CLDN4","ENSG00000189143"
"gene17435","WBSCR28","135886","TMEM270","ENSG00000175877"
"gene17436","ELN","2006","ELN","ENSG00000049540"
"gene17437","LIMK1","3984","LIMK1","ENSG00000106683"
"gene17438","LIMK1","3984","LIMK1","ENSG00000106683"
"gene17439","EIF4H","7458","EIF4H","ENSG00000106682"
"gene17440","MIR590","693175","MIR590","ENSG00000207741"
"gene17441","RFC2","5982","RFC2","ENSG00000049541"
"gene17442","CLIP2","7461","CLIP2","ENSG00000106665"
"gene17443","GTF2IRD1","9569","GTF2IRD1","ENSG00000006704"
"gene17444","GTF2I","2969","GTF2I","ENSG00000263001"
"gene17445","STAG3L2","442582","STAG3L2",""
"gene17446","RCC1L","81554","RCC1L","ENSG00000274523"
"gene17447","POM121C","100101267","POM121C","ENSG00000272391"
"gene17448","PMS2P3","5387","PMS2P3","ENSG00000127957"
"gene17449","HIP1","3092","HIP1","ENSG00000127946"
"gene17450","CCL24","6369","CCL24","ENSG00000106178"
"gene17451","RHBDD2","57414","RHBDD2","ENSG00000005486"
"gene17452","POR","5447","POR","ENSG00000127948"
"gene17453","MIR4651","100616270","MIR4651","ENSG00000284334"
"gene17454","TMEM120A","83862","TMEM120A","ENSG00000189077"
"gene17455","MDH2","4191","MDH2","ENSG00000146701"
"gene17456","STYXL1","51657","STYXL1","ENSG00000127952"
"gene17457","SRRM3","222183","SRRM3","ENSG00000177679"
"gene17458","YWHAG","7532","YWHAG","ENSG00000170027"
"gene17459","ZP3","7784","ZP3","ENSG00000188372"
"gene17460","SSC4D","136853","SSC4D","ENSG00000146700"
"gene17461","ZP3","7784","ZP3","ENSG00000188372"
"gene17462","UPK3B","105375355","UPK3B","ENSG00000243566"
"gene17463","LOC100133091","","",""
"gene17464","CCDC146","57639","CCDC146","ENSG00000135205"
"gene17465","GSAP","54103","GSAP","ENSG00000186088"
"gene17466","PTPN12","5782","PTPN12","ENSG00000127947"
"gene17467","PTPN12","5782","PTPN12","ENSG00000127947"
"gene17468","RSBN1L","222194","RSBN1L","ENSG00000187257"
"gene17469","APTR","100505854","APTR","ENSG00000214293"
"gene17470","PHTF2","57157","PHTF2","ENSG00000006576"
"gene17471","TMEM60","85025","TMEM60","ENSG00000135211"
"gene17472","MAGI2-AS2","100874021","MAGI2-AS2","ENSG00000226978"
"gene17473","MAGI2-AS3","100505881","MAGI2-AS3","ENSG00000234456"
"gene17474","MAGI2-AS3","100505881","MAGI2-AS3","ENSG00000234456"
"gene17475","MAGI2","9863","MAGI2","ENSG00000187391"
"gene17476","GNAI1","2770","GNAI1","ENSG00000127955"
"gene17477","GNAI1","2770","GNAI1","ENSG00000127955"
"gene17478","SEMA3C","10512","SEMA3C","ENSG00000075223"
"gene17479","CACNA2D1","781","CACNA2D1","ENSG00000153956"
"gene17480","PCLO","27445","PCLO","ENSG00000186472"
"gene17481","SEMA3A","10371","SEMA3A","ENSG00000075213"
"gene17482","GRM3","2913","GRM3","ENSG00000198822"
"gene17483","KIAA1324L","222223","ELAPOR2","ENSG00000164659"
"gene17484","DMTF1","9988","DMTF1","ENSG00000135164"
"gene17485","DMTF1","9988","DMTF1","ENSG00000135164"
"gene17486","LOC101927420","","",""
"gene17487","LOC101927420","","",""
"gene17488","TMEM243","79161","TMEM243","ENSG00000135185"
"gene17489","TMEM243","79161","TMEM243","ENSG00000135185"
"gene17490","CROT","54677","CROT","ENSG00000005469"
"gene17491","TP53TG1","11257","TP53TG1","ENSG00000182165"
"gene17492","ABCB4","5244","ABCB4","ENSG00000005471"
"gene17493","RUNDC3B","154661","RUNDC3B","ENSG00000105784"
"gene17494","DBF4","10926","DBF4","ENSG00000006634"
"gene17495","SLC25A40","55972","SLC25A40","ENSG00000075303"
"gene17496","ADAM22","53616","ADAM22","ENSG00000008277"
"gene17497","STEAP4","79689","STEAP4","ENSG00000127954"
"gene17498","ZNF804B","219578","ZNF804B","ENSG00000182348"
"gene17499","DPY19L2P4","442523","DPY19L2P4","ENSG00000235436"
"gene17500","STEAP1","26872","STEAP1","ENSG00000164647"
"gene17501","STEAP2","261729","STEAP2","ENSG00000157214"
"gene17502","STEAP2","261729","STEAP2","ENSG00000157214"
"gene17503","STEAP2-AS1","100874100","STEAP2-AS1","ENSG00000227646"
"gene17504","CFAP69","79846","CFAP69","ENSG00000105792"
"gene17505","LOC101927446","101927446","LOC101927446","ENSG00000105793"
"gene17506","CLDN12","9069","CLDN12","ENSG00000157224"
"gene17507","CDK14","5218","CDK14","ENSG00000058091"
"gene17508","FZD1","8321","FZD1","ENSG00000157240"
"gene17509","MTERF1","7978","MTERF1","ENSG00000127989"
"gene17510","AKAP9","10142","AKAP9","ENSG00000127914"
"gene17511","CYP51A1-AS1","613126","CYP51A1-AS1","ENSG00000188693"
"gene17512","CYP51A1","1595","CYP51A1","ENSG00000001630"
"gene17513","CYP51A1","1595","CYP51A1","ENSG00000001630"
"gene17514","ANKIB1","54467","ANKIB1","ENSG00000001629"
"gene17515","KRIT1","889","KRIT1","ENSG00000001631"
"gene17516","KRIT1","889","KRIT1","ENSG00000001631"
"gene17517","KRIT1","889","KRIT1","ENSG00000001631"
"gene17518","GATAD1","57798","GATAD1","ENSG00000157259"
"gene17519","RBM48","84060","RBM48","ENSG00000127993"
"gene17520","FAM133B","257415","FAM133B","ENSG00000234545"
"gene17521","FAM133DP","728066","FAM133DP",""
"gene17522","FAM133B","257415","FAM133B","ENSG00000234545"
"gene17523","CDK6","1021","CDK6","ENSG00000105810"
"gene17524","LOC101927497","","",""
"gene17525","CDK6","1021","CDK6","ENSG00000105810"
"gene17526","VPS50","55610","VPS50","ENSG00000004766"
"gene17527","CALCR","799","CALCR","ENSG00000004948"
"gene17528","LOC105375401","","",""
"gene17529","TFPI2","7980","TFPI2","ENSG00000105825"
"gene17530","GNG11","2791","GNG11","ENSG00000127920"
"gene17531","BET1","10282","BET1","ENSG00000105829"
"gene17532","COL1A2","1278","COL1A2","ENSG00000164692"
"gene17533","CASD1","64921","CASD1","ENSG00000127995"
"gene17534","PEG10","23089","PEG10","ENSG00000242265"
"gene17535","PPP1R9A","55607","PPP1R9A","ENSG00000158528"
"gene17536","PON1","5444","PON1","ENSG00000005421"
"gene17537","PON3","5446","PON3","ENSG00000105852"
"gene17538","PON2","5445","PON2","ENSG00000105854"
"gene17539","PDK4","5166","PDK4","ENSG00000004799"
"gene17540","DYNC1I1","1780","DYNC1I1","ENSG00000158560"
"gene17541","SLC25A13","10165","SLC25A13","ENSG00000004864"
"gene17542","DLX6","1750","DLX6","ENSG00000006377"
"gene17543","DLX5","1749","DLX5","ENSG00000105880"
"gene17544","TAC1","6863","TAC1","ENSG00000006128"
"gene17545","ASNS","440","ASNS","ENSG00000070669"
"gene17546","MGC72080","","",""
"gene17547","LMTK2","22853","LMTK2","ENSG00000164715"
"gene17548","BHLHA15","168620","BHLHA15","ENSG00000180535"
"gene17549","TECPR1","25851","TECPR1","ENSG00000205356"
"gene17550","BRI3","25798","BRI3","ENSG00000164713"
"gene17551","BAIAP2L1","55971","BAIAP2L1","ENSG00000006453"
"gene17552","NPTX2","4885","NPTX2","ENSG00000106236"
"gene17553","TMEM130","222865","TMEM130","ENSG00000166448"
"gene17554","TRRAP","8295","TRRAP","ENSG00000196367"
"gene17555","LOC101927550","101927550","LOC101927550",""
"gene17556","SMURF1","57154","SMURF1","ENSG00000198742"
"gene17557","KPNA7","402569","KPNA7","ENSG00000185467"
"gene17558","ARPC1A","10552","ARPC1A","ENSG00000241685"
"gene17559","ARPC1B","10095","ARPC1B","ENSG00000130429"
"gene17560","BUD31","8896","BUD31","ENSG00000106245"
"gene17561","PDAP1","11333","PDAP1","ENSG00000106244"
"gene17562","CPSF4","10898","CPSF4","ENSG00000160917"
"gene17563","CPSF4","10898","CPSF4","ENSG00000160917"
"gene17564","PTCD1","26024","PTCD1","ENSG00000106246"
"gene17565","ATP5J2-PTCD1","100526740","ATP5MF-PTCD1","ENSG00000248919"
"gene17566","ATP5J2","9551","ATP5MF","ENSG00000241468"
"gene17567","ZNF789","285989","ZNF789","ENSG00000198556"
"gene17568","ZNF394","84124","ZNF394","ENSG00000160908"
"gene17569","ZKSCAN5","23660","ZKSCAN5","ENSG00000196652"
"gene17570","ZKSCAN5","23660","ZKSCAN5","ENSG00000196652"
"gene17571","ZKSCAN5","23660","ZKSCAN5","ENSG00000196652"
"gene17572","ZNF655","79027","ZNF655","ENSG00000197343"
"gene17573","GS1-259H13.2","100289187","TMEM225B","ENSG00000244219"
"gene17574","ZSCAN25","221785","ZSCAN25","ENSG00000197037"
"gene17575","TRIM4","89122","TRIM4","ENSG00000146833"
"gene17576","AZGP1P1","646282","AZGP1P1","ENSG00000214313"
"gene17577","ZNF3","7551","ZNF3","ENSG00000166526"
"gene17578","ZNF3","7551","ZNF3","ENSG00000166526"
"gene17579","COPS6","10980","COPS6","ENSG00000168090"
"gene17580","MIR25","407014","MIR25","ENSG00000207547"
"gene17581","MIR93","407050","MIR93","ENSG00000207757"
"gene17582","MIR106B","406900","MIR106B","ENSG00000208036"
"gene17583","AP4M1","9179","AP4M1","ENSG00000221838"
"gene17584","MCM7","4176","MCM7","ENSG00000166508"
"gene17585","MCM7","4176","MCM7","ENSG00000166508"
"gene17586","CNPY4","245812","CNPY4","ENSG00000166997"
"gene17587","TAF6","6878","TAF6","ENSG00000106290"
"gene17588","TAF6","6878","TAF6","ENSG00000106290"
"gene17589","TAF6","6878","TAF6","ENSG00000106290"
"gene17590","MBLAC1","255374","MBLAC1","ENSG00000214309"
"gene17591","LAMTOR4","389541","LAMTOR4","ENSG00000188186"
"gene17592","LAMTOR4","389541","LAMTOR4","ENSG00000188186"
"gene17593","MIR4658","100616439","MIR4658","ENSG00000284518"
"gene17594","C7orf43","55262","TRAPPC14","ENSG00000146826"
"gene17595","STAG3","10734","STAG3","ENSG00000066923"
"gene17596","STAG3","10734","STAG3","ENSG00000066923"
"gene17597","GPC2","221914","GPC2","ENSG00000213420"
"gene17598","GATS","352954","CASTOR3","ENSG00000239521"
"gene17599","STAG3L5P-PVRIG2P-PILRB","101752399","STAG3L5P-PVRIG2P-PILRB","ENSG00000272752"
"gene17600","STAG3L5P","101735302","STAG3L5P","ENSG00000242294"
"gene17601","PMS2P1","5379","PMS2P1","ENSG00000078319"
"gene17602","MIR6840","102466747","MIR6840","ENSG00000284012"
"gene17603","MEPCE","56257","MEPCE","ENSG00000146834"
"gene17604","MEPCE","56257","MEPCE","ENSG00000146834"
"gene17605","ZCWPW1","55063","ZCWPW1","ENSG00000078487"
"gene17606","PPP1R35","221908","PPP1R35","ENSG00000160813"
"gene17607","TSC22D4","81628","TSC22D4","ENSG00000166925"
"gene17608","NYAP1","222950","NYAP1","ENSG00000166924"
"gene17609","AGFG2","3268","AGFG2","ENSG00000106351"
"gene17610","SAP25","100316904","SAP25","ENSG00000205307"
"gene17611","ZASP","11155","LDB3","ENSG00000122367"
"gene17612","FBXO24","26261","FBXO24","ENSG00000106336"
"gene17613","LRCH4","4034","LRCH4","ENSG00000077454"
"gene17614","PCOLCE","5118","PCOLCE","ENSG00000106333"
"gene17615","PCOLCE-AS1","100129845","PCOLCE-AS1","ENSG00000224729"
"gene17616","MOSPD3","64598","MOSPD3","ENSG00000106330"
"gene17617","MOSPD3","64598","MOSPD3","ENSG00000106330"
"gene17618","MOSPD3","64598","MOSPD3","ENSG00000106330"
"gene17619","TFR2","7036","TFR2","ENSG00000106327"
"gene17620","TFR2","7036","TFR2","ENSG00000106327"
"gene17621","LOC105375429","105375429","LOC105375429",""
"gene17622","ACTL6B","51412","ACTL6B","ENSG00000077080"
"gene17623","GNB2","2783","GNB2","ENSG00000172354"
"gene17624","GIGYF1","64599","GIGYF1","ENSG00000146830"
"gene17625","POP7","10248","POP7","ENSG00000172336"
"gene17626","EPO","2056","EPO","ENSG00000130427"
"gene17627","ZAN","7455","ZAN","ENSG00000146839"
"gene17628","EPHB4","2050","EPHB4","ENSG00000196411"
"gene17629","SLC12A9","56996","SLC12A9","ENSG00000146828"
"gene17630","TRIP6","7205","TRIP6","ENSG00000087077"
"gene17631","MIR6875","102466755","MIR6875","ENSG00000283821"
"gene17632","SRRT","51593","SRRT","ENSG00000087087"
"gene17633","UFSP1","402682","UFSP1","ENSG00000176125"
"gene17634","ACHE","43","ACHE","ENSG00000087085"
"gene17635","ACHE","43","ACHE","ENSG00000087085"
"gene17636","ACHE","43","ACHE","ENSG00000087085"
"gene17637","MUC12","10071","MUC12","ENSG00000205277"
"gene17638","LOC102724094","","",""
"gene17639","MUC17","140453","MUC17","ENSG00000169876"
"gene17640","TRIM56","81844","TRIM56","ENSG00000169871"
"gene17641","SERPINE1","5054","SERPINE1","ENSG00000106366"
"gene17642","AP1S1","1174","AP1S1","ENSG00000106367"
"gene17643","VGF","7425","VGF","ENSG00000128564"
"gene17644","NAT16","375607","NAT16","ENSG00000167011"
"gene17645","MOGAT3","346606","MOGAT3","ENSG00000106384"
"gene17646","ZNHIT1","10467","ZNHIT1","ENSG00000106400"
"gene17647","PLOD3","8985","PLOD3","ENSG00000106397"
"gene17648","CLDN15","24146","CLDN15","ENSG00000106404"
"gene17649","CLDN15","24146","CLDN15","ENSG00000106404"
"gene17650","FIS1","51024","FIS1","ENSG00000214253"
"gene17651","LOC101927746","","",""
"gene17652","IFT22","64792","IFT22","ENSG00000128581"
"gene17653","COL26A1","136227","COL26A1","ENSG00000160963"
"gene17654","CUX1","1523","CUX1","ENSG00000257923"
"gene17655","CUX1","1523","CUX1","ENSG00000257923"
"gene17656","CUX1","1523","CUX1","ENSG00000257923"
"gene17657","MIR4285","100422858","MIR4285","ENSG00000264675"
"gene17658","LOC100289561","100289561","LOC100289561",""
"gene17659","LOC100630923","100630923","LOC100630923",""
"gene17660","PRKRIP1","79706","PRKRIP1","ENSG00000128563"
"gene17661","ORAI2","80228","ORAI2","ENSG00000160991"
"gene17662","LRWD1","222229","LRWD1","ENSG00000161036"
"gene17663","MIR5090","100847073","MIR5090","ENSG00000284176"
"gene17664","ALKBH4","54784","ALKBH4","ENSG00000160993"
"gene17665","MIR4467","100616367","MIR4467","ENSG00000284596"
"gene17666","ARMC10","83787","ARMC10","ENSG00000170632"
"gene17667","FBXL13","222235","FBXL13","ENSG00000161040"
"gene17668","FBXL13","222235","FBXL13","ENSG00000161040"
"gene17669","NAPEPLD","222236","NAPEPLD","ENSG00000161048"
"gene17670","DPY19L2P2","349152","DPY19L2P2","ENSG00000170629"
"gene17671","DPY19L2P2","349152","DPY19L2P2","ENSG00000170629"
"gene17672","PMPCB","9512","PMPCB","ENSG00000105819"
"gene17673","SLC26A5","375611","SLC26A5","ENSG00000170615"
"gene17674","RELN","5649","RELN","ENSG00000189056"
"gene17675","ORC5","5001","ORC5","ENSG00000164815"
"gene17676","LHFPL3","375612","LHFPL3","ENSG00000187416"
"gene17677","KMT2E","55904","KMT2E","ENSG00000005483"
"gene17678","KMT2E-AS1","100216545","KMT2E-AS1",""
"gene17679","SRPK2","6733","SRPK2","ENSG00000135250"
"gene17680","PUS7","54517","PUS7","ENSG00000091127"
"gene17681","EFCAB10","100130771","EFCAB10","ENSG00000185055"
"gene17682","ATXN7L1","222255","ATXN7L1","ENSG00000146776"
"gene17683","ATXN7L1","222255","ATXN7L1","ENSG00000146776"
"gene17684","ATXN7L1","222255","ATXN7L1","ENSG00000146776"
"gene17685","SYPL1","6856","SYPL1","ENSG00000008282"
"gene17686","NAMPT","10135","NAMPT","ENSG00000105835"
"gene17687","PRKAR2B","5577","PRKAR2B","ENSG00000005249"
"gene17688","HBP1","26959","HBP1","ENSG00000105856"
"gene17689","HBP1","26959","HBP1","ENSG00000105856"
"gene17690","DUS4L","11062","DUS4L","ENSG00000105865"
"gene17691","BCAP29","55973","BCAP29","ENSG00000075790"
"gene17692","BCAP29","55973","BCAP29","ENSG00000075790"
"gene17693","SLC26A4-AS1","286002","SLC26A4-AS1",""
"gene17694","CBLL1","79872","CBLL1","ENSG00000105879"
"gene17695","SLC26A3","1811","SLC26A3","ENSG00000091138"
"gene17696","LAMB1","3912","LAMB1","ENSG00000091136"
"gene17697","NRCAM","4897","NRCAM","ENSG00000091129"
"gene17698","PNPLA8","50640","PNPLA8","ENSG00000135241"
"gene17699","DNAJB9","4189","DNAJB9","ENSG00000128590"
"gene17700","THAP5","168451","THAP5","ENSG00000177683"
"gene17701","THAP5","168451","THAP5","ENSG00000177683"
"gene17702","IMMP2L","83943","IMMP2L","ENSG00000184903"
"gene17703","IMMP2L","83943","IMMP2L","ENSG00000184903"
"gene17704","ZNF277","11179","ZNF277","ENSG00000198839"
"gene17705","DOCK4","9732","DOCK4","ENSG00000128512"
"gene17706","IFRD1","3475","IFRD1","ENSG00000006652"
"gene17707","IFRD1","3475","IFRD1","ENSG00000006652"
