,gene_symbol,ensembl_id
14933,AC099684.3,ENSG00000262869
14934,AC092902.2,ENSG00000272840
14935,ADCY6-DT,ENSG00000257660
14936,SPTBN1,ENSG00000115306
14937,BCL7B,ENSG00000106635
14938,ARPC5,ENSG00000162704
14939,AC005324.5,ENSG00000267227
14940,H3P8,ENSG00000270915
14941,ARL14EP,ENSG00000152219
14942,LINC01214,ENSG00000243550
14943,AL049552.1,ENSG00000234084
14944,MEF2B,ENSG00000213999
14945,AC092535.5,ENSG00000273179
14946,SMARCE1P4,ENSG00000253650
14947,SMPD4BP,ENSG00000152117
14948,AC092059.1,ENSG00000239991
14949,LINC00265,ENSG00000188185
14950,AC090506.2,ENSG00000279734
14951,SLC9B1P4,ENSG00000227367
14952,AC011043.2,ENSG00000278198
14953,DMRTC2,ENSG00000142025
14954,PLAC8L1,ENSG00000173261
14955,AP001059.1,ENSG00000275799
14956,RBX1,ENSG00000100387
14957,CLK3P2,ENSG00000226191
14958,TRAV31,ENSG00000249048
14959,RAET1G,ENSG00000203722
14960,AC079145.1,ENSG00000227210
14961,AC006254.1,ENSG00000243696
14962,AC005342.1,ENSG00000203593
14963,ERG28,ENSG00000133935
14964,IKBKG,ENSG00000269335
14965,AC025171.4,ENSG00000272144
14966,APBB1IP,ENSG00000077420
14967,AL157392.5,ENSG00000282246
14968,KRTAP5-AS1,ENSG00000233930
14969,LINC01958,ENSG00000283436
14970,AC012615.2,ENSG00000267007
14971,ARHGAP19-SLIT1,ENSG00000269891
14972,MAP3K13,ENSG00000073803
14973,DDX11L16,ENSG00000227159
14974,MIR663AHG,ENSG00000227195
14975,LIG3,ENSG00000005156
14976,AC010203.2,ENSG00000257696
14977,AC131392.1,ENSG00000251158
14978,AC079905.1,ENSG00000237176
14979,FANCC,ENSG00000158169
14980,RNU6-327P,ENSG00000252079
14981,ZNF432,ENSG00000256087
14982,AC023043.1,ENSG00000260552
14983,LINC02543,ENSG00000232947
14984,PRR3,ENSG00000204576
14985,UXT-AS1,ENSG00000267064
14986,IGHA2,ENSG00000211890
14987,BMP4,ENSG00000125378
14988,RN7SL589P,ENSG00000239247
14989,NSFL1C,ENSG00000088833
14990,MRPS31P5,ENSG00000243406
14991,AL161616.1,ENSG00000277319
14992,AC116903.2,ENSG00000260661
14993,TRMT10BP1,ENSG00000253580
14994,AC122129.2,ENSG00000264167
14995,ZNF687,ENSG00000143373
14996,OPTN,ENSG00000123240
14997,CLEC11A,ENSG00000105472
14998,AC156455.1,ENSG00000256546
14999,AC009987.1,ENSG00000231138
15000,LINC02354,ENSG00000257488
15001,AC016987.2,ENSG00000259636
15002,AC068228.3,ENSG00000287657
15003,AP001471.1,ENSG00000227438
15004,CELA1,ENSG00000139610
15005,AC239860.2,ENSG00000278182
15006,PSMA5,ENSG00000143106
15007,LINC00304,ENSG00000180422
15008,SIGLEC31P,ENSG00000268847
15009,LINC02703,ENSG00000257067
15010,RN7SKP1,ENSG00000202395
15011,GSS,ENSG00000100983
15012,TSPAN16,ENSG00000130167
15013,NAP1L3,ENSG00000186310
15014,AC015971.1,ENSG00000228363
15015,AL353730.1,ENSG00000287318
15016,ZCCHC8,ENSG00000033030
15017,RPS15AP13,ENSG00000228568
15018,SCARNA10,ENSG00000239002
15019,MTIF2,ENSG00000085760
15020,NFKBIZ,ENSG00000144802
15021,AC253536.1,ENSG00000224205
15022,AL590640.1,ENSG00000224311
15023,AP001148.1,ENSG00000278989
15024,SGMS1-AS1,ENSG00000226200
15025,TMED9,ENSG00000184840
15026,ATPSCKMT,ENSG00000150756
15027,AL590099.1,ENSG00000276958
15028,LRRC37A15P,ENSG00000230069
15029,PA2G4P3,ENSG00000263405
15030,OLFML3,ENSG00000116774
15031,ZC3H6,ENSG00000188177
15032,CCDC39,ENSG00000145075
15033,LINCADL,ENSG00000287148
15034,AL050403.1,ENSG00000232900
15035,CDC40,ENSG00000168438
15036,MORF4L1P1,ENSG00000218283
15037,YJU2,ENSG00000105248
15038,AC067930.3,ENSG00000254859
15039,PRMT6,ENSG00000198890
15040,AC009899.1,ENSG00000285940
15041,HAND2,ENSG00000164107
15042,AC104451.1,ENSG00000233133
15043,NFE2,ENSG00000123405
15044,XIAP,ENSG00000101966
15045,RN7SL565P,ENSG00000276562
15046,AL138820.1,ENSG00000277151
15047,KRT18P37,ENSG00000253943
15048,CLCA4-AS1,ENSG00000236915
15049,AC016526.3,ENSG00000280078
15050,AC133555.1,ENSG00000257506
15051,SLC1A2,ENSG00000110436
15052,ZNF667-AS1,ENSG00000166770
15053,SPATA3,ENSG00000173699
15054,RBMXP3,ENSG00000255063
15055,PWAR1,ENSG00000279050
15056,PDIK1L,ENSG00000175087
15057,H2AC13,ENSG00000196747
15058,SAPCD2P1,ENSG00000213644
15059,REXO1,ENSG00000079313
15060,AC093025.1,ENSG00000257124
15061,AC013356.1,ENSG00000244251
15062,NXT2,ENSG00000101888
15063,ATRX,ENSG00000085224
15064,PHPT1,ENSG00000054148
15065,ALG12,ENSG00000182858
15066,SEPTIN2,ENSG00000168385
15067,AC008770.2,ENSG00000267179
15068,LINC00867,ENSG00000232139
15069,SPATA31D1,ENSG00000214929
15070,AC005062.1,ENSG00000243004
15071,AC097535.1,ENSG00000248417
15072,PDPN,ENSG00000162493
15073,MC5R,ENSG00000176136
15074,HSD3BP1,ENSG00000187481
15075,KDM8,ENSG00000155666
15076,PRADC1,ENSG00000135617
15077,AL096701.2,ENSG00000229169
15078,AL355974.2,ENSG00000276269
15079,VWA8,ENSG00000102763
15080,RPS15AP36,ENSG00000213013
15081,KLLN,ENSG00000227268
15082,MAML1,ENSG00000161021
15083,AL136087.1,ENSG00000218986
15084,NDUFA6-DT,ENSG00000237037
15085,AC100757.3,ENSG00000275363
15086,TEX264,ENSG00000164081
15087,AL161742.1,ENSG00000177452
15088,AC067931.2,ENSG00000280326
15089,HNRNPH1P3,ENSG00000248854
15090,AL135786.2,ENSG00000272866
15091,AC063926.3,ENSG00000279905
15092,EPB41,ENSG00000159023
15093,BNIP3P18,ENSG00000269055
15094,VN1R78P,ENSG00000268272
15095,HSPE1P1,ENSG00000234878
15096,AL035467.2,ENSG00000285963
15097,HOMER1,ENSG00000152413
15098,CRIM1-DT,ENSG00000260025
15099,RXFP1,ENSG00000171509
15100,AC007036.3,ENSG00000251660
15101,AC122710.2,ENSG00000272071
15102,Z93929.1,ENSG00000276467
15103,PTP4A1P2,ENSG00000255807
15104,RN7SL521P,ENSG00000240877
15105,CLEC1A,ENSG00000150048
15106,AL157886.1,ENSG00000285987
15107,IFNA7,ENSG00000214042
15108,AC009090.6,ENSG00000285979
15109,LINC00844,ENSG00000237949
15110,CHIAP2,ENSG00000203878
15111,LINC02223,ENSG00000249937
15112,MTCO1P47,ENSG00000254241
15113,GUSBP12,ENSG00000169325
15114,LINC00632,ENSG00000203930
15115,AL590681.1,ENSG00000286284
15116,AC087354.1,ENSG00000254258
15117,AL513478.1,ENSG00000276257
15118,AC009014.3,ENSG00000277524
15119,SLC49A3,ENSG00000169026
15120,NPM1P49,ENSG00000226556
15121,KCNQ4,ENSG00000117013
15122,LINC02525,ENSG00000230269
15123,LINC02727,ENSG00000254823
15124,TXNP2,ENSG00000225167
15125,UQCRC2,ENSG00000140740
15126,TRIM15,ENSG00000204610
15127,PDXP-DT,ENSG00000233360
15128,RPL7AP2,ENSG00000241984
15129,H1-7,ENSG00000187166
15130,AC099522.2,ENSG00000272525
15131,AC092067.1,ENSG00000267234
15132,TMEM14EP,ENSG00000221962
15133,AC007787.1,ENSG00000267610
15134,AC108519.1,ENSG00000288075
15135,AC113331.1,ENSG00000236897
15136,AC093843.1,ENSG00000224819
15137,PPFIA3,ENSG00000177380
15138,DHX16,ENSG00000204560
15139,ZCCHC24,ENSG00000165424
15140,AL138731.1,ENSG00000235099
15141,Z82196.2,ENSG00000237316
15142,AC108114.1,ENSG00000240052
15143,AC073913.2,ENSG00000256502
15144,AC005632.2,ENSG00000257639
15145,NIFKP8,ENSG00000259449
15146,LINC01900,ENSG00000265758
15147,TMEM50A,ENSG00000183726
15148,AL592071.1,ENSG00000273980
15149,LINC02239,ENSG00000248908
15150,AP003469.1,ENSG00000253355
15151,NME1-NME2,ENSG00000011052
15152,AC140168.1,ENSG00000286751
15153,POLR1A,ENSG00000068654
15154,STX8,ENSG00000170310
15155,BX276092.9,ENSG00000283599
15156,CLEC9A,ENSG00000197992
15157,SMC4,ENSG00000113810
15158,GALNT16,ENSG00000100626
15159,AL845472.1,ENSG00000279561
15160,LRR1,ENSG00000165501
15161,TANGO2,ENSG00000183597
15162,RN7SL26P,ENSG00000242014
15163,AC068234.1,ENSG00000259753
15164,EEF1A1P12,ENSG00000214199
15165,C2CD5,ENSG00000111731
15166,GOLGA3,ENSG00000090615
15167,MFFP1,ENSG00000215720
15168,BMS1P19,ENSG00000231099
15169,AL157827.2,ENSG00000285650
15170,BDH2,ENSG00000164039
15171,AL358232.1,ENSG00000224245
15172,FOXRED1,ENSG00000110074
15173,AL135934.1,ENSG00000254669
15174,NECTIN3,ENSG00000177707
15175,WWTR1-AS1,ENSG00000241313
15176,OLIG1,ENSG00000184221
15177,ZGLP1,ENSG00000220201
15178,RHO,ENSG00000163914
15179,UGT1A7,ENSG00000244122
15180,MRPL48,ENSG00000175581
15181,PMS2P5,ENSG00000123965
15182,DIRC3,ENSG00000231672
15183,MIR4453HG,ENSG00000268471
15184,AC084880.3,ENSG00000256609
15185,AC135721.1,ENSG00000267681
15186,AL121832.2,ENSG00000273619
15187,DPPA3P1,ENSG00000227067
15188,AC015688.6,ENSG00000266872
15189,KRTAP7-1,ENSG00000274749
15190,AC044787.1,ENSG00000213862
15191,PTMAP12,ENSG00000282886
15192,AC010928.3,ENSG00000267687
15193,AC019068.1,ENSG00000233611
15194,CBX3P8,ENSG00000254496
15195,AC119800.1,ENSG00000237852
15196,MTND4LP20,ENSG00000220514
15197,AC104394.1,ENSG00000278593
15198,RN7SKP79,ENSG00000200243
15199,BTG4,ENSG00000137707
15200,MED9,ENSG00000141026
15201,SLC25A1P3,ENSG00000213645
15202,QTRT1P1,ENSG00000270524
15203,AC020907.3,ENSG00000269303
15204,RN7SL199P,ENSG00000265315
15205,CCNA1,ENSG00000133101
15206,OR2Z1,ENSG00000181733
15207,VSTM2B,ENSG00000187135
15208,AC118758.1,ENSG00000233437
15209,OTOA,ENSG00000155719
15210,AC133550.2,ENSG00000260570
15211,FAM168B,ENSG00000152102
15212,FKBP1B,ENSG00000119782
15213,SHQ1,ENSG00000144736
15214,AL359198.2,ENSG00000273497
15215,AC138331.1,ENSG00000258066
15216,COG8,ENSG00000213380
15217,RTL8A,ENSG00000203950
15218,AL499627.2,ENSG00000272050
15219,ZYG11A,ENSG00000203995
15220,PTMAP9,ENSG00000198134
15221,RPL41,ENSG00000229117
15222,ST13P5,ENSG00000212789
15223,CICP1,ENSG00000233652
15224,SNORA50A,ENSG00000206952
15225,TLCD1,ENSG00000160606
15226,IGLVI-38,ENSG00000253889
15227,KATNBL1P2,ENSG00000232857
15228,AC000374.1,ENSG00000227249
15229,AC083875.1,ENSG00000235429
15230,EPPIN-WFDC6,ENSG00000249139
15231,KCNH2,ENSG00000055118
15232,MMADHC-DT,ENSG00000231969
15233,HLA-DOA,ENSG00000204252
15234,MTCO3P11,ENSG00000237711
15235,GP1BA,ENSG00000185245
15236,AC006338.1,ENSG00000278197
15237,IL7R,ENSG00000168685
15238,IGFL1P2,ENSG00000268238
15239,AL591074.2,ENSG00000286270
15240,AC025754.1,ENSG00000250234
15241,AC022795.1,ENSG00000244527
15242,RPSAP63,ENSG00000233260
15243,FOXL1,ENSG00000176678
15244,PTPRJ,ENSG00000149177
15245,RN7SL598P,ENSG00000243700
15246,TAF9P1,ENSG00000226353
15247,FABP3,ENSG00000121769
15248,HNRNPA1P63,ENSG00000227453
15249,AC007620.2,ENSG00000242539
15250,CPS1,ENSG00000021826
15251,ATP2B4,ENSG00000058668
15252,NSRP1,ENSG00000126653
15253,SSU72P7,ENSG00000284438
15254,TMEM181,ENSG00000146433
15255,RN7SKP169,ENSG00000223056
15256,MTND2P29,ENSG00000233595
15257,AL645634.2,ENSG00000237389
15258,E2F4,ENSG00000205250
15259,NPM1P1,ENSG00000267652
15260,ZP3P2,ENSG00000226066
15261,AC026726.2,ENSG00000287938
15262,AC010385.1,ENSG00000226400
15263,AC068279.1,ENSG00000224881
15264,TGFBR2,ENSG00000163513
15265,AC084824.2,ENSG00000257643
15266,AC084759.2,ENSG00000259669
15267,AC007922.1,ENSG00000264695
15268,AC011411.1,ENSG00000249363
15269,FBXO6,ENSG00000116663
15270,AL353752.2,ENSG00000286842
15271,CFHR5,ENSG00000134389
15272,AC068473.2,ENSG00000266901
15273,AC114341.2,ENSG00000287879
15274,AC013439.1,ENSG00000287418
15275,RPSAP38,ENSG00000239694
15276,IGKV3-25,ENSG00000253202
15277,TMEM114,ENSG00000232258
15278,AC002310.1,ENSG00000235560
15279,H3P11,ENSG00000230111
15280,AC111197.1,ENSG00000287369
15281,AC018695.3,ENSG00000270159
15282,LINC02347,ENSG00000214043
15283,AL157402.2,ENSG00000261573
15284,MFAP3,ENSG00000037749
15285,LINC00242,ENSG00000229214
15286,ZKSCAN1,ENSG00000106261
15287,TEX50,ENSG00000232113
15288,ATP8B4,ENSG00000104043
15289,RN7SL717P,ENSG00000240302
15290,AC008543.2,ENSG00000220949
15291,NOTUM,ENSG00000185269
15292,ARHGAP24,ENSG00000138639
15293,AC026803.3,ENSG00000286024
15294,VN1R68P,ENSG00000259979
15295,AKR1C1,ENSG00000187134
15296,LGALSL-DT,ENSG00000223935
15297,DEFB4B,ENSG00000177257
15298,SH3BP1,ENSG00000100092
15299,RARRES2,ENSG00000106538
15300,TSPYL4,ENSG00000187189
15301,PRIMA1,ENSG00000175785
15302,GK3P,ENSG00000229894
15303,AL590399.6,ENSG00000236450
15304,H3P36,ENSG00000236534
15305,FURIN,ENSG00000140564
15306,AC007224.2,ENSG00000279357
15307,HSPB9,ENSG00000260325
15308,GRM5-AS1,ENSG00000255082
15309,PRKRIP1,ENSG00000128563
15310,AC012417.1,ENSG00000263698
15311,AL022316.1,ENSG00000230107
15312,AL035423.1,ENSG00000225046
15313,CBY2,ENSG00000174015
15314,AL049745.1,ENSG00000201003
15315,RNA5SP434,ENSG00000252456
15316,TAF1A,ENSG00000143498
15317,AL158196.1,ENSG00000276968
15318,AC097634.3,ENSG00000277855
15319,AC244093.5,ENSG00000278638
15320,TOMM22P6,ENSG00000241874
15321,C15orf32,ENSG00000183643
15322,C10orf53,ENSG00000178645
15323,PWP2,ENSG00000241945
15324,AC068580.4,ENSG00000250644
15325,ANPEP,ENSG00000166825
15326,STARD6,ENSG00000174448
15327,AC104790.1,ENSG00000285998
15328,NXPE1,ENSG00000095110
15329,CSAG4,ENSG00000242599
15330,,ENSG00000244306
15331,ANKRD20A18P,ENSG00000249493
15332,AC015943.1,ENSG00000288036
15333,PPP1R11P1,ENSG00000236216
15334,C1DP5,ENSG00000254965
15335,AC010325.3,ENSG00000284711
15336,AL133480.1,ENSG00000233367
15337,AC080132.1,ENSG00000286891
15338,HMGB3P30,ENSG00000213652
15339,AC099654.12,ENSG00000287517
15340,OR4F4,ENSG00000177693
15341,AL023581.2,ENSG00000227192
15342,AC104051.2,ENSG00000254139
15343,,ENSG00000200237
15344,AL034418.1,ENSG00000229853
15345,RN7SKP228,ENSG00000222974
15346,AC009902.3,ENSG00000272425
15347,CCDC158,ENSG00000163749
15348,AC048344.4,ENSG00000277342
15349,AC113430.1,ENSG00000250020
15350,ANO1-AS1,ENSG00000254902
15351,DAAM2,ENSG00000146122
15352,AC005476.1,ENSG00000259079
15353,RPL23AP69,ENSG00000235315
15354,AC012500.1,ENSG00000287536
15355,SDSL,ENSG00000139410
15356,SLC25A6P4,ENSG00000266909
15357,ETV1,ENSG00000006468
15358,C9orf163,ENSG00000196366
15359,LINC01913,ENSG00000214691
15360,REXO2,ENSG00000076043
15361,AC055876.2,ENSG00000254398
15362,MRPL57P6,ENSG00000249449
15363,AC003071.1,ENSG00000226573
15364,AL023806.2,ENSG00000270828
15365,PDE6H,ENSG00000139053
15366,LINC00485,ENSG00000258169
15367,NBPF1,ENSG00000219481
15368,LINC01997,ENSG00000241383
15369,SFRP4,ENSG00000106483
15370,PLD1,ENSG00000075651
15371,AC003092.1,ENSG00000236453
15372,AL137024.1,ENSG00000244757
15373,AL353732.1,ENSG00000261696
15374,AL022163.1,ENSG00000224054
15375,AL121820.1,ENSG00000258623
15376,PHF3,ENSG00000118482
15377,,ENSG00000221496
15378,AC011997.2,ENSG00000286020
15379,AC069236.1,ENSG00000271711
15380,KLHL11,ENSG00000178502
15381,RB1CC1,ENSG00000023287
15382,RPL23P8,ENSG00000219451
15383,MKNK1,ENSG00000079277
15384,AC116565.1,ENSG00000283183
15385,IGLV5-48,ENSG00000211647
15386,,ENSG00000274008
15387,USP46,ENSG00000109189
15388,AC211469.1,ENSG00000270555
15389,AC104472.3,ENSG00000284952
15390,PLBD2,ENSG00000151176
15391,AP001591.1,ENSG00000287412
15392,ADAMTS7,ENSG00000136378
15393,SHISAL2B,ENSG00000145642
15394,BX322635.1,ENSG00000270497
15395,FBXL20,ENSG00000108306
15396,BX470209.2,ENSG00000236507
15397,ERC2-IT1,ENSG00000281708
15398,AC234771.2,ENSG00000228922
15399,AC113367.3,ENSG00000250405
15400,TH,ENSG00000180176
15401,TMSB15A,ENSG00000158164
15402,ERICH5,ENSG00000177459
15403,NSA2P3,ENSG00000179031
15404,TCEA1P1,ENSG00000197214
15405,SMLR1,ENSG00000256162
15406,AC100810.2,ENSG00000254265
15407,PPT2-EGFL8,ENSG00000258388
15408,PRAMEF5,ENSG00000270601
15409,TIA1,ENSG00000116001
15410,SLC2A2,ENSG00000163581
15411,INSL5,ENSG00000172410
15412,RCC2,ENSG00000179051
15413,RIPPLY3,ENSG00000183145
15414,AC010900.1,ENSG00000270664
15415,ANKRD37,ENSG00000186352
15416,SLURP2,ENSG00000283992
15417,LINC02332,ENSG00000259054
15418,CCNB1IP1P3,ENSG00000231001
15419,Z69908.1,ENSG00000274901
15420,PABPC1,ENSG00000070756
15421,CMA1,ENSG00000092009
15422,FES,ENSG00000182511
15423,PABPC1L2B,ENSG00000184388
15424,GRHL3-AS1,ENSG00000232298
15425,IGKV2OR22-4,ENSG00000253691
15426,SCAMP1,ENSG00000085365
15427,AC022616.4,ENSG00000253707
15428,LINC00640,ENSG00000258479
15429,SPATA12,ENSG00000186451
15430,TAF11L10,ENSG00000284356
15431,LINC02455,ENSG00000256672
15432,ZCCHC4,ENSG00000168228
15433,SLC35A3,ENSG00000117620
15434,CLCN7,ENSG00000103249
15435,NIPA2P4,ENSG00000254151
15436,AC015849.4,ENSG00000270894
15437,LRRC71,ENSG00000160838
15438,RSAD1,ENSG00000136444
15439,AL136982.6,ENSG00000272508
15440,WDR89,ENSG00000140006
15441,H3P27,ENSG00000220730
15442,AC027601.4,ENSG00000279187
15443,ACAA1,ENSG00000060971
15444,PPP1R35,ENSG00000160813
15445,CCDC184,ENSG00000177875
15446,NT5C2,ENSG00000076685
15447,LRRC37A3,ENSG00000176809
15448,ZNF540,ENSG00000171817
15449,AC024592.2,ENSG00000267709
15450,AC107029.2,ENSG00000244464
15451,PRSS3,ENSG00000010438
15452,ALPP,ENSG00000163283
15453,AC023908.1,ENSG00000259432
15454,AC012456.2,ENSG00000230790
15455,H4C5,ENSG00000276966
15456,AP001020.1,ENSG00000264339
15457,CST9,ENSG00000173335
15458,RPL12P16,ENSG00000204196
15459,NELL1,ENSG00000165973
15460,RPL23AP47,ENSG00000219814
15461,AC022816.1,ENSG00000230647
15462,CLLU1,ENSG00000257127
15463,DGKZ,ENSG00000149091
15464,EAF1,ENSG00000144597
15465,Z99774.4,ENSG00000277941
15466,AL158063.1,ENSG00000276957
15467,AL358781.2,ENSG00000230289
15468,BLACAT1,ENSG00000281406
15469,NANOGNBP1,ENSG00000226034
15470,OR4C5,ENSG00000176540
15471,GCNA,ENSG00000147174
15472,PALB2,ENSG00000083093
15473,AC007347.2,ENSG00000280454
15474,UBA52P3,ENSG00000243023
15475,ARHGAP28,ENSG00000088756
15476,PTPN22,ENSG00000134242
15477,ANXA13,ENSG00000104537
15478,SHD,ENSG00000105251
15479,RXFP2,ENSG00000133105
15480,ZNF518A,ENSG00000177853
15481,AFF2,ENSG00000155966
15482,SLC2A9,ENSG00000109667
15483,UBE2V2P4,ENSG00000231849
15484,DUX4L11,ENSG00000278761
15485,AC018861.1,ENSG00000253975
15486,POLR3KP1,ENSG00000232647
15487,NDUFC2,ENSG00000151366
15488,AC113191.1,ENSG00000254198
15489,AC004920.1,ENSG00000236046
15490,AC021134.1,ENSG00000248431
15491,ZBTB45P2,ENSG00000226065
15492,NECTIN1-AS1,ENSG00000255247
15493,DOCK5,ENSG00000147459
15494,CAPRIN1,ENSG00000135387
15495,UBE2V1P10,ENSG00000226590
15496,HSPBAP1,ENSG00000169087
15497,AL137191.1,ENSG00000259093
15498,AP003784.1,ENSG00000279497
15499,PIK3IP1,ENSG00000100100
15500,ZNF790,ENSG00000197863
15501,AP001432.1,ENSG00000242553
15502,TRBC2,ENSG00000211772
15503,THUMPD3P1,ENSG00000248711
15504,LRRC38,ENSG00000162494
15505,BRI3P1,ENSG00000225169
15506,RAB11FIP1,ENSG00000156675
15507,AL359182.1,ENSG00000226334
15508,AC087894.3,ENSG00000286662
15509,AC011767.1,ENSG00000259425
15510,TYK2,ENSG00000105397
15511,ASAP1,ENSG00000153317
15512,ARG2,ENSG00000081181
15513,AL096829.1,ENSG00000213579
15514,RPS27AP19,ENSG00000269228
15515,GABARAPL1,ENSG00000139112
15516,H2BC7,ENSG00000277224
15517,ITM2C,ENSG00000135916
15518,AC092343.1,ENSG00000247345
15519,AC016885.1,ENSG00000253960
15520,,ENSG00000207430
15521,AC025809.2,ENSG00000278875
15522,H3P31,ENSG00000232466
15523,TMEM74,ENSG00000164841
15524,AC025279.2,ENSG00000260413
15525,AC008873.1,ENSG00000279638
15526,LINC02092,ENSG00000234721
15527,RN7SL459P,ENSG00000240993
15528,MYOM1,ENSG00000101605
15529,AL445928.1,ENSG00000230287
15530,IGLVIV-59,ENSG00000254308
15531,AL772161.1,ENSG00000230064
15532,ZC3H12D,ENSG00000178199
15533,ANKRD63,ENSG00000230778
15534,AC090001.2,ENSG00000285030
15535,AC093904.1,ENSG00000240980
15536,RECQL4,ENSG00000160957
15537,AL160408.2,ENSG00000228830
15538,NIPBL,ENSG00000164190
15539,PCDHGA6,ENSG00000253731
15540,AC011603.4,ENSG00000277672
15541,TP53TG3E,ENSG00000275034
15542,AL357874.2,ENSG00000231393
15543,UPP1,ENSG00000183696
15544,AL118557.1,ENSG00000258440
15545,MTND4P19,ENSG00000230338
15546,AC064807.4,ENSG00000272024
15547,C12orf66,ENSG00000174206
15548,LAMA2,ENSG00000196569
15549,SERPINA5,ENSG00000188488
15550,GPR135,ENSG00000181619
15551,SMG1P5,ENSG00000183604
15552,FEM1AP2,ENSG00000265296
15553,RPSAP39,ENSG00000244002
15554,AL022238.2,ENSG00000272834
15555,ZDHHC8P1,ENSG00000133519
15556,AL592227.1,ENSG00000275130
15557,CAMKV,ENSG00000164076
15558,AC006460.1,ENSG00000228509
15559,ANAPC1P4,ENSG00000234231
15560,AC021549.1,ENSG00000266521
15561,ASMTL,ENSG00000169093
15562,NPIPA7,ENSG00000214967
15563,AP003068.2,ENSG00000254614
15564,SAP30,ENSG00000164105
15565,EEF1A1P19,ENSG00000249855
15566,TREH,ENSG00000118094
15567,RPL37P6,ENSG00000241431
15568,VPS54,ENSG00000143952
15569,RPL14P1,ENSG00000139239
15570,AL358913.1,ENSG00000258387
15571,AC010328.3,ENSG00000269082
15572,AL133467.4,ENSG00000270038
15573,AC079030.1,ENSG00000286476
15574,SEPTIN4,ENSG00000108387
15575,AC016590.2,ENSG00000267682
15576,AC009237.4,ENSG00000230083
15577,HMGN1P34,ENSG00000224755
15578,PCDHGA7,ENSG00000253537
15579,AXIN1,ENSG00000103126
15580,PDX1,ENSG00000139515
15581,AP001972.3,ENSG00000255136
15582,RBMX2P4,ENSG00000230879
15583,NUDT6,ENSG00000170917
15584,RPS3AP14,ENSG00000242229
15585,TAS2R60,ENSG00000185899
15586,POLR2J,ENSG00000005075
15587,PITPNM2,ENSG00000090975
15588,AL022329.1,ENSG00000234884
15589,ACTBP1,ENSG00000229145
15590,AL451085.2,ENSG00000271380
15591,MED15P1,ENSG00000257853
15592,TP53TG3B,ENSG00000261509
15593,AL161757.3,ENSG00000258703
15594,DUX4L52,ENSG00000258336
15595,OR5BD1P,ENSG00000254749
15596,AC020719.1,ENSG00000237035
15597,TAB3P1,ENSG00000235462
15598,NDRG1,ENSG00000104419
15599,PLD6,ENSG00000179598
15600,AHCTF1P1,ENSG00000226121
15601,ZFAND2B,ENSG00000158552
15602,AL031282.1,ENSG00000227775
15603,HOXB-AS2,ENSG00000239552
15604,LINC02109,ENSG00000259786
15605,AL603756.1,ENSG00000271933
15606,AC012400.1,ENSG00000253362
15607,AL049539.1,ENSG00000275576
15608,DNAJC30,ENSG00000176410
15609,KY,ENSG00000174611
15610,ANAPC4,ENSG00000053900
15611,LINC02417,ENSG00000257048
15612,B4GALNT3,ENSG00000139044
15613,METRN,ENSG00000103260
15614,ZNF815P,ENSG00000235944
15615,AC093772.1,ENSG00000248491
15616,,ENSG00000206886
15617,AC005336.3,ENSG00000279717
15618,CSMD1,ENSG00000183117
15619,IGKV2D-14,ENSG00000254292
15620,POM121L14P,ENSG00000218189
15621,DHRS11,ENSG00000278535
15622,RN7SL638P,ENSG00000243702
15623,AC090114.2,ENSG00000273270
15624,AL035694.1,ENSG00000287294
15625,AC012339.1,ENSG00000248762
15626,AC207130.1,ENSG00000285722
15627,AC002069.3,ENSG00000235639
15628,GPR88,ENSG00000181656
15629,RGS19,ENSG00000171700
15630,IGLV3-31,ENSG00000253920
15631,MDM4,ENSG00000198625
15632,RNU1-42P,ENSG00000200903
15633,AC005703.4,ENSG00000279567
15634,RPSAP43,ENSG00000216471
15635,SPON1-AS1,ENSG00000254418
15636,VN1R7P,ENSG00000275592
15637,UICLM,ENSG00000233392
15638,AC010624.2,ENSG00000267890
15639,AC142086.4,ENSG00000260921
15640,BNIP3P27,ENSG00000268438
15641,MTND2P25,ENSG00000228182
15642,AL049796.1,ENSG00000260464
15643,AC104024.3,ENSG00000287114
15644,AP002884.2,ENSG00000255292
15645,AL023653.1,ENSG00000240143
15646,FLNA,ENSG00000196924
15647,AL392088.1,ENSG00000226483
15648,AC009901.1,ENSG00000248978
15649,PLAG1,ENSG00000181690
15650,GAPDHP36,ENSG00000213158
15651,BLACE,ENSG00000204960
15652,GUCA2A,ENSG00000197273
15653,AC083836.1,ENSG00000253872
15654,ESM1,ENSG00000164283
15655,IGBP1P5,ENSG00000250858
15656,LILRP1,ENSG00000186152
