,gene_symbol,ensembl_id
42195,AURKAIP1,ENSG00000175756
42196,AP000769.1,ENSG00000173727
42197,AC061975.1,ENSG00000260777
42198,AL357514.1,ENSG00000232299
42199,ADAM10,ENSG00000137845
42200,SHROOM2P1,ENSG00000226863
42201,KRT8P6,ENSG00000214930
42202,AP000829.1,ENSG00000263551
42203,MEP1AP4,ENSG00000224537
42204,AC140059.1,ENSG00000242911
42205,AP000777.1,ENSG00000255845
42206,DGKH,ENSG00000102780
42207,OR5H3P,ENSG00000249975
42208,MAGEF1,ENSG00000177383
42209,AL121992.1,ENSG00000237301
42210,MED15P7,ENSG00000234381
42211,AC011462.2,ENSG00000268475
42212,MTND6P32,ENSG00000227649
42213,AC008278.1,ENSG00000224194
42214,APP,ENSG00000142192
42215,ANKRD36C,ENSG00000174501
42216,MYEOV,ENSG00000172927
42217,MTCO1P42,ENSG00000230327
42218,NT5C1B-RDH14,ENSG00000250741
42219,AC069272.1,ENSG00000250354
42220,AC011753.2,ENSG00000230696
42221,AC245517.4,ENSG00000236118
42222,SOCS1,ENSG00000185338
42223,DNAAF3,ENSG00000167646
42224,AC016542.3,ENSG00000280166
42225,GRIN2D,ENSG00000105464
42226,PRR23D3P,ENSG00000254776
42227,TBC1D22A-AS1,ENSG00000280080
42228,ELAPOR2,ENSG00000164659
42229,TAT-AS1,ENSG00000260886
42230,AL357497.1,ENSG00000235051
42231,AL121990.1,ENSG00000223635
42232,AC022140.2,ENSG00000279531
42233,AL442067.3,ENSG00000286416
42234,KISS1,ENSG00000170498
42235,CSHL1,ENSG00000204414
42236,KTN1,ENSG00000126777
42237,,ENSG00000275631
42238,CKS1BP7,ENSG00000254331
42239,RDH8,ENSG00000080511
42240,AC004790.2,ENSG00000280412
42241,AC010530.1,ENSG00000270165
42242,NBEA,ENSG00000172915
42243,AC079610.2,ENSG00000272519
42244,DOCK9-AS1,ENSG00000229918
42245,USP17L8,ENSG00000237038
42246,RPL39P15,ENSG00000231414
42247,TSPO,ENSG00000100300
42248,RGPD6,ENSG00000183054
42249,CU104787.1,ENSG00000279973
42250,AL662789.1,ENSG00000232080
42251,AL445649.1,ENSG00000276740
42252,AC011322.1,ENSG00000286017
42253,DEFA6,ENSG00000164822
42254,RN7SKP221,ENSG00000222352
42255,AC018659.4,ENSG00000275971
42256,AC092053.1,ENSG00000270367
42257,RNU2-3P,ENSG00000222076
42258,AC005306.1,ENSG00000267283
42259,CDRT15P11,ENSG00000251345
42260,AC135782.3,ENSG00000261546
42261,DUX4L21,ENSG00000275610
42262,AC074254.2,ENSG00000287210
42263,GJA1P1,ENSG00000176857
42264,OR52E4,ENSG00000180974
42265,CCNYL2,ENSG00000182632
42266,ANKRD17,ENSG00000132466
42267,AL590093.1,ENSG00000230728
42268,CTSZ,ENSG00000101160
42269,DCTN3,ENSG00000137100
42270,RNF19BPX,ENSG00000227434
42271,AC009108.3,ENSG00000270020
42272,UQCC1,ENSG00000101019
42273,AC090022.2,ENSG00000257865
42274,AL356585.1,ENSG00000279081
42275,HPGDS,ENSG00000163106
42276,AC093677.1,ENSG00000251017
42277,FP236315.1,ENSG00000279064
42278,AC011092.3,ENSG00000286561
42279,AC099799.1,ENSG00000234189
42280,AL441992.2,ENSG00000286112
42281,KLF2,ENSG00000127528
42282,FABP5P2,ENSG00000236044
42283,AL078624.1,ENSG00000271399
42284,RN7SKP68,ENSG00000222987
42285,CNN2P2,ENSG00000227069
42286,AC069280.1,ENSG00000236839
42287,ALDH1L1-AS1,ENSG00000250218
42288,BX088702.1,ENSG00000277598
42289,COL6A1,ENSG00000142156
42290,AL356387.1,ENSG00000229283
42291,AC073188.5,ENSG00000234387
42292,AC146944.2,ENSG00000269983
42293,COX6CP10,ENSG00000238008
42294,PFN1P10,ENSG00000176378
42295,GUSBP1,ENSG00000183666
42296,OGG1,ENSG00000114026
42297,TMCO2,ENSG00000188800
42298,MIR194-2HG,ENSG00000229719
42299,AC084291.1,ENSG00000256071
42300,NDRG2,ENSG00000165795
42301,UGT2B25P,ENSG00000215110
42302,AC092295.2,ENSG00000267309
42303,GAPDHP73,ENSG00000226540
42304,RN7SL330P,ENSG00000244391
42305,RNA5SP473,ENSG00000252211
42306,RN7SL424P,ENSG00000244034
42307,HSPA1A,ENSG00000204389
42308,INSL6,ENSG00000120210
42309,RPL7AP72,ENSG00000235735
42310,LINC02568,ENSG00000259459
42311,RN7SL234P,ENSG00000241391
42312,UBFD1,ENSG00000103353
42313,CYRIB,ENSG00000153310
42314,AC022743.1,ENSG00000278933
42315,AC018767.1,ENSG00000259819
42316,AC010983.1,ENSG00000235056
42317,DAZAP2P1,ENSG00000223825
42318,RPL12P18,ENSG00000213400
42319,AC104982.2,ENSG00000263477
42320,ZCWPW2,ENSG00000206559
42321,WFDC3,ENSG00000124116
42322,AC107953.1,ENSG00000254247
42323,AL512638.1,ENSG00000226973
42324,AC017100.2,ENSG00000263772
42325,RN7SL339P,ENSG00000265740
42326,AC026368.1,ENSG00000277840
42327,PTMAP5,ENSG00000214182
42328,AC004975.1,ENSG00000224629
42329,LINC02014,ENSG00000248243
42330,AL136298.1,ENSG00000258580
42331,MPL,ENSG00000117400
42332,RBBP7,ENSG00000102054
42333,RPS24,ENSG00000138326
42334,RPF2,ENSG00000197498
42335,AC092436.1,ENSG00000228154
42336,BX664608.1,ENSG00000277490
42337,RN7SL258P,ENSG00000240589
42338,DLD,ENSG00000091140
42339,FEZ1,ENSG00000149557
42340,AC004828.1,ENSG00000258871
42341,VDAC2,ENSG00000165637
42342,KIAA0513,ENSG00000135709
42343,PINX1,ENSG00000254093
42344,AC004923.3,ENSG00000255230
42345,RPL10P10,ENSG00000216347
42346,AC009236.1,ENSG00000286519
42347,TSPAN10,ENSG00000182612
42348,MMP24,ENSG00000125966
42349,TLE4,ENSG00000106829
42350,AL357563.1,ENSG00000217178
42351,CHFR,ENSG00000072609
42352,ZNRF1,ENSG00000186187
42353,AC099508.2,ENSG00000261058
42354,AP005264.3,ENSG00000267643
42355,AC007495.1,ENSG00000260041
42356,AP000462.3,ENSG00000256972
42357,XRCC5,ENSG00000079246
42358,NFX1,ENSG00000086102
42359,RTL5,ENSG00000242732
42360,AC004231.4,ENSG00000265359
42361,CRYBB1,ENSG00000100122
42362,AC016912.1,ENSG00000253515
42363,AP001596.1,ENSG00000232692
42364,DMRT2,ENSG00000173253
42365,COPS2,ENSG00000166200
42366,UGT2B29P,ENSG00000250566
42367,GOLGA6A,ENSG00000159289
42368,AKR1B1P2,ENSG00000213452
42369,FP475955.4,ENSG00000280172
42370,AC005828.7,ENSG00000271919
42371,FAM114A2,ENSG00000055147
42372,CCR5AS,ENSG00000223552
42373,AC008539.1,ENSG00000248701
42374,AC113385.1,ENSG00000249787
42375,AL162311.3,ENSG00000258938
42376,CCN1,ENSG00000142871
42377,TNFSF11,ENSG00000120659
42378,AC116036.1,ENSG00000236722
42379,AC145350.1,ENSG00000259800
42380,HMGB1P25,ENSG00000230886
42381,AC009137.1,ENSG00000260999
42382,SNX9-AS1,ENSG00000236324
42383,AC083864.4,ENSG00000285573
42384,RN7SKP81,ENSG00000202473
42385,RPSAP15,ENSG00000237506
42386,AC007848.2,ENSG00000256218
42387,AP001486.1,ENSG00000239861
42388,RSU1,ENSG00000148484
42389,GRAP2,ENSG00000100351
42390,QTRT1,ENSG00000213339
42391,RN7SL554P,ENSG00000240936
42392,UGT1A11P,ENSG00000227846
42393,HLA-W,ENSG00000235290
42394,SSBL5P,ENSG00000236048
42395,AC006115.1,ENSG00000268407
42396,SLC25A5P7,ENSG00000218180
42397,AC097713.2,ENSG00000288040
42398,,ENSG00000212539
42399,OR5J7P,ENSG00000255217
42400,DUSP14,ENSG00000276023
42401,AC007649.1,ENSG00000286678
42402,AC025181.1,ENSG00000230829
42403,AC068483.1,ENSG00000238277
42404,AC007207.1,ENSG00000242444
42405,AC133865.1,ENSG00000229943
42406,OR8B5P,ENSG00000255030
42407,H2AZP4,ENSG00000255329
42408,AC010536.2,ENSG00000260671
42409,AL355601.1,ENSG00000234692
42410,HMGN1P33,ENSG00000230326
42411,AL590824.1,ENSG00000216352
42412,PRELID1,ENSG00000169230
42413,TMEM256P2,ENSG00000226726
42414,MAGEC2,ENSG00000046774
42415,,ENSG00000201346
42416,AL360181.3,ENSG00000254536
42417,AC015911.6,ENSG00000267359
42418,AC093635.1,ENSG00000272663
42419,AC253576.2,ENSG00000275426
42420,AC009060.1,ENSG00000247228
42421,AC243654.3,ENSG00000276054
42422,AL050309.1,ENSG00000227486
42423,AC234775.3,ENSG00000286000
42424,MTF2,ENSG00000143033
42425,AC233290.1,ENSG00000257872
42426,AL590483.3,ENSG00000279774
42427,IMPACT,ENSG00000154059
42428,TUBB2B,ENSG00000137285
42429,RPS3AP36,ENSG00000214362
42430,LRIT3,ENSG00000183423
42431,SMG1P1,ENSG00000237296
42432,MOSPD2,ENSG00000130150
42433,AC093746.1,ENSG00000287416
42434,AC002551.1,ENSG00000261736
42435,AC006483.2,ENSG00000272719
42436,AL390862.1,ENSG00000283053
42437,AC093292.1,ENSG00000250418
42438,UNC80,ENSG00000144406
42439,PIK3R6,ENSG00000276231
42440,AC093240.1,ENSG00000286839
42441,ZNF285B,ENSG00000176761
42442,SOHLH2,ENSG00000120669
42443,MINCR,ENSG00000253716
42444,AC022535.1,ENSG00000230096
42445,TBC1D3E,ENSG00000278599
42446,ZNF197-AS1,ENSG00000233509
42447,AC119427.1,ENSG00000282221
42448,AL049569.2,ENSG00000286898
42449,CDRT15,ENSG00000223510
42450,AL009174.1,ENSG00000227008
42451,MEF2C-AS2,ENSG00000245864
42452,C2orf69P1,ENSG00000261046
42453,AC073130.2,ENSG00000243243
42454,AC008752.3,ENSG00000267370
42455,AL451007.3,ENSG00000284188
42456,GNRH1,ENSG00000147437
42457,KRT18P43,ENSG00000240128
42458,AC093074.1,ENSG00000267238
42459,AF146191.2,ENSG00000271307
42460,AP005273.1,ENSG00000232500
42461,AC006158.3,ENSG00000286173
42462,KLRB1,ENSG00000111796
42463,FTH1P6,ENSG00000233083
42464,MIPEPP1,ENSG00000225358
42465,NUP62CL,ENSG00000198088
42466,AC107421.1,ENSG00000235110
42467,AL390961.3,ENSG00000279212
42468,AL445669.1,ENSG00000236180
42469,AC067959.1,ENSG00000271629
42470,AC233724.2,ENSG00000248337
42471,MTMR9,ENSG00000104643
42472,RN7SL507P,ENSG00000239702
42473,AC087235.1,ENSG00000115934
42474,OLIG3,ENSG00000177468
42475,CDH3,ENSG00000062038
42476,DCAF15,ENSG00000132017
42477,IGSF6,ENSG00000140749
42478,TMEM154,ENSG00000170006
42479,ZDHHC16,ENSG00000171307
42480,RN7SKP66,ENSG00000252490
42481,AC018552.2,ENSG00000260467
42482,LINC01505,ENSG00000234323
42483,TNFAIP8L2,ENSG00000163154
42484,TRIB1,ENSG00000173334
42485,NFATC4,ENSG00000100968
42486,CDC42BPA,ENSG00000143776
42487,SENP7,ENSG00000138468
42488,AC106037.1,ENSG00000252677
42489,GTF3A,ENSG00000122034
42490,AP006219.3,ENSG00000287563
42491,MAPKBP1,ENSG00000137802
42492,CRYGC,ENSG00000163254
42493,AC018634.1,ENSG00000225314
42494,,ENSG00000221673
42495,RN7SL495P,ENSG00000277515
42496,IARS2P1,ENSG00000251563
42497,ACVR2B-AS1,ENSG00000229589
42498,GTSCR1,ENSG00000263417
42499,KLK1,ENSG00000167748
42500,CASP4LP,ENSG00000235505
42501,AL157931.2,ENSG00000283075
42502,MYO19,ENSG00000278259
42503,AP000619.2,ENSG00000256035
42504,KMT2E-AS1,ENSG00000239569
42505,AC079340.2,ENSG00000251377
42506,MTCH2,ENSG00000109919
42507,AC092881.2,ENSG00000287132
42508,AL353622.2,ENSG00000271398
42509,AC010486.2,ENSG00000249023
42510,AC006967.1,ENSG00000229365
42511,NDUFAF3,ENSG00000178057
42512,TUNAR,ENSG00000250366
42513,CASP14,ENSG00000105141
42514,VTCN1,ENSG00000134258
42515,AC129492.3,ENSG00000263620
42516,HSFY1,ENSG00000172468
42517,U82695.1,ENSG00000224963
42518,RPLP0P11,ENSG00000239780
42519,AC007785.1,ENSG00000267922
42520,AL020996.1,ENSG00000228172
42521,RNU1-91P,ENSG00000201616
42522,SUN1,ENSG00000164828
42523,CD276,ENSG00000103855
42524,RN7SL293P,ENSG00000242483
42525,AC032011.1,ENSG00000274340
42526,MLLT6,ENSG00000275023
42527,AC097654.1,ENSG00000286212
42528,GAPDHP50,ENSG00000241861
42529,HMGB3P11,ENSG00000213301
42530,AC008992.1,ENSG00000267636
42531,ATF4,ENSG00000128272
42532,AC009404.1,ENSG00000236255
42533,INTS9,ENSG00000104299
42534,AL139041.1,ENSG00000271631
42535,AC091564.7,ENSG00000285338
42536,AC006270.1,ENSG00000264513
42537,AC099518.5,ENSG00000261759
42538,SCGB1C1,ENSG00000188076
42539,AP001412.1,ENSG00000272948
42540,CAPN9,ENSG00000135773
42541,AL020991.1,ENSG00000278283
42542,RN7SL214P,ENSG00000242066
42543,AP000893.2,ENSG00000254698
42544,AL109840.2,ENSG00000285091
42545,RN7SL261P,ENSG00000277762
42546,AC124891.1,ENSG00000255885
42547,IGHV5-10-1,ENSG00000282651
42548,FDPSP1,ENSG00000225462
42549,AC243562.1,ENSG00000259570
42550,CASP6,ENSG00000138794
42551,CD2,ENSG00000116824
42552,GPBP1L1,ENSG00000159592
42553,LINC02084,ENSG00000272282
42554,AC106038.2,ENSG00000254182
42555,BPIFB2,ENSG00000078898
42556,KCNMB1,ENSG00000145936
42557,ATP5MC1,ENSG00000159199
42558,SGTA,ENSG00000104969
42559,SNORA79B,ENSG00000222489
42560,ZNF628,ENSG00000197483
42561,AL606534.3,ENSG00000234116
42562,OR11I1P,ENSG00000232791
42563,AL590822.1,ENSG00000234396
42564,AC087286.3,ENSG00000259375
42565,AC004674.1,ENSG00000235592
42566,TMPRSS4,ENSG00000137648
42567,,ENSG00000277677
42568,FAM210B,ENSG00000124098
42569,LINC02862,ENSG00000237571
42570,TSPYL1,ENSG00000189241
42571,CGB2,ENSG00000104818
42572,FBXW10,ENSG00000171931
42573,GABARAPL2,ENSG00000034713
42574,AC016556.1,ENSG00000251421
42575,RPL17P25,ENSG00000219547
42576,MTFMT,ENSG00000103707
42577,AL591926.7,ENSG00000288225
42578,AQP3,ENSG00000165272
42579,AC108879.1,ENSG00000224610
42580,RN7SL306P,ENSG00000242241
42581,NIPA2,ENSG00000140157
42582,ATG10-IT1,ENSG00000236447
42583,LINC02085,ENSG00000214407
42584,AC244472.1,ENSG00000286831
42585,CR392000.2,ENSG00000283769
42586,SAP18,ENSG00000150459
42587,NOP56P2,ENSG00000226626
42588,PRLH,ENSG00000071677
42589,LINC01523,ENSG00000229522
42590,AC092810.2,ENSG00000232537
42591,AL033381.1,ENSG00000176515
42592,N4BP2L2,ENSG00000244754
42593,AC015871.8,ENSG00000288604
42594,IGLV7-43,ENSG00000211652
42595,B2M,ENSG00000166710
42596,AC115618.1,ENSG00000204620
42597,SNORA15B-2,ENSG00000206785
42598,HSPE1P25,ENSG00000232015
42599,DNMT1,ENSG00000130816
42600,NRARP,ENSG00000198435
42601,AC063976.4,ENSG00000235775
42602,AP001172.2,ENSG00000270139
42603,AC104109.3,ENSG00000272772
42604,AL135791.1,ENSG00000236514
42605,LINC02834,ENSG00000285686
42606,SALRNA3,ENSG00000281264
42607,ZNF280C,ENSG00000056277
42608,HSPE1P3,ENSG00000259746
42609,NXF2,ENSG00000269405
42610,AC117378.1,ENSG00000285625
42611,NAA30,ENSG00000139977
42612,AL031737.1,ENSG00000225478
42613,FSD2,ENSG00000186628
42614,AC011346.1,ENSG00000247199
42615,AC034268.1,ENSG00000262384
42616,TACC1,ENSG00000147526
42617,CHCHD2,ENSG00000106153
42618,UGT2A2,ENSG00000271271
42619,TSPY8,ENSG00000229549
42620,AC090541.1,ENSG00000253270
42621,AC034193.1,ENSG00000287086
42622,AC092953.2,ENSG00000273261
42623,AC009554.1,ENSG00000259564
42624,VTI1BP4,ENSG00000227759
42625,AC135586.1,ENSG00000256108
42626,FAR2P1,ENSG00000180178
42627,AL031963.2,ENSG00000229282
42628,DHX33-DT,ENSG00000262099
42629,RPS18P6,ENSG00000244048
42630,DDHD2,ENSG00000085788
42631,PDCD5P1,ENSG00000255909
42632,AC107958.1,ENSG00000258540
42633,RN7SL376P,ENSG00000265814
42634,RPS12P3,ENSG00000232713
42635,KIF20A,ENSG00000112984
42636,RN7SL416P,ENSG00000242101
42637,MAP3K6,ENSG00000142733
42638,RPL21P44,ENSG00000229585
42639,NUS1P2,ENSG00000234685
42640,BRI3P2,ENSG00000213736
42641,SCN4A,ENSG00000007314
42642,KRT18P54,ENSG00000250834
42643,CNBD2,ENSG00000149646
42644,AC011676.1,ENSG00000253307
42645,COL6A5,ENSG00000172752
42646,NDUFB4P5,ENSG00000226114
42647,RPL13P5,ENSG00000240370
42648,AC120045.1,ENSG00000259906
42649,CCL21,ENSG00000137077
42650,RN7SL301P,ENSG00000276014
42651,CICP3,ENSG00000229376
42652,PTAR1,ENSG00000188647
42653,PHF19,ENSG00000119403
42654,AC116535.1,ENSG00000246308
42655,RN7SKP107,ENSG00000201027
42656,RNU1-8P,ENSG00000207056
42657,SPARC,ENSG00000113140
42658,FO082814.1,ENSG00000287988
42659,ZNF418,ENSG00000196724
42660,TRHDE-AS1,ENSG00000236333
42661,PCMTD1P7,ENSG00000282949
42662,RN7SKP126,ENSG00000223075
42663,AL163636.1,ENSG00000259171
42664,LINC01422,ENSG00000223704
42665,MAP3K11,ENSG00000173327
42666,H3P33,ENSG00000255492
42667,RBPMS-AS1,ENSG00000254109
42668,LINC00454,ENSG00000226921
42669,H3C2,ENSG00000286522
42670,OR1A2,ENSG00000172150
42671,EPB41L4A-AS1,ENSG00000224032
42672,TRIM56,ENSG00000169871
42673,SMC5,ENSG00000198887
42674,MTND5P8,ENSG00000230999
42675,AC110809.1,ENSG00000287383
42676,STAU2P1,ENSG00000227581
42677,AC130469.1,ENSG00000267986
42678,EYA2,ENSG00000064655
42679,OLFM5P,ENSG00000224295
42680,AC008013.3,ENSG00000270926
42681,LINC02737,ENSG00000256684
42682,AC114546.4,ENSG00000280396
42683,AC109925.1,ENSG00000287552
42684,AL157392.1,ENSG00000225112
42685,CCT4,ENSG00000115484
42686,YWHAQP7,ENSG00000271142
42687,CSAG3,ENSG00000268916
42688,PABPC5-AS1,ENSG00000234161
42689,ADGRD2,ENSG00000180264
42690,HSD17B14,ENSG00000087076
42691,LINC02074,ENSG00000266357
42692,FNIP2,ENSG00000052795
42693,AC026410.1,ENSG00000184188
42694,AC010970.1,ENSG00000225840
42695,OR7E101P,ENSG00000227019
42696,STK32A,ENSG00000169302
42697,C10orf90,ENSG00000154493
42698,DOCK11P1,ENSG00000259000
42699,AL356414.1,ENSG00000205300
42700,ACTG1P21,ENSG00000232672
42701,CRNKL1,ENSG00000101343
42702,AC110053.1,ENSG00000254076
42703,AL161616.2,ENSG00000278305
42704,AC008443.4,ENSG00000250222
42705,LINC02754,ENSG00000251637
42706,BPNT1,ENSG00000162813
42707,HCG18,ENSG00000231074
42708,ALDH7A1P1,ENSG00000251400
42709,FAM242A,ENSG00000231934
42710,KATNB1,ENSG00000140854
42711,FP236383.12,ENSG00000286178
42712,FLRT3,ENSG00000125848
42713,LYAR,ENSG00000145220
42714,AC022872.1,ENSG00000261632
42715,LINC00498,ENSG00000248397
42716,KLRC2,ENSG00000205809
42717,AC006355.2,ENSG00000281120
42718,AC096647.1,ENSG00000286358
42719,GLYATL2,ENSG00000156689
42720,AC100793.1,ENSG00000239671
42721,TESK1,ENSG00000107140
42722,GAPDH,ENSG00000111640
42723,MAGEB3,ENSG00000198798
42724,RN7SKP27,ENSG00000222616
42725,SMNDC1,ENSG00000119953
42726,RASGEF1C,ENSG00000146090
42727,AC004052.1,ENSG00000251170
42728,AC107918.1,ENSG00000254817
42729,NUP210P3,ENSG00000248916
42730,AC004053.1,ENSG00000248242
42731,GOLGA8T,ENSG00000261247
42732,AC253536.6,ENSG00000272787
42733,SNORA6,ENSG00000206760
42734,DIP2A,ENSG00000160305
42735,MTCYBP15,ENSG00000232154
42736,AC009974.2,ENSG00000286154
42737,CMTM1,ENSG00000089505
42738,HLA-DPB1,ENSG00000223865
42739,CADPS2,ENSG00000081803
42740,AC109481.1,ENSG00000250441
42741,LINC02846,ENSG00000260193
42742,AC092720.2,ENSG00000269935
42743,IGKV2D-10,ENSG00000253906
42744,RPL23AP88,ENSG00000271153
42745,RPS3AP46,ENSG00000226132
42746,TMEM182,ENSG00000170417
42747,RN7SL418P,ENSG00000241665
42748,RCC1,ENSG00000180198
42749,ANKRD18A,ENSG00000180071
42750,AL365356.1,ENSG00000226647
42751,AC104596.2,ENSG00000251300
42752,AL033381.2,ENSG00000270937
42753,LARP1,ENSG00000155506
42754,VGLL2,ENSG00000170162
42755,AC026202.3,ENSG00000268509
42756,AL359987.1,ENSG00000288101
42757,LPP-AS1,ENSG00000224563
42758,TGFB2-OT1,ENSG00000281453
42759,AC013562.1,ENSG00000253726
42760,OR52B3P,ENSG00000175800
42761,KIN,ENSG00000151657
42762,SOWAHCP2,ENSG00000279720
42763,LINC01060,ENSG00000249378
42764,AC073349.2,ENSG00000234338
42765,AC024475.3,ENSG00000255314
42766,OR4A11P,ENSG00000254663
42767,C14orf178,ENSG00000197734
42768,RPL12P32,ENSG00000242314
42769,HMGN1P5,ENSG00000230942
42770,COTL1,ENSG00000103187
42771,MTCO2P11,ENSG00000235917
42772,ZKSCAN2-DT,ENSG00000274925
42773,ADGRA1-AS1,ENSG00000256925
42774,VPS18,ENSG00000104142
42775,OR8G7P,ENSG00000276316
42776,ANO7,ENSG00000146205
42777,AP001823.1,ENSG00000270969
42778,IGHV3OR16-10,ENSG00000233732
42779,RN7SKP110,ENSG00000222078
42780,POMGNT1,ENSG00000085998
42781,AFTPH,ENSG00000119844
42782,FRG1KP,ENSG00000280286
42783,AC079600.1,ENSG00000257405
42784,ZXDA,ENSG00000198205
42785,SVIL-AS1,ENSG00000224597
42786,AC120349.3,ENSG00000279707
42787,FEN1P1,ENSG00000215873
42788,RPLP1,ENSG00000137818
42789,PDLIM1P4,ENSG00000249274
42790,ARHGEF10L,ENSG00000074964
42791,KRT43P,ENSG00000236473
42792,SLC39A5,ENSG00000139540
42793,MESTP2,ENSG00000259558
42794,BABAM1,ENSG00000105393
42795,AC008632.1,ENSG00000253141
42796,AC087501.3,ENSG00000263051
42797,TSLP,ENSG00000145777
42798,DUSP4,ENSG00000120875
42799,SPANXA1,ENSG00000198021
42800,PAGE1,ENSG00000068985
42801,RNF34,ENSG00000170633
42802,AC105254.1,ENSG00000250344
42803,LINC01133,ENSG00000224259
42804,Z83818.1,ENSG00000271205
42805,RN7SK,ENSG00000283293
42806,IGLVIVOR22-2,ENSG00000243519
42807,MTND2P19,ENSG00000231567
42808,MLLT1,ENSG00000130382
42809,KRT8P32,ENSG00000250221
42810,EVI2B,ENSG00000185862
42811,PCMTD1P3,ENSG00000234800
42812,RN7SKP95,ENSG00000199730
42813,AC138207.4,ENSG00000264456
42814,TRBV5-3,ENSG00000211715
42815,AC104365.1,ENSG00000267476
42816,RPL19P11,ENSG00000241668
42817,AC092070.2,ENSG00000269001
42818,SLC9A3P3,ENSG00000226631
42819,AL592211.1,ENSG00000267834
42820,AL662899.1,ENSG00000204422
42821,RPL34P36,ENSG00000270446
42822,RASSF7,ENSG00000099849
42823,PLUT,ENSG00000247381
42824,AL158800.1,ENSG00000285584
42825,AC025756.1,ENSG00000287790
42826,AC040975.1,ENSG00000242958
42827,AC007066.3,ENSG00000286718
42828,ORM2,ENSG00000228278
42829,SSC4D,ENSG00000146700
42830,HAUS6P3,ENSG00000235454
42831,OR5G1P,ENSG00000181296
42832,ECEL1P3,ENSG00000230122
42833,SRP72P2,ENSG00000188451
42834,SLC25A53P1,ENSG00000230312
42835,COX20P1,ENSG00000213025
42836,GXYLT1P7,ENSG00000227265
42837,LCN12,ENSG00000184925
42838,AC015818.9,ENSG00000287490
42839,CYC1,ENSG00000179091
42840,AC108161.1,ENSG00000226439
42841,LINC02033,ENSG00000279727
42842,CDC25B,ENSG00000101224
42843,RPS21P2,ENSG00000230353
42844,AC106868.1,ENSG00000248281
42845,AP003715.1,ENSG00000254599
42846,AC008764.5,ENSG00000269085
42847,PTGER3,ENSG00000050628
42848,CDC14A,ENSG00000079335
42849,LINC02344,ENSG00000227911
42850,BIN3,ENSG00000147439
42851,ZNF479,ENSG00000185177
42852,AC080188.1,ENSG00000249609
42853,ODAPH,ENSG00000174792
42854,TERF1P7,ENSG00000232186
42855,AC002094.3,ENSG00000273171
42856,AC245060.5,ENSG00000274422
42857,MATR3P1,ENSG00000225858
42858,PRNCR1,ENSG00000282961
42859,OSBP,ENSG00000110048
42860,AF213884.2,ENSG00000251572
42861,LINC00559,ENSG00000261446
42862,IGHVII-53-1,ENSG00000253714
42863,AC073487.1,ENSG00000257509
42864,LCN6,ENSG00000267206
42865,GPALPP1,ENSG00000133114
42866,AL139415.1,ENSG00000232208
42867,FANCM,ENSG00000187790
42868,RN7SKP23,ENSG00000280039
42869,ST20,ENSG00000180953
42870,RPL39P39,ENSG00000231005
42871,RNFT1,ENSG00000189050
42872,CAMTA1-IT1,ENSG00000237402
42873,AC024075.1,ENSG00000267904
42874,AC132479.1,ENSG00000224352
42875,RN7SKP16,ENSG00000222112
42876,NFYC-AS1,ENSG00000272145
42877,CDK17,ENSG00000059758
42878,MAPK6P1,ENSG00000206144
42879,STARD3NL,ENSG00000010270
42880,CDRT8,ENSG00000265163
42881,AP000756.1,ENSG00000279341
42882,RAB42,ENSG00000188060
42883,AC112484.5,ENSG00000287110
42884,AC098590.2,ENSG00000277096
42885,AC114277.1,ENSG00000287634
42886,RPL21P30,ENSG00000235937
42887,LINGO3,ENSG00000220008
42888,SNX19P3,ENSG00000264570
42889,AL137220.1,ENSG00000225775
42890,AC060234.2,ENSG00000233665
42891,HSP90AA1,ENSG00000080824
42892,AP006295.1,ENSG00000254434
42893,AC093813.1,ENSG00000270584
42894,CBX5P1,ENSG00000241535
42895,C3orf86,ENSG00000225873
42896,TEX30,ENSG00000151287
42897,AL390778.2,ENSG00000233936
42898,AC006435.1,ENSG00000262456
42899,LIPH,ENSG00000163898
42900,AL162632.2,ENSG00000258746
42901,AL031133.1,ENSG00000219553
42902,AC017074.1,ENSG00000227359
42903,AL049830.1,ENSG00000213867
42904,GRID1-AS1,ENSG00000234942
42905,AC020922.1,ENSG00000267706
42906,MTCYBP17,ENSG00000249247
42907,LINC01586,ENSG00000249487
42908,OR5AC1,ENSG00000213439
42909,AC026585.1,ENSG00000278532
42910,AC007497.1,ENSG00000275191
42911,ARMC5,ENSG00000140691
42912,AC019103.1,ENSG00000250259
42913,PHACTR3-AS1,ENSG00000238194
42914,AC099684.2,ENSG00000262445
42915,MTATP6P14,ENSG00000233449
42916,H2BC15,ENSG00000233822
42917,AC008875.2,ENSG00000286656
42918,SAR1A,ENSG00000079332
42919,RPS12P24,ENSG00000230283
42920,AC003005.2,ENSG00000268266
42921,AC116666.1,ENSG00000231937
42922,AP001269.3,ENSG00000267661
42923,FCRLA,ENSG00000132185
42924,AP000346.4,ENSG00000278655
42925,LINC02430,ENSG00000250252
42926,KLHL30-AS1,ENSG00000279484
42927,AC090912.1,ENSG00000265943
42928,AL031651.2,ENSG00000277829
42929,ZFAT-AS1,ENSG00000248492
42930,SCNM1,ENSG00000163156
42931,AC136475.6,ENSG00000255533
42932,COX7A1,ENSG00000161281
42933,FIGNL1,ENSG00000132436
42934,AGAP4,ENSG00000188234
42935,RN7SL849P,ENSG00000243115
