"","orig_GS","orig_ensembl_id","entrenzID","new_GS"
"gene_symbol22018","RFX8","ENSG00000196460","731220","RFX8"
"gene_symbol22019","Z84480.1","ENSG00000271607","",""
"gene_symbol22020","AC004805.3","ENSG00000271587","",""
"gene_symbol22021","SSX9P","ENSG00000204648","280660","SSX9P"
"gene_symbol22022","FAT4","ENSG00000196159","79633","FAT4"
"gene_symbol22023","DSG1","ENSG00000134760","1828","DSG1"
"gene_symbol22024","AP001830.1","ENSG00000255337","101928424","TMEM123-DT"
"gene_symbol22025","ATP6AP1L","ENSG00000205464","",""
"gene_symbol22026","BAMBI","ENSG00000095739","25805","BAMBI"
"gene_symbol22027","AC025283.2","ENSG00000285329","",""
"gene_symbol22028","MRPL9P1","ENSG00000254305","",""
"gene_symbol22029","NPRL3","ENSG00000103148","8131","NPRL3"
"gene_symbol22030","UNC93A","ENSG00000112494","54346","UNC93A"
"gene_symbol22031","GVINP2","ENSG00000254781","100128135","GVINP2"
"gene_symbol22032","NFU1P2","ENSG00000233557","",""
"gene_symbol22033","ZNF142","ENSG00000115568","7701","ZNF142"
"gene_symbol22034","PODXL","ENSG00000128567","5420","PODXL"
"gene_symbol22035","OR2T6","ENSG00000198104","254879","OR2T6"
"gene_symbol22036","AC013470.2","ENSG00000226690","102725191","LOC102725191"
"gene_symbol22037","AC074286.1","ENSG00000236501","",""
"gene_symbol22038","AC126768.2","ENSG00000249731","",""
"gene_symbol22039","XIRP1","ENSG00000168334","165904","XIRP1"
"gene_symbol22040","AC063943.2","ENSG00000288623","",""
"gene_symbol22041","AF131215.2","ENSG00000254556","",""
"gene_symbol22042","ROCK1P1","ENSG00000263006","727758","ROCK1P1"
"gene_symbol22043","AC023511.3","ENSG00000286566","",""
"gene_symbol22044","AL589935.3","ENSG00000287380","",""
"gene_symbol22045","NIFKP7","ENSG00000251590","106479049","NIFKP7"
"gene_symbol22046","ZNF582","ENSG00000018869","147948","ZNF582"
"gene_symbol22047","AC005357.2","ENSG00000267623","",""
"gene_symbol22048","AL355143.1","ENSG00000217331","",""
"gene_symbol22049","PHKG1P1","ENSG00000226075","643941","PHKG1P1"
"gene_symbol22050","AC017104.3","ENSG00000283312","",""
"gene_symbol22051","LINC00461","ENSG00000245526","645323","LINC00461"
"gene_symbol22052","OR2AG2","ENSG00000188124","338755","OR2AG2"
"gene_symbol22053","AC011592.1","ENSG00000280397","",""
"gene_symbol22054","RNA5SP494","ENSG00000222585","100873736","RNA5SP494"
"gene_symbol22055","AL050349.1","ENSG00000229188","",""
"gene_symbol22056","ASCL1","ENSG00000139352","429","ASCL1"
"gene_symbol22057","PIGFP1","ENSG00000253869","",""
"gene_symbol22058","AC009996.1","ENSG00000259659","",""
"gene_symbol22059","AL713866.1","ENSG00000261642","",""
"gene_symbol22060","","ENSG00000201674","",""
"gene_symbol22061","SLC25A20P1","ENSG00000218363","",""
"gene_symbol22062","AC099518.6","ENSG00000278389","",""
"gene_symbol22063","LDB1","ENSG00000198728","8861","LDB1"
"gene_symbol22064","TRBV20OR9-2","ENSG00000205274","6962","TRBV20OR9-2"
"gene_symbol22065","ATP5PDP1","ENSG00000261679","390581","ATP5PDP1"
"gene_symbol22066","LINC01968","ENSG00000237222","100507391","LINC01968"
"gene_symbol22067","EEF1A1P3","ENSG00000232587","100421865","EEF1A1P3"
"gene_symbol22068","KCNJ5","ENSG00000120457","3762","KCNJ5"
"gene_symbol22069","GPR12","ENSG00000132975","2835","GPR12"
"gene_symbol22070","RN7SKP71","ENSG00000201428","",""
"gene_symbol22071","MIR1294","ENSG00000221430","100302181","MIR1294"
"gene_symbol22072","RIN3","ENSG00000100599","79890","RIN3"
"gene_symbol22073","MDM2","ENSG00000135679","4193","MDM2"
"gene_symbol22074","MAGI2-AS2","ENSG00000226978","100874021","MAGI2-AS2"
"gene_symbol22075","VMA21","ENSG00000160131","203547","VMA21"
"gene_symbol22076","AC090531.1","ENSG00000257228","",""
"gene_symbol22077","AL109755.2","ENSG00000276680","",""
"gene_symbol22078","CBLIF","ENSG00000134812","2694","CBLIF"
"gene_symbol22079","AC092939.1","ENSG00000287645","",""
"gene_symbol22080","AC022440.1","ENSG00000285914","",""
"gene_symbol22081","AC018445.2","ENSG00000279397","",""
"gene_symbol22082","MSH6","ENSG00000116062","2956","MSH6"
"gene_symbol22083","RN7SL570P","ENSG00000241174","106479430","RN7SL570P"
"gene_symbol22084","RPL5","ENSG00000122406","6125","RPL5"
"gene_symbol22085","YTHDC2","ENSG00000047188","64848","YTHDC2"
"gene_symbol22086","PIK3R2","ENSG00000105647","5296","PIK3R2"
"gene_symbol22087","AL035071.1","ENSG00000260257","119746555","LOC119746555"
"gene_symbol22088","PLA2G4F","ENSG00000168907","255189","PLA2G4F"
"gene_symbol22089","VCAN-AS1","ENSG00000249835","105379054","VCAN-AS1"
"gene_symbol22090","SLC2A9-AS1","ENSG00000250413","",""
"gene_symbol22091","AC109309.1","ENSG00000224513","",""
"gene_symbol22092","AL021407.2","ENSG00000218073","",""
"gene_symbol22093","PHEX-AS1","ENSG00000224204","100873942","PHEX-AS1"
"gene_symbol22094","COBLP1","ENSG00000231270","392529","COBLP1"
"gene_symbol22095","CTNND2","ENSG00000169862","1501","CTNND2"
"gene_symbol22096","AC233702.4","ENSG00000264617","",""
"gene_symbol22097","DMAC1","ENSG00000137038","90871","DMAC1"
"gene_symbol22098","EIF1P6","ENSG00000267938","",""
"gene_symbol22099","SCGB2B3P","ENSG00000269811","",""
"gene_symbol22100","AL731557.1","ENSG00000225936","",""
"gene_symbol22101","PGA4","ENSG00000229183","643847","PGA4"
"gene_symbol22102","ATP2C2","ENSG00000064270","9914","ATP2C2"
"gene_symbol22103","LINC01661","ENSG00000237460","",""
"gene_symbol22104","AL359508.1","ENSG00000285615","",""
"gene_symbol22105","PSMC1P11","ENSG00000217385","442153","PSMC1P11"
"gene_symbol22106","PI4K2A","ENSG00000155252","55361","PI4K2A"
"gene_symbol22107","AP000426.1","ENSG00000253629","",""
"gene_symbol22108","KIF7","ENSG00000166813","374654","KIF7"
"gene_symbol22109","SPCS2P4","ENSG00000228589","",""
"gene_symbol22110","AC244517.1","ENSG00000272108","",""
"gene_symbol22111","THUMPD1P1","ENSG00000215317","",""
"gene_symbol22112","HNRNPA1P31","ENSG00000227862","",""
"gene_symbol22113","AL359475.1","ENSG00000236075","",""
"gene_symbol22114","MDC1","ENSG00000137337","9656","MDC1"
"gene_symbol22115","AL442071.2","ENSG00000287422","",""
"gene_symbol22116","LINC02632","ENSG00000234864","",""
"gene_symbol22117","RN7SL43P","ENSG00000275878","106479241","RN7SL43P"
"gene_symbol22118","TM2D1","ENSG00000162604","83941","TM2D1"
"gene_symbol22119","AL161437.1","ENSG00000276019","",""
"gene_symbol22120","AC008533.1","ENSG00000285366","",""
"gene_symbol22121","NDUFB5P2","ENSG00000214628","100422431","NDUFB5P2"
"gene_symbol22122","NNT","ENSG00000112992","23530","NNT"
"gene_symbol22123","AC093642.2","ENSG00000261186","102723927","LINC01238"
"gene_symbol22124","IGHVII-78-1","ENSG00000253674","28356","IGHVII-78-1"
"gene_symbol22125","RPA2P1","ENSG00000258392","",""
"gene_symbol22126","AC074050.4","ENSG00000276867","",""
"gene_symbol22127","AL161645.2","ENSG00000286789","",""
"gene_symbol22128","SH2D6","ENSG00000152292","284948","SH2D6"
"gene_symbol22129","AC025678.1","ENSG00000260639","",""
"gene_symbol22130","SLC6A2","ENSG00000103546","6530","SLC6A2"
"gene_symbol22131","AC009879.4","ENSG00000287127","",""
"gene_symbol22132","AC093330.3","ENSG00000287680","",""
"gene_symbol22133","PRKAR1B","ENSG00000188191","5575","PRKAR1B"
"gene_symbol22134","CYP2AB1P","ENSG00000233441","647265","CYP2AB1P"
"gene_symbol22135","BX284668.1","ENSG00000223643","",""
"gene_symbol22136","CST5","ENSG00000170367","1473","CST5"
"gene_symbol22137","DDX20","ENSG00000064703","11218","DDX20"
"gene_symbol22138","SPATA31D5P","ENSG00000240632","347127","SPATA31D5P"
"gene_symbol22139","AC008629.2","ENSG00000250678","",""
"gene_symbol22140","LINC02791","ENSG00000235446","",""
"gene_symbol22141","AC090607.1","ENSG00000259322","",""
"gene_symbol22142","NIPA2P5","ENSG00000236277","",""
"gene_symbol22143","AC108479.1","ENSG00000287670","",""
"gene_symbol22144","PTCH2","ENSG00000117425","8643","PTCH2"
"gene_symbol22145","NPM1P24","ENSG00000215086","",""
"gene_symbol22146","OR9P1P","ENSG00000239293","",""
"gene_symbol22147","NFE2L1-DT","ENSG00000263412","116435298","NFE2L1-DT"
"gene_symbol22148","IL18","ENSG00000150782","3606","IL18"
"gene_symbol22149","AC009835.1","ENSG00000287994","",""
"gene_symbol22150","AC244669.1","ENSG00000223804","",""
"gene_symbol22151","EEF1A1P27","ENSG00000179460","",""
"gene_symbol22152","ESYT2","ENSG00000117868","57488","ESYT2"
"gene_symbol22153","LINC02762","ENSG00000250303","283140","LINC02762"
"gene_symbol22154","CCNE2","ENSG00000175305","9134","CCNE2"
"gene_symbol22155","AL360013.1","ENSG00000227585","",""
"gene_symbol22156","AC092171.2","ENSG00000230733","",""
"gene_symbol22157","INF2","ENSG00000203485","64423","INF2"
"gene_symbol22158","CASC4P1","ENSG00000238132","",""
"gene_symbol22159","IGHV3-35","ENSG00000211957","28432","IGHV3-35"
"gene_symbol22160","LARP1BP1","ENSG00000231442","644578","LARP1BP1"
"gene_symbol22161","NRL","ENSG00000129535","4901","NRL"
"gene_symbol22162","RBMY2JP","ENSG00000227204","378955","RBMY2JP"
"gene_symbol22163","YES1","ENSG00000176105","7525","YES1"
"gene_symbol22164","HS3ST3B1","ENSG00000125430","9953","HS3ST3B1"
"gene_symbol22165","PIRT","ENSG00000233670","644139","PIRT"
"gene_symbol22166","ARLNC1","ENSG00000260896","100996425","ARLNC1"
"gene_symbol22167","FRGCA","ENSG00000236663","106481742","FRGCA"
"gene_symbol22168","AC231533.2","ENSG00000233585","100420869","ACAA2P1"
"gene_symbol22169","MTND3P16","ENSG00000224590","107075278","MTND3P16"
"gene_symbol22170","XRCC6P3","ENSG00000230318","127086","XRCC6P3"
"gene_symbol22171","RPS26P39","ENSG00000227586","",""
"gene_symbol22172","ACOT7","ENSG00000097021","11332","ACOT7"
"gene_symbol22173","AC113208.1","ENSG00000252722","",""
"gene_symbol22174","AC022441.1","ENSG00000249405","",""
"gene_symbol22175","IGSF1","ENSG00000147255","3547","IGSF1"
"gene_symbol22176","TRAPPC13P1","ENSG00000235447","646193","TRAPPC13P1"
"gene_symbol22177","TATDN3","ENSG00000203705","128387","TATDN3"
"gene_symbol22178","KLHL35","ENSG00000149243","283212","KLHL35"
"gene_symbol22179","AF127577.2","ENSG00000231201","",""
"gene_symbol22180","UBE2CP2","ENSG00000265939","646595","UBE2CP2"
"gene_symbol22181","AC121758.4","ENSG00000273536","",""
"gene_symbol22182","AF099810.1","ENSG00000258723","",""
"gene_symbol22183","CPEB4","ENSG00000113742","80315","CPEB4"
"gene_symbol22184","DYNLL1P6","ENSG00000248820","100288885","DYNLL1P6"
"gene_symbol22185","LINC01303","ENSG00000250548","101927780","LINC01303"
"gene_symbol22186","NPY1R","ENSG00000164128","4886","NPY1R"
"gene_symbol22187","MAP1LC3B2","ENSG00000258102","643246","MAP1LC3B2"
"gene_symbol22188","PRLR","ENSG00000113494","5618","PRLR"
"gene_symbol22189","AC015712.4","ENSG00000259604","",""
"gene_symbol22190","AL161719.1","ENSG00000234535","",""
"gene_symbol22191","AC069152.1","ENSG00000225244","",""
"gene_symbol22192","AD000090.1","ENSG00000283907","",""
"gene_symbol22193","AL021879.1","ENSG00000277315","",""
"gene_symbol22194","RPS4Y2","ENSG00000280969","140032","RPS4Y2"
"gene_symbol22195","AC078909.2","ENSG00000274444","",""
"gene_symbol22196","SETP1","ENSG00000258863","",""
"gene_symbol22197","PCK1","ENSG00000124253","5105","PCK1"
"gene_symbol22198","AC104131.1","ENSG00000213115","729141","LOC729141"
"gene_symbol22199","CT45A5","ENSG00000228836","441521","CT45A5"
"gene_symbol22200","SMARCC2","ENSG00000139613","6601","SMARCC2"
"gene_symbol22201","AL583810.2","ENSG00000258811","",""
"gene_symbol22202","GPRC5D-AS1","ENSG00000247498","100506314","GPRC5D-AS1"
"gene_symbol22203","AC025918.1","ENSG00000225798","",""
"gene_symbol22204","GZMM","ENSG00000197540","3004","GZMM"
"gene_symbol22205","AC124804.1","ENSG00000264985","101928251","LOC101928251"
"gene_symbol22206","HYPK","ENSG00000242028","25764","HYPK"
"gene_symbol22207","AC010731.2","ENSG00000231653","",""
"gene_symbol22208","MIR3909","ENSG00000266320","100500826","MIR3909"
"gene_symbol22209","ZNF641","ENSG00000167528","121274","ZNF641"
"gene_symbol22210","AC008080.2","ENSG00000227481","",""
"gene_symbol22211","AP003049.1","ENSG00000254890","",""
"gene_symbol22212","USP9YP8","ENSG00000229416","",""
"gene_symbol22213","DINOL","ENSG00000285244","108783646","DINOL"
"gene_symbol22214","LINC02778","ENSG00000238242","",""
"gene_symbol22215","RPL26P13","ENSG00000213495","130865","RPL26P13"
"gene_symbol22216","EGR4","ENSG00000135625","1961","EGR4"
"gene_symbol22217","TEKT1","ENSG00000167858","83659","TEKT1"
"gene_symbol22218","PNMA6E","ENSG00000214897","649238","PNMA6E"
"gene_symbol22219","AC067942.3","ENSG00000249960","",""
"gene_symbol22220","DNAI2","ENSG00000171595","64446","DNAI2"
"gene_symbol22221","LIF-AS1","ENSG00000232530","110806283","LIF-AS1"
"gene_symbol22222","ENY2","ENSG00000120533","56943","ENY2"
"gene_symbol22223","AC005532.2","ENSG00000244167","",""
"gene_symbol22224","AF038458.3","ENSG00000267786","",""
"gene_symbol22225","AC090936.1","ENSG00000286426","",""
"gene_symbol22226","LINC01484","ENSG00000253686","101928136","LINC01484"
"gene_symbol22227","DPH6","ENSG00000134146","89978","DPH6"
"gene_symbol22228","RNF114","ENSG00000124226","55905","RNF114"
"gene_symbol22229","AC011632.1","ENSG00000253706","",""
"gene_symbol22230","TNFRSF18","ENSG00000186891","8784","TNFRSF18"
"gene_symbol22231","AC010203.1","ENSG00000257489","",""
"gene_symbol22232","SEL1L2","ENSG00000101251","80343","SEL1L2"
"gene_symbol22233","GUSBP16","ENSG00000253366","",""
"gene_symbol22234","GTF3AP2","ENSG00000258966","106480682","GTF3AP2"
"gene_symbol22235","LDHAP2","ENSG00000235674","",""
"gene_symbol22236","AC051619.6","ENSG00000259932","",""
"gene_symbol22237","AP001025.1","ENSG00000266578","",""
"gene_symbol22238","LINC01099","ENSG00000251504","101928656","LINC01099"
"gene_symbol22239","SRY","ENSG00000184895","6736","SRY"
"gene_symbol22240","CSGALNACT1","ENSG00000147408","55790","CSGALNACT1"
"gene_symbol22241","AC015987.1","ENSG00000224746","",""
"gene_symbol22242","OR1E2","ENSG00000127780","8388","OR1E2"
"gene_symbol22243","TLCD3B","ENSG00000149926","83723","TLCD3B"
"gene_symbol22244","HNRNPA1P34","ENSG00000213049","",""
"gene_symbol22245","AC090543.2","ENSG00000243403","",""
"gene_symbol22246","GTF2F2P1","ENSG00000251254","",""
"gene_symbol22247","ZNF826P","ENSG00000231205","",""
"gene_symbol22248","AC011297.1","ENSG00000273906","",""
"gene_symbol22249","AC009084.2","ENSG00000280334","",""
"gene_symbol22250","IGHV3-30","ENSG00000270550","28439","IGHV3-30"
"gene_symbol22251","AC079296.2","ENSG00000286935","",""
"gene_symbol22252","FAM221B","ENSG00000204930","392307","FAM221B"
"gene_symbol22253","NKX6-3","ENSG00000165066","157848","NKX6-3"
"gene_symbol22254","LINC01524","ENSG00000234948","101927700","LINC01524"
"gene_symbol22255","SALL1","ENSG00000103449","6299","SALL1"
"gene_symbol22256","LYRM4","ENSG00000214113","57128","LYRM4"
"gene_symbol22257","LINC01774","ENSG00000236950","105372894","LINC01774"
"gene_symbol22258","LINC01666","ENSG00000279579","",""
"gene_symbol22259","IL16","ENSG00000172349","3603","IL16"
"gene_symbol22260","CD4","ENSG00000010610","920","CD4"
"gene_symbol22261","CCDC65","ENSG00000139537","85478","CCDC65"
"gene_symbol22262","SCEL-AS1","ENSG00000224347","104355296","SCEL-AS1"
"gene_symbol22263","SPPL3","ENSG00000157837","121665","SPPL3"
"gene_symbol22264","MST1P2","ENSG00000186301","",""
"gene_symbol22265","CACNA1H","ENSG00000196557","8912","CACNA1H"
"gene_symbol22266","PCDH19","ENSG00000165194","57526","PCDH19"
"gene_symbol22267","PLGRKT","ENSG00000107020","55848","PLGRKT"
"gene_symbol22268","HEYL","ENSG00000163909","26508","HEYL"
"gene_symbol22269","HTR1E","ENSG00000168830","3354","HTR1E"
"gene_symbol22270","C1QTNF1","ENSG00000173918","114897","C1QTNF1"
"gene_symbol22271","LIMD1","ENSG00000144791","8994","LIMD1"
"gene_symbol22272","Z82198.2","ENSG00000232073","",""
"gene_symbol22273","SCG5","ENSG00000166922","6447","SCG5"
"gene_symbol22274","ERVFRD-3","ENSG00000264801","",""
"gene_symbol22275","LINC02148","ENSG00000250427","100505811","LINC02148"
"gene_symbol22276","ADARB2-AS1","ENSG00000205696","642394","ADARB2-AS1"
"gene_symbol22277","AC018467.1","ENSG00000232451","",""
"gene_symbol22278","ANAPC10","ENSG00000164162","10393","ANAPC10"
"gene_symbol22279","HERPUD2","ENSG00000122557","64224","HERPUD2"
"gene_symbol22280","FNDC11","ENSG00000125531","79025","FNDC11"
"gene_symbol22281","AL035420.3","ENSG00000277235","",""
"gene_symbol22282","AC068205.2","ENSG00000283341","",""
"gene_symbol22283","RPSAP12","ENSG00000240087","387867","RPSAP12"
"gene_symbol22284","LINC02443","ENSG00000256115","101929584","LINC02443"
"gene_symbol22285","TMEM150C","ENSG00000249242","441027","TMEM150C"
"gene_symbol22286","AC124312.2","ENSG00000257647","",""
"gene_symbol22287","TPSG1","ENSG00000116176","25823","TPSG1"
"gene_symbol22288","Z98885.2","ENSG00000260613","",""
"gene_symbol22289","MICOS13","ENSG00000174917","125988","MICOS13"
"gene_symbol22290","CD1B","ENSG00000158485","910","CD1B"
"gene_symbol22291","AC093852.1","ENSG00000251159","",""
"gene_symbol22292","AC005692.1","ENSG00000204990","",""
"gene_symbol22293","VAV2","ENSG00000160293","7410","VAV2"
"gene_symbol22294","LINC01790","ENSG00000230173","101927431","LINC01790"
"gene_symbol22295","TEX51","ENSG00000237524","101929926","TEX51"
"gene_symbol22296","TLR12P","ENSG00000234512","100131451","TLR12P"
"gene_symbol22297","P4HA3-AS1","ENSG00000246211","101928580","P4HA3-AS1"
"gene_symbol22298","ADCY2","ENSG00000078295","108","ADCY2"
"gene_symbol22299","BX322557.1","ENSG00000229382","",""
"gene_symbol22300","AC022364.1","ENSG00000247934","",""
"gene_symbol22301","ZNF630-AS1","ENSG00000277541","",""
"gene_symbol22302","AL132981.1","ENSG00000286083","",""
"gene_symbol22303","IGKV2OR2-7","ENSG00000270450","",""
"gene_symbol22304","DHCR24","ENSG00000116133","1718","DHCR24"
"gene_symbol22305","NUMB","ENSG00000133961","8650","NUMB"
"gene_symbol22306","AL355981.1","ENSG00000284846","",""
"gene_symbol22307","AC209005.1","ENSG00000250915","101928532","LOC101928532"
"gene_symbol22308","CLTRN","ENSG00000147003","57393","CLTRN"
"gene_symbol22309","PTCD2","ENSG00000049883","79810","PTCD2"
"gene_symbol22310","RN7SL7P","ENSG00000266794","",""
"gene_symbol22311","AC003985.1","ENSG00000233824","",""
"gene_symbol22312","RN7SL73P","ENSG00000265882","106479250","RN7SL73P"
"gene_symbol22313","EWSAT1","ENSG00000212766","283673","EWSAT1"
"gene_symbol22314","LPO","ENSG00000167419","4025","LPO"
"gene_symbol22315","LINC00595","ENSG00000230417","100132987","LINC00856"
"gene_symbol22316","AC009166.2","ENSG00000280344","",""
"gene_symbol22317","PFN1P12","ENSG00000226028","",""
"gene_symbol22318","SLC25A1","ENSG00000100075","6576","SLC25A1"
"gene_symbol22319","AP000255.1","ENSG00000273091","",""
"gene_symbol22320","OARD1","ENSG00000124596","221443","OARD1"
"gene_symbol22321","LRRC17","ENSG00000128606","10234","LRRC17"
"gene_symbol22322","RHOH","ENSG00000168421","399","RHOH"
"gene_symbol22323","RN7SKP15","ENSG00000201612","106480456","RN7SKP15"
"gene_symbol22324","IGHV1OR21-1","ENSG00000277282","390530","IGHV1OR21-1"
"gene_symbol22325","RN7SKP83","ENSG00000252321","106479131","RN7SKP83"
"gene_symbol22326","LINC02435","ENSG00000251526","",""
"gene_symbol22327","COPZ1","ENSG00000111481","22818","COPZ1"
"gene_symbol22328","OR8A2P","ENSG00000255510","390273","OR8A2P"
"gene_symbol22329","GPR50","ENSG00000102195","9248","GPR50"
"gene_symbol22330","AL590822.3","ENSG00000287356","",""
"gene_symbol22331","NCDN","ENSG00000020129","23154","NCDN"
"gene_symbol22332","GABRP","ENSG00000094755","2568","GABRP"
"gene_symbol22333","AL121972.1","ENSG00000229862","",""
"gene_symbol22334","AC105105.4","ENSG00000276403","",""
"gene_symbol22335","SDR42E1P4","ENSG00000273849","100422348","SDR42E1P4"
"gene_symbol22336","AC009554.2","ENSG00000285863","",""
"gene_symbol22337","AC112721.1","ENSG00000222022","",""
"gene_symbol22338","AC145098.2","ENSG00000279821","",""
"gene_symbol22339","OR4R3P","ENSG00000254624","81298","OR4R3P"
"gene_symbol22340","PCDHGC4","ENSG00000242419","56098","PCDHGC4"
"gene_symbol22341","PCDHGB5","ENSG00000276547","56101","PCDHGB5"
"gene_symbol22342","F2RL3","ENSG00000127533","9002","F2RL3"
"gene_symbol22343","AC139491.7","ENSG00000285476","",""
"gene_symbol22344","PASD1","ENSG00000166049","139135","PASD1"
"gene_symbol22345","MBTD1","ENSG00000011258","54799","MBTD1"
"gene_symbol22346","AASDH","ENSG00000157426","132949","AASDH"
"gene_symbol22347","ZNF236-DT","ENSG00000264278","100131655","ZNF236-DT"
"gene_symbol22348","AC110603.1","ENSG00000264434","",""
"gene_symbol22349","BOLA3P3","ENSG00000213630","",""
"gene_symbol22350","AC010525.1","ENSG00000267117","",""
"gene_symbol22351","GNB5","ENSG00000069966","10681","GNB5"
"gene_symbol22352","NBPF6","ENSG00000186086","653149","NBPF6"
"gene_symbol22353","AC243967.3","ENSG00000278239","",""
"gene_symbol22354","AC006022.1","ENSG00000223419","",""
"gene_symbol22355","TSPAN8","ENSG00000127324","7103","TSPAN8"
"gene_symbol22356","PRNT","ENSG00000180259","149830","PRNT"
"gene_symbol22357","OPRK1","ENSG00000082556","4986","OPRK1"
"gene_symbol22358","KDELR1","ENSG00000105438","10945","KDELR1"
"gene_symbol22359","IL27","ENSG00000197272","246778","IL27"
"gene_symbol22360","AC006020.1","ENSG00000226636","",""
"gene_symbol22361","SLC20A1P3","ENSG00000258706","",""
"gene_symbol22362","AL035078.4","ENSG00000285283","",""
"gene_symbol22363","TRIB3","ENSG00000101255","57761","TRIB3"
"gene_symbol22364","AC008708.1","ENSG00000253357","",""
"gene_symbol22365","ARL2BPP1","ENSG00000265934","",""
"gene_symbol22366","PINCR","ENSG00000224294","101927501","PINCR"
"gene_symbol22367","LETM2","ENSG00000165046","137994","LETM2"
"gene_symbol22368","CEACAM18","ENSG00000213822","729767","CEACAM18"
"gene_symbol22369","TRAK2","ENSG00000115993","66008","TRAK2"
"gene_symbol22370","BCRP4","ENSG00000215456","616","BCRP4"
"gene_symbol22371","KNOP1P5","ENSG00000250563","",""
"gene_symbol22372","SETP6","ENSG00000241319","100419178","SETP6"
"gene_symbol22373","AC104051.1","ENSG00000253322","",""
"gene_symbol22374","RN7SL470P","ENSG00000263669","106479394","RN7SL470P"
"gene_symbol22375","SF3B2","ENSG00000087365","10992","SF3B2"
"gene_symbol22376","RPL10AP6","ENSG00000226360","100128936","RPL10AP6"
"gene_symbol22377","MYH4","ENSG00000264424","4622","MYH4"
"gene_symbol22378","AL034430.2","ENSG00000285723","8195","MKKS"
"gene_symbol22379","RAP1GAP","ENSG00000076864","5909","RAP1GAP"
"gene_symbol22380","AC060234.3","ENSG00000241577","",""
"gene_symbol22381","AC243919.2","ENSG00000278202","",""
"gene_symbol22382","AP000435.1","ENSG00000255333","100420122","LOC100420122"
"gene_symbol22383","PRY2","ENSG00000169807","442862","PRY2"
"gene_symbol22384","CDHR4","ENSG00000187492","389118","CDHR4"
"gene_symbol22385","KCNJ14","ENSG00000182324","3770","KCNJ14"
"gene_symbol22386","PSMA2P1","ENSG00000254582","",""
"gene_symbol22387","RIOK2","ENSG00000058729","55781","RIOK2"
"gene_symbol22388","ZNF709","ENSG00000242852","163051","ZNF709"
"gene_symbol22389","","ENSG00000276713","",""
"gene_symbol22390","AC087672.2","ENSG00000254288","",""
"gene_symbol22391","AL121892.1","ENSG00000236985","",""
"gene_symbol22392","HIRIP3","ENSG00000149929","8479","HIRIP3"
"gene_symbol22393","AC017037.1","ENSG00000249627","",""
"gene_symbol22394","THAP9","ENSG00000168152","79725","THAP9"
"gene_symbol22395","AC026408.1","ENSG00000286509","",""
"gene_symbol22396","PFKM","ENSG00000152556","5213","PFKM"
"gene_symbol22397","AL645941.2","ENSG00000248993","",""
"gene_symbol22398","SP100","ENSG00000067066","6672","SP100"
"gene_symbol22399","SAG","ENSG00000130561","6295","SAG"
"gene_symbol22400","DDX17","ENSG00000100201","10521","DDX17"
"gene_symbol22401","AL356387.2","ENSG00000232240","",""
"gene_symbol22402","LINC01414","ENSG00000253554","102724623","LINC01414"
"gene_symbol22403","SERGEF","ENSG00000129158","26297","SERGEF"
"gene_symbol22404","DPF2","ENSG00000133884","5977","DPF2"
"gene_symbol22405","NFAT5","ENSG00000102908","10725","NFAT5"
"gene_symbol22406","AC073114.1","ENSG00000226965","",""
"gene_symbol22407","AC008667.1","ENSG00000249526","",""
"gene_symbol22408","AC084125.4","ENSG00000265393","",""
"gene_symbol22409","REEP6","ENSG00000115255","92840","REEP6"
"gene_symbol22410","ZNF155","ENSG00000204920","7711","ZNF155"
"gene_symbol22411","GRIK3","ENSG00000163873","2899","GRIK3"
"gene_symbol22412","RPSAP72","ENSG00000219361","107075112","RPSAP72"
"gene_symbol22413","TMEM147-AS1","ENSG00000236144","100506469","TMEM147-AS1"
"gene_symbol22414","TBC1D10B","ENSG00000169221","26000","TBC1D10B"
"gene_symbol22415","CDC42P1","ENSG00000234933","170503","CDC42P1"
"gene_symbol22416","RNA5-8SN4","ENSG00000276700","109864274","RNA5-8SN4"
"gene_symbol22417","Z98043.1","ENSG00000279061","",""
"gene_symbol22418","NDUFA3","ENSG00000170906","4696","NDUFA3"
"gene_symbol22419","BTF3P11","ENSG00000118903","",""
"gene_symbol22420","STMN1P2","ENSG00000251440","",""
"gene_symbol22421","AC253536.7","ENSG00000285762","1652","DDT"
"gene_symbol22422","OR7E66P","ENSG00000243674","",""
"gene_symbol22423","MIR3976HG","ENSG00000261738","645355","MIR3976HG"
"gene_symbol22424","ETDB","ENSG00000224107","100129515","ETDB"
"gene_symbol22425","RHOXF1P2","ENSG00000282850","",""
"gene_symbol22426","MIGA2","ENSG00000148343","84895","MIGA2"
"gene_symbol22427","AL109828.1","ENSG00000286006","",""
"gene_symbol22428","MYG1-AS1","ENSG00000257605","",""
"gene_symbol22429","FGF18","ENSG00000156427","8817","FGF18"
"gene_symbol22430","TRBV19","ENSG00000211746","28568","TRBV19"
"gene_symbol22431","SLTM","ENSG00000137776","79811","SLTM"
"gene_symbol22432","MORF4L1P3","ENSG00000255040","",""
"gene_symbol22433","SPTLC1P4","ENSG00000232678","100874500","SPTLC1P4"
"gene_symbol22434","AC084880.4","ENSG00000256884","105370024","LOC105370024"
"gene_symbol22435","AC016575.1","ENSG00000272057","",""
"gene_symbol22436","AL356095.3","ENSG00000282432","",""
